,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
11,6.52,0.1,1.31,1.78,Compound,None,,,40,3.49,0.2,5.24,13.39,Artifact,Weak,,,69,2.67,0.4,1.88,11.12,Solvent,Weak + C13_Sat,,,98,2.18,0,5.83,0.86,Compound,None,,,127,1.26,0.1,6.54,4.1,Compound,None,,,156,0.82,0.1,4.09,2.97,Compound,None,,
12,5.75,0,2.18,0.23,Impurity,Weak,,,41,3.48,0.2,3.73,8.29,Artifact,Weak,,,70,2.66,0.3,1.49,5.25,Solvent,Weak + C13_Sat,,,99,2.16,0,1.34,0.12,Impurity,Weak,,,128,1.24,0.2,4.45,9.11,Compound,None,,,157,0.81,0,2.99,1.42,Compound,None,,
13,5.12,0,7.78,1.36,Compound,None,,,42,3.47,0.1,2.31,3.29,Artifact,Weak,,,71,2.66,0.1,1.37,1.58,Solvent,Weak + C13_Sat,,,100,2.13,0,0.66,0.19,Impurity,None,,,129,1.24,0.2,3.73,8.28,Compound,None,,,158,0.8,0.1,13.47,15.25,Compound,None,,
14,4.42,0,3.64,0.89,Compound,None,,,43,3.46,0.1,4.18,4.04,Artifact,Weak,,,72,2.6,0,1.49,0.12,Artifact,Weak,,,101,2.12,0,0.63,0.16,Impurity,Weak,,,130,1.23,0.2,3.31,8.28,Compound,None,,,159,0.79,0,1.18,0.31,Compound,None,,
15,4.41,0,3.93,0.38,Compound,None,,,44,3.46,0.1,2.69,4.04,Artifact,Weak,,,73,2.56,0,1.23,0.22,Artifact,Weak,,,102,2.09,0,1.35,0.1,Artifact,Weak,,,131,1.21,0.1,51.46,42.54,Compound,None,,,160,0.78,0,1.75,0.74,Compound,None,,
16,4.4,0,2.98,0.58,Compound,None,,,45,3.45,0.2,1.17,2.86,Artifact,Weak,,,74,2.54,0,0.92,0.24,Artifact,Weak,,,103,2.08,0.1,0.82,0.66,Impurity,None,,,132,1.21,0,0.54,0.04,Artifact,Weak,,,161,0.78,0,1.77,0.27,Compound,Weak,,
17,4.36,0.1,1.88,1.89,Compound,None,,,46,3.45,0.2,3.1,6.27,Artifact,Weak,,,75,2.52,0.1,0.91,1.45,Artifact,Weak,,,104,2.07,0,0.7,0.24,Impurity,None,,,133,1.14,0.1,5.43,4.41,Compound,None,,,162,0.77,0,2.22,0.25,Compound,Weak,,
18,4.35,0.2,1.88,4.4,Compound,None,,,47,3.44,0.3,2.06,7.23,Artifact,Weak,,,76,2.51,20.8,1.33,298.96,Solvent,None,,,105,2.06,0,0.81,0.04,Artifact,Weak,,,134,1.12,0,0.56,0.07,Impurity,Weak,,,163,0.76,0,3.42,1.68,Compound,None,,
19,4.34,0.1,1.59,2.52,Compound,None,,,48,3.43,0.2,1.52,4.3,Artifact,Weak,,,77,2.5,54.9,1.56,1123.88,Solvent,None,,,106,2.04,0,18.99,9.55,Compound,None,,,135,1.11,0,3.38,0.61,Compound,None,,,164,0.75,0,3.02,0.68,Compound,None,,
20,4.18,0,1.05,0.16,Impurity,Weak,,,49,3.42,0.3,3.18,15.71,Artifact,Weak,,,78,2.5,82.8,1.63,1797.97,Solvent,None,,,107,2.03,0,4.66,0.42,Compound,None,,,136,1.11,0.2,0.86,1.83,Compound,None,,,165,0.75,0,1.63,0.28,Compound,Weak,,
21,4.1,0,1.33,0.14,Impurity,Weak,,,50,3.42,0.1,1.53,1.77,Artifact,Weak,,,79,2.5,55.5,1.52,1086.31,Solvent,None,,,108,2.01,0,5.09,1.51,Compound,None,,,137,1.1,0,24.37,14.19,Compound,None,,,166,0.74,0,2.58,0.94,Compound,None,,
22,4.09,0,1.78,0.18,Impurity,Weak,,,51,3.4,0.2,3.87,9.95,Artifact,Weak,,,80,2.49,21.6,1.38,336.5,Solvent,None,,,109,2,0,2.18,0.41,Compound,None,,,138,1.07,0.5,0.83,5.08,Compound,None,,,167,0.74,0,1.93,0.33,Compound,None,,
23,4.04,0,4.32,1.18,Compound,None,,,52,3.23,0,3.5,0.46,Artifact,Weak,,,81,2.39,0,0.66,0.05,Artifact,Weak,,,110,1.91,0.8,0.94,9.18,Compound,None,,,139,1.05,1,0.77,9.06,Compound,None,,,168,0.73,0,1.91,0.87,Compound,None,,
24,3.79,0,1.13,0.19,Impurity,Weak,,,53,3.22,0,3.73,0.77,Artifact,Weak,,,82,2.34,0.1,1.27,1.16,Solvent,Weak + C13_Sat,,,111,1.9,0,1.38,0.14,Compound,Weak,,,140,1.04,1.5,2.61,52.48,Compound,None,,,169,0.72,0,3.77,0.22,Artifact,Weak,,
25,3.78,0,1.28,0.17,Impurity,Weak,,,54,3.21,0,2.68,1.43,Artifact,Weak,,,83,2.33,0.3,1.66,5.88,Solvent,Weak + C13_Sat,,,112,1.89,0,1,0.08,Artifact,Weak,,,141,1.04,0.5,0.68,4.34,Compound,None,,,170,0.71,0,4.18,1.66,Compound,None,,
26,3.77,0,1.2,0.29,Impurity,None,,,55,3.2,0,2.49,0.46,Artifact,Weak,,,84,2.33,0.4,1.9,11.24,Solvent,Weak + C13_Sat,,,113,1.86,0,51.37,19.15,Compound,None,,,142,1.03,1.5,2.88,56.29,Compound,None,,,171,0.7,0,1.29,0.13,Impurity,Weak,,
27,3.76,0,1.34,0.29,Impurity,None,,,56,3.19,0,8.66,1.64,Artifact,Weak,,,85,2.32,0.3,1.56,5.57,Solvent,Weak + C13_Sat,,,114,1.75,0,1.56,0.69,Impurity,None,,,143,1.01,0.1,2.16,3.77,Compound,None,,,172,0.06,0,2.71,0.76,Compound,None,,
28,3.76,0,1.49,0.3,Impurity,None,,,57,3.19,0,1.8,0.39,Artifact,Weak,,,86,2.32,0.1,1.32,1.57,Solvent,Weak + C13_Sat,,,115,1.57,0,4.58,1.18,Compound,None,,,144,1,0,2.69,1.31,Compound,None,,,,,,,,,,,
29,3.75,0,1.26,0.29,Impurity,None,,,58,3.18,0,6.4,1.23,Artifact,Weak,,,87,2.3,0,1.59,0.98,Compound,None,,,116,1.54,0,1.91,0.15,Artifact,Weak,,,145,1,0.1,1.97,3.44,Compound,None,,,,,,,,,,,
