,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
14,4.33,0,0.92,0.15,Impurity,Weak,,,39,2.67,0.5,1.43,8.55,Solvent,Weak + C13_Sat,,,64,1.55,0,1.27,0.11,Impurity,Weak,,,89,0.97,0,0.81,0.04,Artifact,Weak,,
15,4.3,0,1.51,0.17,Impurity,Weak,,,40,2.66,0.3,1.44,5.9,Solvent,Weak + C13_Sat,,,65,1.54,0,5.08,0.41,Compound,None,,,90,0.89,0,1.53,0.2,Impurity,Weak,,
16,4.29,0,1.23,0.11,Impurity,Weak,,,41,2.66,0.1,1.24,2.01,Solvent,Weak + C13_Sat,,,66,1.52,0,7.15,1.55,Compound,None,,,91,0.86,0,2.75,0.85,Compound,None,,
17,4.22,0,0.83,0.11,Impurity,Weak,,,42,2.54,0,1.21,0.35,Artifact,Weak,,,67,1.5,0,9.13,2.42,Compound,None,,,92,0.85,0,2.03,0.6,Compound,None,,
18,4.03,0,23.55,2.32,Compound,None,,,43,2.54,0,1.95,0.19,Artifact,Weak,,,68,1.49,0,1.43,0.21,Compound,Weak,,,93,0.85,0,2.28,0.6,Compound,None,,
19,3.99,0,0.51,0.04,Artifact,Weak,,,44,2.52,0.2,0.9,2.22,Artifact,Weak,,,69,1.36,0,1.77,0.35,Impurity,None,,,94,0.84,0,2.03,0.35,Impurity,None,,
20,3.57,0,0.86,0.07,Impurity,Weak,,,45,2.52,0.1,0.42,0.5,Artifact,Weak,,,70,1.3,0,2.09,0.16,Artifact,Weak,,,95,0.13,0,1.21,0.09,Artifact,Weak,,
21,3.55,0,0.91,0.05,Artifact,Weak,,,46,2.51,22.3,1.17,299.96,Solvent,None,,,71,1.26,0,1.74,0.37,Compound,None,,,96,0.08,0.1,0.9,0.62,Impurity,None,,
22,3.54,0,1.44,0.13,Impurity,Weak,,,47,2.5,61,1.52,1233.69,Solvent,None,,,72,1.24,0.1,3.85,6.72,Compound,None,,,97,0.07,0,2.03,0.4,Impurity,None,,
23,3.51,0.3,2.42,9.67,Compound,None,,,48,2.5,83.2,1.35,1408.2,Solvent,None,,,73,1.23,0.1,2.52,3.29,Compound,None,,,98,-1.74,0,1.24,0.06,Artifact,Weak,,
24,3.48,0,11.06,3.73,Compound,None,,,49,2.5,58.5,1.34,994.17,Solvent,None,,,74,1.22,0,17.13,4.61,Compound,None,,,,,,,,,,,
25,3.45,0,0.58,0.08,Artifact,Weak,,,50,2.49,23.3,1.31,345.06,Solvent,None,,,75,1.19,0,1.4,0.38,Impurity,None,,,,,,,,,,,
