,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
18,3.66,0,2.84,0.63,Artifact,Weak,,,46,2.78,0,2.71,0.36,Compound,None,,,74,2.08,0,1.88,0.24,Impurity,Weak,,,102,1.04,0.3,1.15,3.8,Compound,None,,
19,3.65,0,3.32,0.87,Artifact,Weak,,,47,2.77,0,5.98,1.39,Compound,None,,,75,2.07,0,1.24,0.58,Impurity,None,,,103,1.03,1.6,2.81,53.9,Compound,None,,
20,3.64,0,3.39,0.53,Artifact,Weak,,,48,2.75,0,3.17,0.38,Compound,None,,,76,2.04,0,2.43,0.69,Impurity,None,,,104,1.02,0.2,4.46,11.71,Compound,None,,
21,3.62,0,2.45,0.27,Artifact,Weak,,,49,2.68,0.1,1.39,1.53,Solvent,Weak + C13_Sat,,,77,2.01,0,2.75,0.46,Impurity,Weak,,,105,1,0.2,2.39,3.81,Compound,None,,
22,3.57,0.1,1.28,1.04,Artifact,Weak,,,50,2.67,0.3,2.03,6.5,Solvent,Weak + C13_Sat,,,78,1.91,0.1,1.87,1.27,Compound,None,,,106,0.99,0,0.93,0.1,Artifact,Weak,,
23,3.57,0,1.33,0.17,Artifact,Weak,,,51,2.67,0.4,2.1,11.27,Solvent,Weak + C13_Sat,,,79,1.86,0,33.2,6.85,Compound,None,,,107,0.87,0,5.06,2.94,Compound,None,,
24,3.52,0,2.31,0.41,Artifact,Weak,,,52,2.66,0.3,1.97,7.02,Solvent,Weak + C13_Sat,,,80,1.75,0,1.55,0.3,Impurity,Weak,,,108,0.85,0.1,2.42,2.99,Compound,None,,
25,3.51,0.1,4.14,5.39,Artifact,Weak,,,53,2.66,0.1,1.47,1.5,Solvent,Weak + C13_Sat,,,81,1.54,0,2.5,0.4,Compound,Weak,,,109,0.84,0.1,5.08,4.58,Compound,None,,
26,3.49,0.2,7.51,22.53,Artifact,Weak,,,54,2.63,0,60.61,18.55,Artifact,Weak,,,82,1.52,0,7.96,4.01,Compound,None,,,110,0.06,0,2.23,0.87,Impurity,None,,
27,3.48,0.1,4.11,6.96,Artifact,Weak,,,55,2.52,0,1.34,0.8,Artifact,Weak,,,83,1.5,0,6.67,3.45,Compound,None,,,,,,,,,,,
28,3.47,0,1.86,1.08,Artifact,Weak,,,56,2.51,19.1,1.54,341.4,Solvent,None,,,84,1.48,0,5.87,1.87,Compound,None,,,,,,,,,,,
