,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
11,6.79,0,6.12,0.8,Compound,None,,,37,3.76,0,1.49,0.36,Impurity,Weak,,,63,2.96,0,1.48,0.41,Artifact,Weak,,,89,2.32,0.3,1.59,5.71,Solvent,Weak + C13_Sat,,,115,1.21,0,2.95,0.59,Impurity,None,,,141,0.81,0,2.79,1.49,Compound,None,,
12,6.53,0,1.74,0.47,Compound,None,,,38,3.76,0,1.46,0.3,Impurity,Weak,,,64,2.96,0.1,1.93,2.01,Artifact,Weak,,,90,2.32,0.1,1.31,1.66,Solvent,Weak + C13_Sat,,,116,1.19,0,0.69,0.04,Artifact,Weak,,,142,0.8,0.1,8.32,6.76,Compound,None,,
13,6.52,0.5,1.33,7.89,Compound,None,,,39,3.75,0,1.84,0.33,Artifact,Weak,,,65,2.95,0.1,1.95,3.58,Artifact,Weak,,,91,2.3,0,0.93,0.27,Impurity,Weak,,,117,1.14,0.1,3.82,2.67,Compound,None,,,143,0.79,0,1.23,0.33,Compound,None,,
14,5.75,0,1.34,0.14,Impurity,Weak,,,40,3.74,0,0.38,0.03,Artifact,Weak,,,66,2.95,0.1,1.71,1.99,Artifact,Weak,,,92,2.29,0,1.29,0.12,Artifact,Weak,,,118,1.13,0,2.3,0.25,Compound,Weak,,,144,0.78,0,1.77,0.79,Compound,None,,
15,5.46,0,15.86,1.39,Artifact,Weak,,,41,3.65,0.1,136.77,86.43,Artifact,Weak,,,67,2.94,0,1.46,0.47,Artifact,Weak,,,93,2.2,0,17.74,2.98,Compound,None,,,119,1.12,0,1.05,0.16,Compound,Weak,,,145,0.78,0,1.69,0.38,Compound,None,,
16,5.22,0,3.35,0.28,Impurity,Weak,,,42,3.64,0,0.65,0.16,Artifact,Weak,,,68,2.93,0,14.53,2.37,Artifact,Weak,,,94,2.18,0,1.61,0.2,Impurity,Weak,,,120,1.12,0,2.69,0.31,Compound,Weak,,,146,0.77,0,1.23,0.08,Artifact,Weak,,
17,4.97,0,160.63,22.19,Compound,None,,,43,3.57,0,0.86,0.13,Artifact,Weak,,,69,2.92,0,3.56,0.41,Impurity,Weak,,,95,2.13,0,0.73,0.23,Impurity,Weak,,,121,1.11,0.2,0.89,2.04,Compound,None,,,147,0.76,0,3.46,1.71,Compound,None,,
18,4.42,0,1.08,0.11,Impurity,Weak,,,44,3.55,0,10.36,2.58,Artifact,Weak,,,70,2.78,0,1.68,0.18,Impurity,Weak,,,96,2.12,0,0.68,0.18,Impurity,Weak,,,122,1.07,0.5,0.83,4.69,Compound,None,,,148,0.75,0,21.21,4.35,Compound,None,,
19,4.36,0.1,1.71,1.64,Compound,None,,,45,3.53,0,39.4,25.72,Artifact,Weak,,,71,2.68,0.1,1.14,0.87,Solvent,Weak + C13_Sat,,,97,2.1,0,0.68,0.06,Artifact,Weak,,,123,1.05,0.9,0.84,9.33,Compound,None,,,149,0.74,0,3.73,1.13,Compound,None,,
20,4.35,0.2,1.76,3.72,Compound,None,,,46,3.5,0.5,2.45,14.63,Artifact,Weak,,,72,2.67,0.3,2.03,7.32,Solvent,Weak + C13_Sat,,,98,2.09,0,1.23,0.12,Impurity,Weak,,,124,1.05,0.2,2.88,5.25,Compound,None,,,150,0.73,0,1.55,0.62,Compound,None,,
21,4.34,0.1,1.63,2.39,Compound,None,,,47,3.49,0,3.89,1.98,Artifact,Weak,,,73,2.67,0.4,1.82,9.62,Solvent,Weak + C13_Sat,,,99,2.08,0.1,0.8,0.8,Compound,None,,,125,1.04,0.5,1.23,8.04,Compound,None,,,151,0.72,0,2.31,0.24,Compound,None,,
22,4.31,0,2.57,0.33,Impurity,Weak,,,48,3.48,0.1,8.02,9.64,Artifact,Weak,,,74,2.66,0.3,1.63,6.25,Solvent,Weak + C13_Sat,,,100,2.07,0,0.8,0.31,Compound,None,,,126,1.04,0.5,0.9,5.15,Compound,None,,,152,0.71,0,3.2,0.89,Compound,None,,
23,4.3,0,0.84,0.06,Artifact,Weak,,,49,3.47,0.1,2.03,2.38,Artifact,Weak,,,75,2.66,0.1,1.2,1.36,Solvent,Weak + C13_Sat,,,101,2.06,0,0.76,0.08,Impurity,Weak,,,127,1.03,0.5,1.38,9.53,Compound,None,,,153,0.7,0,0.58,0.04,Artifact,Weak,,
24,4.27,0,0.73,0.05,Artifact,Weak,,,50,3.46,0,1.99,0.74,Artifact,Weak,,,76,2.56,0,1.17,0.19,Artifact,Weak,,,102,2.06,0,2.42,0.27,Impurity,Weak,,,128,1.02,0,9.02,4.72,Compound,None,,,154,0.69,0,2.93,0.41,Impurity,Weak,,
25,4.18,0,1.09,0.14,Impurity,Weak,,,51,3.46,0.1,2.4,3.09,Artifact,Weak,,,77,2.54,0,1.24,0.29,Artifact,Weak,,,103,1.91,0.8,0.96,8.95,Compound,None,,,129,1,0,3.58,0.45,Compound,Weak,,,155,0.07,0,1.95,0.31,Impurity,Weak,,
26,4.1,0,1.49,0.21,Impurity,Weak,,,52,3.45,0.2,1.47,4.34,Artifact,Weak,,,78,2.52,0.1,0.81,1.19,Artifact,Weak,,,104,1.84,0,37.25,7.16,Compound,None,,,130,0.98,0,1.48,0.23,Impurity,Weak,,,,,,,,,,,
