,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
11,4.91,0,2.57,0.91,Compound,None,,,40,4.36,0,3.12,0.99,Compound,None,,,69,3.5,0,1.86,0.42,Compound,None,,,98,3.04,0,6.54,4.15,Compound,None,,,127,2.32,0.1,1.21,1.96,Solvent,Weak + C13_Sat,,,156,1.04,0,1.59,0.93,Compound,None,,
12,4.9,0,2.42,1.2,Compound,None,,,41,4.35,0,1.67,0.68,Compound,None,,,70,3.48,0,3.24,1.14,Compound,Weak + C13_Sat,,,99,3.03,0,1.57,0.22,Compound,None,,,128,2.27,0,1.78,0.29,Compound,None,,,157,1.04,0,0.39,0.2,Compound,None,,
13,4.89,0,1.89,0.67,Compound,None,,,42,4.34,0.1,1.71,1.39,Compound,None,,,71,3.47,0,2.3,1.25,Compound,None,,,100,3.01,0,0.73,0.08,Impurity,Weak,,,129,2.26,0,1.48,0.5,Compound,None,,,158,1.03,0.1,4.67,5.13,Compound,None,,
14,4.88,0.1,2.08,2.18,Compound,None,,,43,4.33,0.1,2.68,3.36,Compound,None,,,72,3.45,0,2.6,1.15,Compound,None,,,101,3.01,0,1.98,0.29,Impurity,None,,,130,2.24,0,1.13,0.23,Compound,None,,,159,1.03,0,1.39,0.44,Compound,None,,
15,4.87,0.1,2.13,2.27,Compound,None,,,44,4.32,0,3.16,1.59,Compound,None,,,73,3.44,0,2.06,0.86,Compound,None,,,102,2.94,0,2.94,0.25,Artifact,Weak,,,131,2.23,0,4.79,0.83,Compound,None,,,160,1,0,1.79,0.25,Impurity,None,,
16,4.86,0,0.75,0.06,Artifact,Weak,,,45,4.31,0,1.9,0.3,Compound,None,,,74,3.44,0,1.6,0.63,Compound,None,,,103,2.91,0,1.43,0.2,Impurity,None,,,132,2.21,0,3,0.68,Compound,None,,,161,0.99,0,0.63,0.07,Impurity,Weak,,
17,4.82,0.1,1.87,2.39,Compound,None,,,46,4.29,0,1.93,0.15,Compound,Weak,,,75,3.43,0,2.17,0.3,Artifact,Weak,,,104,2.89,0,1.92,0.36,Compound,None,,,133,2.2,0,5.62,0.82,Compound,None,,,162,0.91,0,0.66,0.06,Artifact,Weak,,
18,4.82,0.1,1.7,1.34,Compound,None,,,47,4.28,0,1.61,0.45,Compound,None,,,76,3.42,0,1.67,0.75,Compound,None,,,105,2.89,0,1.45,0.31,Compound,None,,,134,2.18,0,1.89,0.19,Compound,None,,,163,0.86,0,1.95,0.28,Compound,None,,
19,4.81,0.1,1.7,1.61,Compound,None,,,48,4.26,0,3.11,1.15,Compound,None,,,77,3.42,0,1.97,1.12,Compound,None,,,106,2.88,0,1.95,0.51,Compound,None,,,135,2.16,0,1.22,0.09,Artifact,Weak,,,164,0.85,0,1.71,0.57,Compound,None,,
20,4.81,0.1,1.72,1.8,Compound,None,,,49,4.25,0,1.89,0.68,Compound,None,,,78,3.41,0,4.96,2.01,Artifact,Weak,,,107,2.85,0,1.36,0.19,Compound,None,,,136,2.08,0,0.66,0.09,Impurity,None,,,165,0.84,0,1.97,0.35,Compound,None,,
21,4.76,0.1,1.99,2.5,Compound,None,,,50,4.13,0,1.88,0.56,Compound,None,,,79,3.37,0,1.06,0.14,Artifact,Weak,,,108,2.78,0,0.79,0.05,Artifact,Weak,,,137,1.91,0.1,0.88,0.89,Compound,None,,,166,0.36,0,0.64,0.05,Artifact,Weak,,
22,4.75,0,1.42,0.8,Compound,None,,,51,4.11,0,1.82,0.45,Compound,None,,,80,3.26,0,1.04,0.23,Artifact,Weak,,,109,2.68,0.1,1.19,1.97,Solvent,Weak + C13_Sat,,,138,1.77,0,1.2,0.14,Impurity,Weak,,,167,0.08,0.1,0.79,0.59,Compound,None,,
23,4.75,0.1,2.05,2.75,Compound,None,,,52,3.97,0,1.1,0.07,Artifact,Weak,,,81,3.25,0,1.76,0.35,Artifact,Weak,,,110,2.67,0.3,1.46,6.45,Solvent,Weak + C13_Sat,,,139,1.75,0,1.31,0.17,Impurity,Weak,,,168,0.07,0,2.57,0.82,Compound,None,,
24,4.74,0.1,1.45,1.46,Compound,None,,,53,3.95,0,10.02,1.6,Compound,None,,,82,3.24,0,1.46,0.32,Artifact,Weak,,,111,2.67,0.5,1.45,8.95,Solvent,Weak + C13_Sat,,,140,1.62,0,0.46,0.03,Artifact,Weak,,,169,-2.65,0,0.59,0.04,Artifact,Weak,,
25,4.74,0.1,1.67,1.29,Compound,None,,,54,3.67,0,1.49,0.27,Compound,None,,,83,3.23,0,1.67,0.65,Artifact,Weak,,,112,2.66,0.3,1.31,5.29,Solvent,Weak + C13_Sat,,,141,1.51,0,18.85,2.11,Compound,None,,,,,,,,,,,
26,4.73,0.1,1.59,1.89,Compound,None,,,55,3.66,0,2.55,0.64,Compound,None,,,84,3.22,0,1.72,0.32,Artifact,Weak,,,113,2.66,0.1,1.28,2.14,Solvent,Weak + C13_Sat,,,142,1.35,0,1.98,0.73,Compound,None,,,,,,,,,,,
27,4.61,0,1.86,1.18,Compound,None,,,56,3.65,0,6.02,1.92,Compound,None,,,85,3.22,0,1.62,0.48,Artifact,Weak,,,114,2.54,0,0.78,0.12,Artifact,Weak,,,143,1.3,0,1.78,0.22,Impurity,None,,,,,,,,,,,
28,4.6,0,1.82,1.04,Compound,None,,,57,3.64,0,0.81,0.05,Artifact,Weak,,,86,3.21,0,1.46,0.42,Artifact,Weak,,,115,2.54,0,1.25,0.16,Artifact,Weak,,,144,1.26,0,1.26,0.27,Compound,None,,,,,,,,,,,
29,4.58,0.1,1.71,1.72,Compound,None,,,58,3.63,0,6.72,2.63,Compound,None,,,87,3.16,0,2.24,0.59,Compound,None,,,116,2.52,0.3,0.99,3.01,Solvent,Weak,,,145,1.24,0.1,5.01,6.82,Compound,None,,,,,,,,,,,
