,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
16,4.03,0,10.87,1.74,Compound,None,,,42,2.51,14,1.32,190.54,Solvent,None,,,68,1.35,0.1,2.21,3.3,Compound,None,,,94,0.83,0.1,33.64,37.29,Compound,None,,
17,4.01,0,2.96,0.27,Compound,None,,,43,2.5,43.1,1.82,1018.5,Solvent,None,,,69,1.33,0,14.3,2.48,Compound,None,,,95,0.81,0,2.37,0.34,Compound,Weak,,
18,3.95,0,6.64,2.23,Compound,None,,,44,2.5,81.5,2.37,2485.49,Solvent,None,,,70,1.3,0,4.34,0.88,Compound,None,,,96,0.79,0,3.77,0.5,Impurity,Weak,,
19,3.94,0,5,0.6,Compound,None,,,45,2.5,47,1.71,1018.75,Solvent,None,,,71,1.26,0.1,108.66,83.95,Compound,None,,,97,0.73,0,1.18,0.15,Impurity,Weak,,
20,3.57,0,0.92,0.12,Artifact,Weak,,,46,2.49,27,2.15,753.82,Solvent,None,,,72,1.26,0,2.95,0.86,Impurity,None,,,98,0.13,0,1.23,0.25,Impurity,None,,
21,3.5,0.6,2.79,20.56,Compound,None,,,47,2.44,0.2,58.08,167.91,Artifact,Weak,,,73,1.24,0.1,6,5.92,Compound,None,,,99,0.08,0.3,1.22,4.42,Compound,None,,
22,3.49,0.1,5.21,3.73,Artifact,Weak,,,48,2.34,0.1,1.38,1.01,Solvent,Weak + C13_Sat,,,74,1.23,0.2,4.44,14.47,Compound,None,,,100,0.07,0,10.16,3.16,Compound,None,,
23,3.48,0.1,6.19,5.58,Artifact,Weak,,,49,2.33,0.2,1.87,5.8,Solvent,Weak + C13_Sat,,,75,1.18,0,1.75,0.51,Impurity,None,,,101,0.07,0,0.82,0.13,Impurity,Weak,,
24,3.46,0,4.47,0.63,Artifact,Weak,,,50,2.33,0.4,2.12,10.97,Solvent,Weak + C13_Sat,,,76,1.16,0,1.71,0.23,Compound,None,,,102,0.06,0,1.9,0.28,Compound,Weak,,
25,3.45,0.4,164.72,968.17,Artifact,Weak,,,51,2.32,0.3,2.17,8.37,Solvent,Weak + C13_Sat,,,77,1.14,0,4.25,2.56,Compound,None,,,,,,,,,,,
26,3.43,0.1,37.14,39.84,Artifact,Weak,,,52,2.32,0.1,1.88,3.16,Solvent,Weak + C13_Sat,,,78,1.12,0,22.42,5.98,Compound,None,,,,,,,,,,,
