,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
14,6.8,0,7.34,1.01,Compound,None,,,41,3.44,0,4.03,1.73,Artifact,Weak,,,68,2.54,0.2,8.13,18.84,Artifact,Weak,,,95,2.08,0.1,0.95,1.16,Compound,None,,,122,1.08,0,1.41,0.14,Compound,Weak,,,149,0.13,0,0.91,0.41,Impurity,None,,
15,6.52,0,1.86,0.87,Compound,None,,,42,3.44,0,3.57,0.28,Artifact,Weak,,,69,2.52,0.6,7.32,61.2,Solvent,Weak,,,96,2.08,0,10.53,1.9,Compound,None,,,123,1.07,0.1,0.9,0.88,Compound,None,,,150,0.09,0,1.05,0.45,Compound,None,,
16,5.75,0,1.79,0.62,Compound,None,,,43,3.42,0.2,9.62,19.84,Artifact,Weak,,,70,2.51,21.9,1.66,477.46,Solvent,None,,,97,2.07,0,0.66,0.16,Impurity,None,,,124,1.06,0,1.71,0.66,Compound,None,,,151,0.08,1.1,1.06,14.13,Compound,None,,
17,5.22,0,5.44,0.88,Compound,None,,,44,3.4,0.5,13.46,73.01,Artifact,Weak,,,71,2.5,50,1.75,1174.39,Solvent,None,,,98,2.06,0,4.94,1.56,Compound,None,,,125,1.05,0.2,1.15,2.89,Compound,None,,,152,0.07,0,0.66,0.11,Compound,None,,
18,5.14,0,0.9,0.11,Impurity,Weak,,,45,3.24,0,5.92,1.11,Artifact,Weak,,,72,2.5,83.6,1.95,2158.4,Solvent,None,,,99,2.04,0,2.43,0.32,Compound,None,,,126,1.04,0.4,3.71,17.48,Compound,None,,,153,0.07,0.2,1.78,4.35,Compound,None,,
19,4.36,0,1.88,0.31,Compound,None,,,46,3.22,0,10.35,3.27,Artifact,Weak,,,73,2.5,48.7,1.54,895.86,Solvent,None,,,100,2.03,0,1.65,0.26,Compound,None,,,127,1.04,0.1,0.7,0.42,Compound,None,,,154,0.06,0,1.03,0.36,Compound,None,,
20,4.35,0,2.09,0.76,Compound,None,,,47,3.21,0,11.89,1.46,Artifact,Weak,,,74,2.49,21.4,1.45,355.33,Solvent,None,,,101,2.03,0,1.46,0.15,Artifact,Weak,,,128,1.03,0.5,3.62,18.13,Compound,None,,,155,0.01,0,1.06,0.11,CS Reference,Weak,,
21,4.34,0,1.6,0.35,Compound,None,,,48,3.2,0,3.76,0.79,Artifact,Weak,,,75,2.43,0,0.78,0.09,Artifact,Weak,,,102,2.02,0,5.71,1.1,Compound,None,,,129,1.02,0.1,3.71,3.28,Compound,None,,,156,0,0,1.21,0.1,CS Reference,Weak,,
22,4.31,0,3.35,0.61,Compound,None,,,49,3.2,0,2.13,0.23,Artifact,Weak,,,76,2.41,0,2.71,0.32,Artifact,Weak,,,103,1.91,0.8,1.15,10.67,Compound,None,,,130,1,0,4.81,1.85,Compound,None,,,157,-0.06,0,1.13,0.28,Impurity,None,,
23,4.3,0,1.62,0.14,Artifact,Weak,,,50,3.19,0,4.97,1.31,Artifact,Weak,,,77,2.39,0,1.79,0.18,Artifact,Weak,,,104,1.9,0,0.73,0.07,Artifact,Weak,,,131,0.99,0,1.45,0.22,Compound,Weak,,,,,,,,,,,
24,4.1,0,1.23,0.1,Artifact,Weak,,,51,3.18,0,4.68,0.93,Artifact,Weak,,,78,2.34,0.1,1.46,1.66,Solvent,Weak + C13_Sat,,,105,1.75,0.1,1.69,1.01,Compound,None,,,132,0.89,0,3.33,0.96,Compound,None,,,,,,,,,,,
25,4.09,0,3.19,0.24,Artifact,Weak,,,52,3.17,0,1.3,0.88,Artifact,Weak,,,79,2.33,0.3,1.97,7.57,Solvent,Weak + C13_Sat,,,106,1.72,0,2.41,0.25,Impurity,Weak,,,133,0.87,0.1,6.09,5.75,Compound,None,,,,,,,,,,,
26,4.03,0,4.54,2.26,Compound,None,,,53,3.16,0.1,1.4,0.94,Artifact,Weak,,,80,2.33,0.4,1.85,9.61,Solvent,Weak + C13_Sat,,,107,1.54,0,3.89,0.22,Artifact,Weak,,,134,0.86,0.1,4.38,6.76,Compound,None,,,,,,,,,,,
27,4.03,0,1.15,0.07,Artifact,Weak,,,54,3.06,0,1.62,0.17,Artifact,Weak,,,81,2.32,0.3,1.65,5.52,Solvent,Weak + C13_Sat,,,108,1.49,0,2.13,0.23,Artifact,Weak,,,135,0.85,0.2,3.3,6.6,Compound,None,,,,,,,,,,,
