,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
12,6.52,0,1.63,0.53,Compound,None,,,37,3.45,0,4.01,0.62,Artifact,Weak,,,62,2.32,0.1,1.44,2.09,Solvent,Weak + C13_Sat,,,87,1.3,0,1.48,0.1,Artifact,Weak,,,112,0.85,0.1,4.41,3.58,Compound,None,,
13,5.83,0,1.19,0.1,Artifact,Weak,,,38,3.42,0,2.02,0.19,Artifact,Weak,,,63,2.29,0,3.31,0.3,Impurity,Weak,,,88,1.26,0,13.34,7.53,Compound,None,,,113,0.83,0,14.07,7.59,Compound,None,,
14,5.82,0,2.16,0.13,Artifact,Weak,,,39,3.42,0,2.33,0.59,Artifact,Weak,,,64,2.28,0,3.55,0.39,Impurity,None,,,89,1.24,0.1,4.64,6.79,Compound,None,,,114,0.81,0,12.3,2.26,Compound,None,,
15,5.39,0,6.28,0.49,Artifact,Weak,,,40,3.4,0.2,34.22,62.23,Artifact,Weak,,,65,2.23,0,2.32,0.95,Compound,None,,,90,1.23,0.2,3.32,10.77,Compound,None,,,115,0.61,0,0.65,0.05,Artifact,Weak,,
16,5.14,0,3.39,0.25,Impurity,Weak,,,41,3.24,0,3.38,0.33,Artifact,Weak,,,66,2.21,0.1,2.33,2.3,Compound,None,,,91,1.21,0,7.49,2.01,Compound,None,,,116,0.13,0,1.13,0.17,Impurity,None,,
17,5.11,0,1.59,0.13,Artifact,Weak,,,42,2.95,0,2.51,0.37,Compound,None,,,67,2.21,0,37.77,3.52,Compound,None,,,92,1.2,0,2.07,0.14,Artifact,Weak,,,117,0.09,0,0.9,0.06,Artifact,Weak,,
18,4.97,0,238.68,109.84,Compound,None,,,43,2.93,0,19.17,4.2,Compound,None,,,68,2.19,0,2.44,1.14,Compound,None,,,93,1.19,0,1.59,0.78,Compound,None,,,118,0.08,0.3,1.02,3.33,Compound,None,,
19,4.34,0,2.08,0.22,Impurity,Weak,,,44,2.77,0,11.7,1.23,Compound,None,,,69,2.18,0,1.94,0.23,Compound,None,,,94,1.16,0,2.68,0.8,Compound,None,,,119,0.07,0,0.4,0.03,Artifact,Weak,,
20,4.33,0,1.52,0.08,Artifact,Weak,,,45,2.76,0,20.96,3.61,Compound,None,,,70,2.16,0,0.86,0.08,Artifact,Weak,,,95,1.16,0,1.31,0.17,Compound,Weak,,,120,0.07,0,0.99,0.34,Compound,None,,
21,4.32,0,0.92,0.08,Impurity,Weak,,,46,2.68,0.1,1.39,1.77,Solvent,Weak + C13_Sat,,,71,2.13,0,0.52,0.05,Impurity,Weak,,,96,1.14,0.1,3.47,2.27,Compound,None,,,121,0.06,0,2.63,0.63,Compound,None,,
22,4.31,0,2.14,0.31,Impurity,None,,,47,2.67,0.3,1.82,6.56,Solvent,Weak + C13_Sat,,,72,2.08,0,1.02,0.2,Impurity,None,,,97,1.12,0,12.54,2.36,Compound,None,,,122,0.01,0,0.97,0.06,CS Reference,Weak,,
23,4.03,0,6.64,0.43,Artifact,Weak,,,48,2.67,0.4,1.84,9.97,Solvent,Weak + C13_Sat,,,73,2.04,0,50.86,11.01,Compound,None,,,98,1.11,0,0.97,0.19,Compound,None,,,123,-3.42,0,0.7,0.04,Artifact,Weak,,
24,4.02,0,8.51,0.85,Compound,None,,,49,2.66,0.3,1.55,5.4,Solvent,Weak + C13_Sat,,,74,1.91,0.1,1.03,1.21,Compound,None,,,99,1.07,0,0.84,0.23,Compound,None,,,,,,,,,,,
25,3.95,0,11.5,3,Compound,None,,,50,2.66,0.1,1.42,1.95,Solvent,Weak + C13_Sat,,,75,1.85,0,46.46,11.68,Compound,None,,,100,1.06,0,1.91,0.77,Compound,None,,,,,,,,,,,
