,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
11,7.01,0,11.47,5.42,Compound,None,,,41,2.59,0.1,41.06,28.76,Artifact,Weak,,,71,2.04,0,1.36,0.23,Impurity,Weak,,,101,1,0,3.68,1.2,Compound,None,,
12,7.01,0,4.99,1.84,Compound,None,,,42,2.56,0.1,15.97,13.25,Artifact,Weak,,,72,1.91,0.5,0.87,5.33,Compound,None,,,102,0.99,0,1.17,0.15,Compound,Weak,,
13,6.99,0.8,2.45,25.78,Compound,None,,,43,2.54,0.2,12.08,27.84,Artifact,Weak,,,73,1.9,0,7.19,0.5,Artifact,Weak,,,103,0.89,0,1.14,0.1,Artifact,Weak,,
14,6.52,0.4,2.08,9.34,Compound,None,,,44,2.52,0.2,1.02,2.19,Artifact,Weak,,,74,1.86,0,33.6,6.25,Compound,None,,,104,0.86,0.1,2.26,1.92,Compound,None,,
15,5.75,0,5.87,1.56,Compound,None,,,45,2.51,21.3,1.26,311.96,Solvent,None,,,75,1.75,0,1.29,0.11,Impurity,Weak,,,105,0.86,0.1,1.56,1.1,Compound,None,,
16,4.35,0.1,11.18,11.67,Compound,None,,,46,2.5,56.8,1.67,1248.27,Solvent,None,,,76,1.64,0,21.34,4.68,Compound,None,,,106,0.85,0.1,2.52,1.71,Compound,None,,
17,4.03,0,16.81,2.37,Compound,None,,,47,2.5,81.2,1.6,1684.38,Solvent,None,,,77,1.54,0,3.71,0.8,Compound,None,,,107,0.85,0.1,2.38,2.24,Compound,None,,
18,3.95,0,7.85,2,Compound,None,,,48,2.5,54,1.6,1072.17,Solvent,None,,,78,1.52,0,4.73,2.34,Compound,None,,,108,0.84,0.1,3.54,2.6,Compound,None,,
19,3.64,0,1,0.27,Impurity,None,,,49,2.49,21.9,1.35,352.35,Solvent,None,,,79,1.5,0,5.92,3.28,Compound,None,,,109,0.83,0.1,37.89,39.89,Compound,None,,
20,3.57,0,0.95,0.09,Artifact,Weak,,,50,2.44,0,1.71,0.12,Artifact,Weak,,,80,1.48,0,5.03,1.66,Compound,None,,,110,0.81,0,3.23,0.53,Compound,None,,
21,3.53,0,1.36,0.2,Impurity,Weak,,,51,2.42,0,1.37,0.22,Artifact,Weak,,,81,1.41,0,1.54,0.17,Impurity,Weak,,,111,0.8,0,1.55,0.13,Compound,Weak,,
22,3.51,0.5,2.57,13.75,Artifact,Weak,,,52,2.34,0.1,1.31,1.74,Solvent,Weak + C13_Sat,,,82,1.36,0,1.64,0.41,Impurity,None,,,112,0.78,0,1.05,0.13,Impurity,Weak,,
23,3.47,0,3.52,0.73,Artifact,Weak,,,53,2.33,0.3,1.67,6.34,Solvent,Weak + C13_Sat,,,83,1.3,0,1.06,0.12,Impurity,Weak,,,113,0.76,0,1.54,0.15,Artifact,Weak,,
24,3.45,0.1,4.58,3.93,Artifact,Weak,,,54,2.33,0.4,1.62,9.08,Solvent,Weak + C13_Sat,,,84,1.3,0,1.79,0.18,Impurity,Weak,,,114,0.74,0,1.14,0.12,Impurity,Weak,,
25,3.44,0.1,5.07,6.03,Artifact,Weak,,,55,2.32,0.3,1.61,6.28,Solvent,Weak + C13_Sat,,,85,1.28,0,0.91,0.11,Impurity,Weak,,,115,0.73,0,1.74,0.15,Impurity,Weak,,
26,3.44,0.3,67.42,229.57,Artifact,Weak,,,56,2.32,0.1,1.36,1.74,Solvent,Weak + C13_Sat,,,86,1.24,0.1,13.45,27.5,Compound,None,,,116,0.71,0,1.92,0.19,Artifact,Weak,,
27,3.42,0.1,3.95,4.78,Artifact,Weak,,,57,2.29,0,2.26,0.29,Compound,None,,,87,1.23,0.2,3.38,9.1,Compound,None,,,117,0.07,0,2.09,0.35,Impurity,None,,
28,3.4,0.4,24.15,95.94,Artifact,Weak,,,58,2.28,0,4.07,0.5,Compound,None,,,88,1.16,0,0.93,0.06,Artifact,Weak,,,118,-0.39,0,0.46,0.03,Artifact,Weak,,
29,2.96,0,1.54,0.4,Compound,None,,,59,2.23,0,2.66,1.05,Compound,None,,,89,1.14,0,3.67,1.73,Compound,None,,,119,-2.86,0,0.42,0.03,Artifact,Weak,,
30,2.96,0.1,1.82,1.49,Compound,None,,,60,2.22,0,2.16,0.42,Compound,None,,,90,1.12,0,0.68,0.07,Impurity,Weak,,,,,,,,,,,
