,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
12,5.25,0,9.74,1.16,Compound,None,,,38,2.95,0,2.73,0.32,Artifact,Weak,,,64,2.16,0,4.27,0.3,Artifact,Weak,,,90,1,0.1,2.64,4.86,Compound,None,,
13,5.07,0,10.2,1.86,Compound,None,,,39,2.77,0,22.97,9.89,Compound,None,,,65,2.08,0,1.24,0.21,Impurity,Weak,,,91,0.87,0,1.19,0.14,Impurity,Weak,,
14,4.58,0,0.62,0.05,Artifact,Weak,,,40,2.71,0,18,3.9,Compound,None,,,66,2.06,0,35.26,10.23,Compound,None,,,92,0.87,0,5.13,1.55,Compound,Weak + C13_Sat,,
15,4.41,0,9.29,2.24,Compound,None,,,41,2.68,0.1,1.39,1.51,Solvent,Weak + C13_Sat,,,67,2.04,0,2.65,0.54,Impurity,None,,,93,0.85,0,1.71,1,Compound,None,,
16,4.34,0,2.57,0.24,Artifact,Weak,,,42,2.67,0.3,2,6.9,Solvent,Weak + C13_Sat,,,68,2.03,0,2.11,0.12,Artifact,Weak,,,94,0.84,0.1,32.78,31.38,Compound,None,,
17,3.72,0,19.73,4.19,Compound,None,,,43,2.67,0.4,1.82,9.02,Solvent,Weak + C13_Sat,,,69,2.01,0,6,0.51,Impurity,Weak,,,95,0.13,0,1.48,0.43,Impurity,None,,
18,3.66,0,2.63,0.47,Impurity,Weak,,,44,2.66,0.3,1.98,8.17,Solvent,Weak + C13_Sat,,,70,1.91,0.1,1.58,2.01,Compound,None,,,96,0.09,0,1.25,0.28,Compound,None,,
19,3.65,0,3.47,0.97,Impurity,None,,,45,2.66,0.1,1.99,3.52,Solvent,Weak + C13_Sat,,,71,1.86,0,36.57,9.94,Compound,None,,,97,0.08,0.5,1.31,7.43,Compound,None,,
20,3.64,0,0.83,0.05,Artifact,Weak,,,46,2.52,0.1,0.79,0.62,Artifact,Weak,,,72,1.54,0,8.21,3.23,Compound,None,,,98,0.08,0.1,1.2,1.25,Compound,None,,
21,3.63,0,1.73,0.28,Impurity,Weak,,,47,2.51,14.3,1.28,198.55,Solvent,None,,,73,1.52,0,2.18,0.57,Compound,None,,,99,0.07,0,1.55,0.95,Compound,None,,
22,3.57,0,1.39,0.42,Artifact,Weak,,,48,2.5,48.8,1.98,1242.84,Solvent,None,,,74,1.52,0.1,4.02,2.79,Compound,None,,,100,0.06,0,2.19,0.64,Compound,None,,
23,3.57,0,0.93,0.09,Artifact,Weak,,,49,2.5,74.2,1.92,1803.36,Solvent,None,,,75,1.5,0.1,7.27,8.06,Compound,None,,,101,-1.92,0,0.66,0.05,Artifact,Weak,,
24,3.51,0.1,5.08,7.65,Artifact,Weak,,,50,2.5,60.5,2.01,1573.48,Solvent,None,,,76,1.48,0,4.45,2.41,Compound,None,,,102,-2.06,0,0.55,0.04,Artifact,Weak,,
25,3.49,0.2,4.34,8.16,Artifact,Weak,,,51,2.49,24.9,1.79,529.99,Solvent,None,,,77,1.41,0.1,4.8,3.9,Compound,None,,,,,,,,,,,
26,3.47,0.2,3.99,8.47,Artifact,Weak,,,52,2.34,0.1,1.47,1.45,Solvent,Weak + C13_Sat,,,78,1.39,0,5.54,3.25,Compound,None,,,,,,,,,,,
