"Mass","C","H","O","N","S","P","El_comp","Class_old","Class","AImod","NOSC","HC","OC","formula_c","formula_h","formula_o","formula_n","formula_s","formula_p","formula"
571.349168971561,33,53,2,2,1,1,"CHONSP","Lipid","aliphatic+N",0.1429,-1.2424,1.61,0.06,"C33","H53","O2","N2","S1","P1","C33H53O2N2S1P1"
571.349530917263,31,56,5,0,2,0,"CHOS","Lipid","unsaturated aliphatic",-0.0189,-1.3548,1.81,0.16,"C31","H56","O5",NA,"S2",NA,"C31H56O5S2"
571.364075586997,34,52,7,0,0,0,"CHO","Lipid","unsaturated aliphatic",0.1803,-1.1176,1.53,0.21,"C34","H52","O7",NA,NA,NA,"C34H52O7"
571.385119180141,31,56,9,0,0,0,"CHO","Lipid","unsaturated aliphatic",-0.0189,-1.2258,1.81,0.29,"C31","H56","O9",NA,NA,NA,"C31H56O9"
572.040338147291,27,15,10,3,1,0,"CHONS","ConHC","condensed aromatic",0.7222,0.5926,0.56,0.37,"C27","H15","O10","N3","S1",NA,"C27H15O10N3S1"
572.068004006547,25,19,15,1,0,0,"CHON","ConHC","aromatic",0.5152,0.56,0.76,0.6,"C25","H19","O15","N1",NA,NA,"C25H19O15N1"
572.068417210255,25,19,15,1,0,0,"CHON","ConHC","aromatic",0.5152,0.56,0.76,0.6,"C25","H19","O15","N1",NA,NA,"C25H19O15N1"
572.077043489534,17,24,17,3,0,1,"CHONP","Tannin","unsaturated/lignin",-1,1.1176,1.41,1,"C17","H24","O17","N3",NA,"P1","C17H24O17N3P1"
572.097783434741,25,23,11,3,1,0,"CHONS","Lignin","unsaturated/lignin",0.4194,0.4,0.92,0.44,"C25","H23","O11","N3","S1",NA,"C25H23O11N3S1"
572.104564952207,26,23,14,1,0,0,"CHON","Lignin","unsaturated/lignin",0.4444,0.3077,0.88,0.54,"C26","H23","O14","N1",NA,NA,"C26H23O14N1"
572.104924365963,29,24,6,3,1,1,"CHONSP","Lignin","aromatic",0.5714,-0.0345,0.83,0.21,"C29","H24","O6","N3","S1","P1","C29H24O6N3S1P1"
572.110606509645,19,27,19,1,0,0,"CHON","Tannin","unsaturated/lignin",-0.4118,0.7368,1.42,1,"C19","H27","O19","N1",NA,NA,"C19H27O19N1"
572.110976284668,22,28,11,3,1,1,"CHONSP","Lignin","unsaturated/lignin",0.0435,0.2273,1.27,0.5,"C22","H28","O11","N3","S1","P1","C22H28O11N3S1P1"
572.11305973946,29,23,8,3,1,0,"CHONS","ConHC","aromatic",0.5714,0.1379,0.79,0.28,"C29","H23","O8","N3","S1",NA,"C29H23O8N3S1"
572.134083088323,38,25,1,1,0,2,"CHONP","ConHC","condensed aromatic",0.7101,-0.5263,0.66,0.03,"C38","H25","O1","N1",NA,"P2","C38H25O1N1P2"
572.1409160998,27,27,13,1,0,0,"CHON","Lignin","unsaturated/lignin",0.3846,0.0741,1,0.48,"C27","H27","O13","N1",NA,NA,"C27H27O13N1"
572.141237745246,27,27,13,1,0,0,"CHON","Lignin","unsaturated/lignin",0.3846,0.0741,1,0.48,"C27","H27","O13","N1",NA,NA,"C27H27O13N1"
572.149744500042,30,27,7,3,1,0,"CHONS","Lignin","aromatic",0.5111,-0.0667,0.9,0.23,"C30","H27","O7","N3","S1",NA,"C30H27O7N3S1"
572.308407774966,29,51,6,1,2,0,"CHONS","Lipid","aliphatic+N",-0.0435,-1.1034,1.76,0.21,"C29","H51","O6","N1","S2",NA,"C29H51O6N1S2"
572.316464857918,31,47,5,3,1,0,"CHONS","Lipid","aliphatic+N",0.1429,-0.8387,1.52,0.16,"C31","H47","O5","N3","S1",NA,"C31H47O5N3S1"
572.344071587638,29,51,10,1,0,0,"CHON","Protein","aliphatic+N",-0.0435,-0.9655,1.76,0.34,"C29","H51","O10","N1",NA,NA,"C29H51O10N1"
572.986735282521,27,11,13,0,0,1,"CHOP","ConHC","condensed aromatic",0.7949,0.5556,0.41,0.48,"C27","H11","O13",NA,NA,"P1","C27H11O13P1"
572.987027717839,30,12,5,2,1,2,"CHONSP","ConHC","condensed aromatic",0.8667,0.2,0.4,0.17,"C30","H12","O5","N2","S1","P2","C30H12O5N2S1P2"
573.015873248005,24,14,17,0,0,0,"CHO","ConHC","aromatic",0.6129,0.8333,0.58,0.71,"C24","H14","O17",NA,NA,NA,"C24H14O17"
573.016282147738,24,14,17,0,0,0,"CHO","ConHC","aromatic",0.6129,0.8333,0.58,0.71,"C24","H14","O17",NA,NA,NA,"C24H14O17"
573.028788281145,21,19,17,0,0,1,"CHOP","Tannin","unsaturated/lignin",0.3043,0.7143,0.9,0.81,"C21","H19","O17",NA,NA,"P1","C21H19O17P1"
573.02908015783,24,20,9,2,1,2,"CHONSP","Lignin","aromatic",0.5172,0.25,0.83,0.38,"C24","H20","O9","N2","S1","P2","C24H20O9N2S1P2"
573.029558070835,32,16,7,0,0,2,"CHOP","ConHC","condensed aromatic",0.7736,-0.0625,0.5,0.22,"C32","H16","O7",NA,NA,"P2","C32H16O7P2"
573.036956779594,21,18,19,0,0,0,"CHO","Tannin","unsaturated/lignin",0.3043,0.9524,0.86,0.9,"C21","H18","O19",NA,NA,NA,"C21H18O19"
573.045859409919,24,18,13,2,1,0,"CHONS","ConHC","aromatic",0.5172,0.6667,0.75,0.54,"C24","H18","O13","N2","S1",NA,"C24H18O13N2S1"
573.049350416598,31,15,8,2,0,1,"CHONP","ConHC","condensed aromatic",0.7917,0.2258,0.48,0.26,"C31","H15","O8","N2",NA,"P1","C31H15O8N2P1"
573.052266375451,25,18,16,0,0,0,"CHO","ConHC","aromatic",0.5294,0.56,0.72,0.64,"C25","H18","O16",NA,NA,NA,"C25H18O16"
573.065513140388,25,24,8,2,1,2,"CHONSP","Lignin","unsaturated/lignin",0.4375,0,0.96,0.32,"C25","H24","O8","N2","S1","P2","C25H24O8N2S1P2"
573.065806476012,23,27,11,0,2,1,"CHOSP","Lignin","unsaturated/lignin",0.1724,-0.0435,1.17,0.48,"C23","H27","O11",NA,"S2","P1","C23H27O11S2P1"
573.066146262177,33,20,6,0,0,2,"CHOP","ConHC","condensed aromatic",0.7143,-0.2424,0.61,0.18,"C33","H20","O6",NA,NA,"P2","C33H20O6P2"
573.067455144712,29,18,13,0,0,0,"CHO","ConHC","aromatic",0.6444,0.2759,0.62,0.45,"C29","H18","O13",NA,NA,NA,"C29H18O13"
573.068140460749,30,22,8,0,2,0,"CHOS","ConHC","aromatic",0.5833,-0.0667,0.73,0.27,"C30","H22","O8",NA,"S2",NA,"C30H22O8S2"
573.073325214772,22,22,18,0,0,0,"CHO","Tannin","unsaturated/lignin",0.2308,0.6364,1,0.82,"C22","H22","O18",NA,NA,NA,"C22H22O18"
573.082007180825,25,22,12,2,1,0,"CHONS","Lignin","unsaturated/lignin",0.4375,0.4,0.88,0.48,"C25","H22","O12","N2","S1",NA,"C25H22O12N2S1"
573.085412548776,22,26,12,2,2,0,"CHONS","Lignin","unsaturated/lignin",0.0833,0.3636,1.18,0.55,"C22","H26","O12","N2","S2",NA,"C22H26O12N2S2"
573.088618754933,26,22,15,0,0,0,"CHO","Lignin","unsaturated/lignin",0.4595,0.3077,0.85,0.58,"C26","H22","O15",NA,NA,NA,"C26H22O15"
573.094589588952,19,26,20,0,0,0,"CHO","Tannin","unsaturated/lignin",-0.3333,0.7368,1.37,1.05,"C19","H26","O20",NA,NA,NA,"C19H26O20"
573.101905643723,24,31,10,0,2,1,"CHOSP","Lignin","unsaturated/lignin",0.125,-0.2917,1.29,0.42,"C24","H31","O10",NA,"S2","P1","C24H31O10S2P1"
573.10444667801,31,26,7,0,2,0,"CHOS","Lignin","aromatic",0.5294,-0.2581,0.84,0.23,"C31","H26","O7",NA,"S2",NA,"C31H26O7S2"
573.10973006628,23,26,17,0,0,0,"CHO","Tannin","unsaturated/lignin",0.1724,0.3478,1.13,0.74,"C23","H26","O17",NA,NA,NA,"C23H26O17"
573.121852212734,33,23,6,2,0,1,"CHONP","ConHC","condensed aromatic",0.6667,-0.1515,0.7,0.18,"C33","H23","O6","N2",NA,"P1","C33H23O6N2P1"
573.124978837094,27,26,14,0,0,0,"CHO","Lignin","unsaturated/lignin",0.4,0.0741,0.96,0.52,"C27","H26","O14",NA,NA,NA,"C27H26O14"
573.138076213866,24,31,14,0,0,1,"CHOP","Lignin","unsaturated/lignin",0.125,-0.125,1.29,0.58,"C24","H31","O14",NA,NA,"P1","C24H31O14P1"
573.138497854342,25,35,9,0,2,1,"CHOSP","Lignin","unsaturated/lignin",0.0857,-0.52,1.4,0.36,"C25","H35","O9",NA,"S2","P1","C25H35O9S2P1"
573.146065127726,24,30,16,0,0,0,"CHO","Tannin","unsaturated/lignin",0.125,0.0833,1.25,0.67,"C24","H30","O16",NA,NA,NA,"C24H30O16"
573.146389323313,24,30,16,0,0,0,"CHO","Tannin","unsaturated/lignin",0.125,0.0833,1.25,0.67,"C24","H30","O16",NA,NA,NA,"C24H30O16"
573.158257098575,34,27,5,2,0,1,"CHONP","ConHC","aromatic",0.614,-0.3235,0.79,0.15,"C34","H27","O5","N2",NA,"P1","C34H27O5N2P1"
573.161337613517,28,30,13,0,0,0,"CHO","Lignin","unsaturated/lignin",0.3488,-0.1429,1.07,0.46,"C28","H30","O13",NA,NA,NA,"C28H30O13"
573.174483069686,25,35,13,0,0,1,"CHOP","Lignin","unsaturated/lignin",0.0857,-0.36,1.4,0.52,"C25","H35","O13",NA,NA,"P1","C25H35O13P1"
573.174823921063,26,39,8,0,2,1,"CHOSP","Protein","unsaturated aliphatic",0.0526,-0.7308,1.5,0.31,"C26","H39","O8",NA,"S2","P1","C26H39O8S2P1"
573.175115214455,36,32,3,0,0,2,"CHOP","UnsatHC","aromatic",0.5692,-0.7222,0.89,0.08,"C36","H32","O3",NA,NA,"P2","C36H32O3P2"
573.182440825674,25,34,15,0,0,0,"CHO","Lignin","unsaturated/lignin",0.0857,-0.16,1.36,0.6,"C25","H34","O15",NA,NA,NA,"C25H34O15"
573.194530882959,35,31,4,2,0,1,"CHONP","UnsatHC","aromatic",0.5667,-0.4857,0.89,0.11,"C35","H31","O4","N2",NA,"P1","C35H31O4N2P1"
573.194860219027,33,34,7,0,1,0,"CHOS","Lignin","unsaturated/lignin",0.4386,-0.5455,1.03,0.21,"C33","H34","O7",NA,"S1",NA,"C33H34O7S1"
573.197720200295,29,34,12,0,0,0,"CHO","Lignin","unsaturated/lignin",0.3043,-0.3448,1.17,0.41,"C29","H34","O12",NA,NA,NA,"C29H34O12"
573.210814894792,26,39,12,0,0,1,"CHOP","Protein","unsaturated aliphatic",0.0526,-0.5769,1.5,0.46,"C26","H39","O12",NA,NA,"P1","C26H39O12P1"
573.211176510755,27,43,7,0,2,1,"CHOSP","Lipid","unsaturated aliphatic",0.0244,-0.9259,1.59,0.26,"C27","H43","O7",NA,"S2","P1","C27H43O7S2P1"
573.218833791563,26,38,14,0,0,0,"CHO","Lignin","unsaturated/lignin",0.0526,-0.3846,1.46,0.54,"C26","H38","O14",NA,NA,NA,"C26H38O14"
573.219300648251,29,39,6,2,1,1,"CHONSP","Lignin","unsaturated/lignin",0.2273,-0.6552,1.34,0.21,"C29","H39","O6","N2","S1","P1","C29H39O6N2S1P1"
573.228290443986,37,34,6,0,0,0,"CHO","Lignin","aromatic",0.5294,-0.5946,0.92,0.16,"C37","H34","O6",NA,NA,NA,"C37H34O6"
573.231118250675,36,35,3,2,0,1,"CHONP","UnsatHC","aromatic",0.5238,-0.6389,0.97,0.08,"C36","H35","O3","N2",NA,"P1","C36H35O3N2P1"
573.234073787069,30,38,11,0,0,0,"CHO","Lignin","unsaturated/lignin",0.2653,-0.5333,1.27,0.37,"C30","H38","O11",NA,NA,NA,"C30H38O11"
573.247194989066,27,43,11,0,0,1,"CHOP","Protein","unsaturated aliphatic",0.0244,-0.7778,1.59,0.41,"C27","H43","O11",NA,NA,"P1","C27H43O11P1"
573.247497659829,27,43,11,0,0,1,"CHOP","Protein","unsaturated aliphatic",0.0244,-0.7778,1.59,0.41,"C27","H43","O11",NA,NA,"P1","C27H43O11P1"
573.255229114331,27,42,13,0,0,0,"CHO","Protein","unsaturated aliphatic",0.0244,-0.5926,1.56,0.48,"C27","H42","O13",NA,NA,NA,"C27H42O13"
573.255591492991,27,42,13,0,0,0,"CHO","Protein","unsaturated aliphatic",0.0244,-0.5926,1.56,0.48,"C27","H42","O13",NA,NA,NA,"C27H42O13"
573.255972544626,28,46,8,0,2,0,"CHOS","Lipid","unsaturated aliphatic",0,-0.9286,1.64,0.29,"C28","H46","O8",NA,"S2",NA,"C28H46O8S2"
573.270443730297,31,42,10,0,0,0,"CHO","Lignin","unsaturated/lignin",0.2308,-0.7097,1.35,0.32,"C31","H42","O10",NA,NA,NA,"C31H42O10"
573.283478919692,28,47,10,0,0,1,"CHOP","Protein","unsaturated aliphatic",0,-0.9643,1.68,0.36,"C28","H47","O10",NA,NA,"P1","C28H47O10P1"
573.283815342603,28,47,10,0,0,1,"CHOP","Protein","unsaturated aliphatic",0,-0.9643,1.68,0.36,"C28","H47","O10",NA,NA,"P1","C28H47O10P1"
573.291559923389,28,46,12,0,0,0,"CHO","Protein","unsaturated aliphatic",0,-0.7857,1.64,0.43,"C28","H46","O12",NA,NA,NA,"C28H46O12"
573.291929243729,28,46,12,0,0,0,"CHO","Protein","unsaturated aliphatic",0,-0.7857,1.64,0.43,"C28","H46","O12",NA,NA,NA,"C28H46O12"
573.292405920825,29,50,7,0,2,0,"CHOS","Lipid","unsaturated aliphatic",-0.0213,-1.1034,1.72,0.24,"C29","H50","O7",NA,"S2",NA,"C29H50O7S2"
573.306764430326,32,46,9,0,0,0,"CHO","Lignin","unsaturated/lignin",0.2,-0.875,1.44,0.28,"C32","H46","O9",NA,NA,NA,"C32H46O9"
573.307168289485,32,46,9,0,0,0,"CHO","Lignin","unsaturated/lignin",0.2,-0.875,1.44,0.28,"C32","H46","O9",NA,NA,NA,"C32H46O9"
573.315662378429,24,51,11,2,0,1,"CHONP","Protein","saturated",-0.4839,-0.9583,2.12,0.46,"C24","H51","O11","N2",NA,"P1","C24H51O11N2P1"
573.327932678764,29,50,11,0,0,0,"CHO","Protein","unsaturated aliphatic",-0.0213,-0.9655,1.72,0.38,"C29","H50","O11",NA,NA,NA,"C29H50O11"
573.328321753569,29,50,11,0,0,0,"CHO","Protein","unsaturated aliphatic",-0.0213,-0.9655,1.72,0.38,"C29","H50","O11",NA,NA,NA,"C29H50O11"
573.32866729529,30,54,6,0,2,0,"CHOS","Lipid","unsaturated aliphatic",-0.04,-1.2667,1.8,0.2,"C30","H54","O6",NA,"S2",NA,"C30H54O6S2"
573.331418664167,26,54,11,0,1,0,"CHOS","Protein","saturated",-0.3333,-1.1538,2.08,0.42,"C26","H54","O11",NA,"S1",NA,"C26H54O11S1"
573.34321063167,33,50,8,0,0,0,"CHO","Lipid","unsaturated aliphatic",0.1724,-1.0303,1.52,0.24,"C33","H50","O8",NA,NA,NA,"C33H50O8"
573.364321556908,30,54,10,0,0,0,"CHO","Protein","unsaturated aliphatic",-0.04,-1.1333,1.8,0.33,"C30","H54","O10",NA,NA,NA,"C30H54O10"
573.365073671293,31,58,5,0,2,0,"CHOS","Lipid","unsaturated aliphatic",-0.0566,-1.4194,1.87,0.16,"C31","H58","O5",NA,"S2",NA,"C31H58O5S2"
574.047183714532,24,17,16,1,0,0,"CHON","ConHC","aromatic",0.5333,0.75,0.71,0.67,"C24","H17","O16","N1",NA,NA,"C24H17O16N1"
574.056240240159,27,17,10,3,1,0,"CHONS","ConHC","condensed aromatic",0.6667,0.5185,0.63,0.37,"C27","H17","O10","N3","S1",NA,"C27H17O10N3S1"
574.083758111957,25,21,15,1,0,0,"CHON","Lignin","unsaturated/lignin",0.4545,0.48,0.84,0.6,"C25","H21","O15","N1",NA,NA,"C25H21O15N1"
574.08405146247,25,21,15,1,0,0,"CHON","Lignin","unsaturated/lignin",0.4545,0.48,0.84,0.6,"C25","H21","O15","N1",NA,NA,"C25H21O15N1"
574.092344793759,28,21,9,3,1,0,"CHONS","ConHC","aromatic",0.5897,0.2857,0.75,0.32,"C28","H21","O9","N3","S1",NA,"C28H21O9N3S1"
574.092669293952,17,26,17,3,0,1,"CHONP","Carb","saturated",-1.2222,1,1.53,1,"C17","H26","O17","N3",NA,"P1","C17H26O17N3P1"
574.120191002587,26,25,14,1,0,0,"CHON","Lignin","unsaturated/lignin",0.3889,0.2308,0.96,0.54,"C26","H25","O14","N1",NA,NA,"C26H25O14N1"
574.120655648709,29,26,6,3,1,1,"CHONSP","Lignin","aromatic",0.5238,-0.1034,0.9,0.21,"C29","H26","O6","N3","S1","P1","C29H26O6N3S1P1"
574.128676201795,29,25,8,3,1,0,"CHONS","Lignin","aromatic",0.5238,0.069,0.86,0.28,"C29","H25","O8","N3","S1",NA,"C29H25O8N3S1"
574.129003743848,29,25,8,3,1,0,"CHONS","Lignin","aromatic",0.5238,0.069,0.86,0.28,"C29","H25","O8","N3","S1",NA,"C29H25O8N3S1"
574.156581248475,27,29,13,1,0,0,"CHON","Lignin","unsaturated/lignin",0.3333,0,1.07,0.48,"C27","H29","O13","N1",NA,NA,"C27H29O13N1"
574.238134368916,32,37,5,3,1,0,"CHONS","Lignin","unsaturated/lignin",0.3725,-0.5,1.16,0.16,"C32","H37","O5","N3","S1",NA,"C32H37O5N3S1"
574.251213836084,29,42,5,3,1,1,"CHONSP","Lignin","unsaturated/lignin",0.1628,-0.7241,1.45,0.17,"C29","H42","O5","N3","S1","P1","C29H42O5N3S1P1"
574.287712214091,28,49,7,1,2,0,"CHONS","Lipid","aliphatic+N",-0.0698,-1,1.75,0.25,"C28","H49","O7","N1","S2",NA,"C28H49O7N1S2"
574.323243799758,28,49,11,1,0,0,"CHON","Protein","aliphatic+N",-0.0698,-0.8571,1.75,0.39,"C28","H49","O11","N1",NA,NA,"C28H49O11N1"
574.323639880665,28,49,11,1,0,0,"CHON","Protein","aliphatic+N",-0.0698,-0.8571,1.75,0.39,"C28","H49","O11","N1",NA,NA,"C28H49O11N1"
574.324025590222,29,53,6,1,2,0,"CHONS","Lipid","aliphatic+N",-0.087,-1.1724,1.83,0.21,"C29","H53","O6","N1","S2",NA,"C29H53O6N1S2"
574.567963082999,37,73,1,3,0,0,"CHON","Lipid","aliphatic+N",-0.0149,-1.6757,1.97,0.03,"C37","H73","O1","N3",NA,NA,"C37H73O1N3"
575.002870310777,28,17,8,0,2,1,"CHOSP","ConHC","condensed aromatic",0.6667,0.1071,0.61,0.29,"C28","H17","O8",NA,"S2","P1","C28H17O8S2P1"
575.008050728418,20,17,18,0,0,1,"CHOP","Tannin","unsaturated/lignin",0.3,0.95,0.85,0.9,"C20","H17","O18",NA,NA,"P1","C20H17O18P1"
575.011641720294,20,22,10,2,2,2,"CHONSP","Lignin","unsaturated/lignin",0.1111,0.4,1.1,0.5,"C20","H22","O10","N2","S2","P2","C20H22O10N2S2P2"
575.014483831191,16,22,15,2,1,2,"CHONSP","Tannin","unsaturated/lignin",-1.2857,1,1.38,0.94,"C16","H22","O15","N2","S1","P2","C16H22O15N2S1P2"
575.028220423859,30,13,9,2,0,1,"CHONP","ConHC","condensed aromatic",0.8222,0.3667,0.43,0.3,"C30","H13","O9","N2",NA,"P1","C30H13O9N2P1"
575.028515349472,28,16,12,0,1,0,"CHOS","ConHC","condensed aromatic",0.6667,0.3571,0.57,0.43,"C28","H16","O12",NA,"S1",NA,"C28H16O12S1"
575.031534306488,24,16,17,0,0,0,"CHO","ConHC","aromatic",0.5484,0.75,0.67,0.71,"C24","H16","O17",NA,NA,NA,"C24H16O17"
575.04439738789,21,21,17,0,0,1,"CHOP","Tannin","unsaturated/lignin",0.2174,0.619,1,0.81,"C21","H21","O17",NA,NA,"P1","C21H21O17P1"
575.044801422473,24,22,9,2,1,2,"CHONSP","Lignin","unsaturated/lignin",0.4483,0.1667,0.92,0.38,"C24","H22","O9","N2","S1","P2","C24H22O9N2S1P2"
575.047291555247,29,20,9,0,2,0,"CHOS","ConHC","aromatic",0.6,0.069,0.69,0.31,"C29","H20","O9",NA,"S2",NA,"C29H20O9S2"
575.052620458137,21,20,19,0,0,0,"CHO","Tannin","unsaturated/lignin",0.2174,0.8571,0.95,0.9,"C21","H20","O19",NA,NA,NA,"C21H20O19"
575.064653597669,21,24,13,2,2,0,"CHONS","Lignin","unsaturated/lignin",0.0476,0.5714,1.14,0.62,"C21","H24","O13","N2","S2",NA,"C21H24O13N2S2"
575.064989685536,31,17,8,2,0,1,"CHONP","ConHC","condensed aromatic",0.75,0.1613,0.55,0.26,"C31","H17","O8","N2",NA,"P1","C31H17O8N2P1"
575.067889037125,25,20,16,0,0,0,"CHO","Lignin","unsaturated/lignin",0.4706,0.48,0.8,0.64,"C25","H20","O16",NA,NA,NA,"C25H20O16"
575.083318092837,29,20,13,0,0,0,"CHO","ConHC","aromatic",0.6,0.2069,0.69,0.45,"C29","H20","O13",NA,NA,NA,"C29H20O13"
575.083785881312,30,24,8,0,2,0,"CHOS","Lignin","aromatic",0.5417,-0.1333,0.8,0.27,"C30","H24","O8",NA,"S2",NA,"C30H24O8S2"
575.084291474482,19,29,16,0,1,1,"CHOSP","Carb","unsaturated aliphatic",-0.4444,0.2632,1.53,0.84,"C19","H29","O16",NA,"S1","P1","C19H29O16S1P1"
575.084728838588,22,30,8,2,2,2,"CHONSP","Lignin","unsaturated/lignin",0,-0.1818,1.36,0.36,"C22","H30","O8","N2","S2","P2","C22H30O8N2S2P2"
575.085748989003,28,21,10,2,0,1,"CHONP","ConHC","aromatic",0.6,0.1786,0.75,0.36,"C28","H21","O10","N2",NA,"P1","C28H21O10N2P1"
575.088998822713,22,24,18,0,0,0,"CHO","Tannin","unsaturated/lignin",0.1538,0.5455,1.09,0.82,"C22","H24","O18",NA,NA,NA,"C22H24O18"
575.097226440803,37,22,3,0,0,2,"CHOP","ConHC","condensed aromatic",0.7313,-0.4324,0.59,0.08,"C37","H22","O3",NA,NA,"P2","C37H22O3P2"
575.101101183955,32,21,7,2,0,1,"CHONP","ConHC","condensed aromatic",0.6863,-0.0312,0.66,0.22,"C32","H21","O7","N2",NA,"P1","C32H21O7N2P1"
575.104260902889,26,24,15,0,0,0,"CHO","Lignin","unsaturated/lignin",0.4054,0.2308,0.92,0.58,"C26","H24","O15",NA,NA,NA,"C26H24O15"
575.11754633899,24,33,10,0,2,1,"CHOSP","Lignin","unsaturated/lignin",0.0625,-0.375,1.38,0.42,"C24","H33","O10",NA,"S2","P1","C24H33O10S2P1"
575.119346793264,30,24,12,0,0,0,"CHO","Lignin","aromatic",0.5417,0,0.8,0.4,"C30","H24","O12",NA,NA,NA,"C30H24O12"
575.119846460265,30,24,12,0,0,0,"CHO","Lignin","aromatic",0.5417,0,0.8,0.4,"C30","H24","O12",NA,NA,NA,"C30H24O12"
575.120426298357,31,28,7,0,2,0,"CHOS","Lignin","unsaturated/lignin",0.4902,-0.3226,0.9,0.23,"C31","H28","O7",NA,"S2",NA,"C31H28O7S2"
575.125351297055,23,28,17,0,0,0,"CHO","Tannin","unsaturated/lignin",0.1034,0.2609,1.22,0.74,"C23","H28","O17",NA,NA,NA,"C23H28O17"
575.12565086046,23,28,17,0,0,0,"CHO","Tannin","unsaturated/lignin",0.1034,0.2609,1.22,0.74,"C23","H28","O17",NA,NA,NA,"C23H28O17"
575.137400757398,23,32,11,2,2,0,"CHONS","Lignin","unsaturated/lignin",-0.037,0,1.39,0.48,"C23","H32","O11","N2","S2",NA,"C23H32O11N2S2"
575.140634484859,27,28,14,0,0,0,"CHO","Lignin","unsaturated/lignin",0.35,0,1.04,0.52,"C27","H28","O14",NA,NA,NA,"C27H28O14"
575.153796932811,24,33,14,0,0,1,"CHOP","Lignin","unsaturated/lignin",0.0625,-0.2083,1.38,0.58,"C24","H33","O14",NA,NA,"P1","C24H33O14P1"
575.161704469947,24,32,16,0,0,0,"CHO","Tannin","unsaturated/lignin",0.0625,0,1.33,0.67,"C24","H32","O16",NA,NA,NA,"C24H32O16"
575.162071899677,27,33,8,2,1,1,"CHONSP","Lignin","unsaturated/lignin",0.2632,-0.3333,1.22,0.3,"C27","H33","O8","N2","S1","P1","C27H33O8N2S1P1"
575.173519749878,36,34,1,0,1,2,"CHOSP","UnsatHC","aromatic",0.5385,-0.8333,0.94,0.03,"C36","H34","O1",NA,"S1","P2","C36H34O1S1P2"
575.17393060073,34,29,5,2,0,1,"CHONP","Lignin","aromatic",0.5789,-0.3824,0.85,0.15,"C34","H29","O5","N2",NA,"P1","C34H29O5N2P1"
575.176989799761,28,32,13,0,0,0,"CHO","Lignin","unsaturated/lignin",0.3023,-0.2143,1.14,0.46,"C28","H32","O13",NA,NA,NA,"C28H32O13"
575.19023566333,25,37,13,0,0,1,"CHOP","Lignin","unsaturated/lignin",0.0286,-0.44,1.48,0.52,"C25","H37","O13",NA,NA,"P1","C25H37O13P1"
575.190593555696,26,41,8,0,2,1,"CHOSP","Protein","unsaturated aliphatic",0,-0.8077,1.58,0.31,"C26","H41","O8",NA,"S2","P1","C26H41O8S2P1"
575.198022892863,25,36,15,0,0,0,"CHO","Lignin","unsaturated/lignin",0.0286,-0.24,1.44,0.6,"C25","H36","O15",NA,NA,NA,"C25H36O15"
575.213350573013,29,36,12,0,0,0,"CHO","Lignin","unsaturated/lignin",0.2609,-0.4138,1.24,0.41,"C29","H36","O12",NA,NA,NA,"C29H36O12"
575.225906208718,39,33,1,2,0,1,"CHONP","UnsatHC","aromatic",0.6056,-0.641,0.85,0.03,"C39","H33","O1","N2",NA,"P1","C39H33O1N2P1"
575.226462159934,26,41,12,0,0,1,"CHOP","Protein","unsaturated aliphatic",0,-0.6538,1.58,0.46,"C26","H41","O12",NA,NA,"P1","C26H41O12P1"
575.234741810692,26,40,14,0,0,0,"CHO","Protein","unsaturated aliphatic",0,-0.4615,1.54,0.54,"C26","H40","O14",NA,NA,NA,"C26H40O14"
575.235554045291,37,37,4,0,0,1,"CHOP","UnsatHC","unsaturated/lignin",0.5,-0.7838,1,0.11,"C37","H37","O4",NA,NA,"P1","C37H37O4P1"
575.246730802309,36,37,3,2,0,1,"CHONP","UnsatHC","unsaturated/lignin",0.4921,-0.6944,1.03,0.08,"C36","H37","O3","N2",NA,"P1","C36H37O3N2P1"
575.249736106229,30,40,11,0,0,0,"CHO","Lignin","unsaturated/lignin",0.2245,-0.6,1.33,0.37,"C30","H40","O11",NA,NA,NA,"C30H40O11"
575.262783823329,27,45,11,0,0,1,"CHOP","Protein","unsaturated aliphatic",-0.0244,-0.8519,1.67,0.41,"C27","H45","O11",NA,NA,"P1","C27H45O11P1"
575.26310442831,27,45,11,0,0,1,"CHOP","Protein","unsaturated aliphatic",-0.0244,-0.8519,1.67,0.41,"C27","H45","O11",NA,NA,"P1","C27H45O11P1"
575.263691337566,28,49,6,0,2,1,"CHOSP","Lipid","unsaturated aliphatic",-0.0455,-1.1786,1.75,0.21,"C28","H49","O6",NA,"S2","P1","C28H49O6S2P1"
575.270768881066,27,44,13,0,0,0,"CHO","Protein","unsaturated aliphatic",-0.0244,-0.6667,1.63,0.48,"C27","H44","O13",NA,NA,NA,"C27H44O13"
575.271719420962,28,48,8,0,2,0,"CHOS","Lipid","unsaturated aliphatic",-0.0455,-1,1.71,0.29,"C28","H48","O8",NA,"S2",NA,"C28H48O8S2"
575.286089481818,31,44,10,0,0,0,"CHO","Lignin","unsaturated/lignin",0.1923,-0.7742,1.42,0.32,"C31","H44","O10",NA,NA,NA,"C31H44O10"
575.28645175727,31,44,10,0,0,0,"CHO","Lignin","unsaturated/lignin",0.1923,-0.7742,1.42,0.32,"C31","H44","O10",NA,NA,NA,"C31H44O10"
