"Mass","C","H","O","N","S","P","El_comp","Class_old","Class","AImod","NOSC","HC","OC","formula_c","formula_h","formula_o","formula_n","formula_s","formula_p","formula"
390.140583973581,16,25,10,1,0,0,"CHON","AminoSugar","aliphatic+N",-0.1,-0.125,1.56,0.62,"C16","H25","O10","N1",NA,NA,"C16H25O10N1"
390.15577634563,20,25,7,1,0,0,"CHON","Lignin","unsaturated/lignin",0.2903,-0.4,1.25,0.35,"C20","H25","O7","N1",NA,NA,"C20H25O7N1"
390.159142160367,17,29,7,1,1,0,"CHONS","Protein","aliphatic+N",-0.1304,-0.5882,1.71,0.41,"C17","H29","O7","N1","S1",NA,"C17H29O7N1S1"
390.176948148433,17,29,9,1,0,0,"CHON","Protein","aliphatic+N",-0.1304,-0.4706,1.71,0.53,"C17","H29","O9","N1",NA,NA,"C17H29O9N1"
390.19558482946,18,33,6,1,1,0,"CHONS","Protein","aliphatic+N",-0.1538,-0.8889,1.83,0.33,"C18","H33","O6","N1","S1",NA,"C18H33O6N1S1"
390.206758415583,17,33,5,3,1,0,"CHONS","Lipid","aliphatic+N",-0.3333,-0.7059,1.94,0.29,"C17","H33","O5","N3","S1",NA,"C17H33O5N3S1"
390.213397459473,18,33,8,1,0,0,"CHON","Protein","aliphatic+N",-0.1538,-0.7778,1.83,0.44,"C18","H33","O8","N1",NA,NA,"C18H33O8N1"
390.239853925262,21,33,4,3,0,0,"CHON","Lipid","aliphatic+N",0.125,-0.7619,1.57,0.19,"C21","H33","O4","N3",NA,NA,"C21H33O4N3"
390.268190377212,20,41,4,1,1,0,"CHONS","Lipid","saturated",-0.1875,-1.4,2.05,0.2,"C20","H41","O4","N1","S1",NA,"C20H41O4N1S1"
390.922590940494,15,4,9,0,2,0,"CHOS","ConHC","condensed aromatic",0.8824,1.2,0.27,0.6,"C15","H4","O9",NA,"S2",NA,"C15H4O9S2"
390.954313134026,23,6,1,0,1,2,"CHOSP","ConHC","condensed aromatic",0.9487,-0.087,0.26,0.04,"C23","H6","O1",NA,"S1","P2","C23H6O1S1P2"
390.994413092859,16,8,12,0,0,0,"CHO","ConHC","condensed aromatic",0.7,1,0.5,0.75,"C16","H8","O12",NA,NA,NA,"C16H8O12"
390.994615105362,19,9,4,2,1,1,"CHONSP","ConHC","condensed aromatic",0.8462,0.3684,0.47,0.21,"C19","H9","O4","N2","S1","P1","C19H9O4N2S1P1"
391.007270711515,13,13,12,0,0,1,"CHOP","Tannin","unsaturated/lignin",0.1667,0.8462,1,0.92,"C13","H13","O12",NA,NA,"P1","C13H13O12P1"
391.007504730192,16,14,4,2,1,2,"CHONSP","Lignin","aromatic",0.5556,0.125,0.88,0.25,"C16","H14","O4","N2","S1","P2","C16H14O4N2S1P2"
391.009411343549,20,8,9,0,0,0,"CHO","ConHC","condensed aromatic",0.8065,0.5,0.4,0.45,"C20","H8","O9",NA,NA,NA,"C20H8O9"
391.009680212151,20,8,9,0,0,0,"CHO","ConHC","condensed aromatic",0.8065,0.5,0.4,0.45,"C20","H8","O9",NA,NA,NA,"C20H8O9"
391.022820261941,20,14,1,2,1,2,"CHONSP","ConHC","condensed aromatic",0.7241,-0.2,0.7,0.05,"C20","H14","O1","N2","S1","P2","C20H14O1N2S1P2"
391.030678967217,17,12,11,0,0,0,"CHO","ConHC","aromatic",0.5652,0.5882,0.71,0.65,"C17","H12","O11",NA,NA,NA,"C17H12O11"
391.044040823242,17,18,3,2,1,2,"CHONSP","Lignin","unsaturated/lignin",0.4286,-0.2353,1.06,0.18,"C17","H18","O3","N2","S1","P2","C17H18O3N2S1P2"
391.045321035078,13,16,10,2,1,0,"CHONS","Tannin","unsaturated/lignin",-0.2,0.9231,1.23,0.77,"C13","H16","O10","N2","S1",NA,"C13H16O10N2S1"
391.045947576242,21,12,8,0,0,0,"CHO","ConHC","condensed aromatic",0.7059,0.1905,0.57,0.38,"C21","H12","O8",NA,NA,NA,"C21H12O8"
391.04876689894,20,13,5,2,0,1,"CHONP","ConHC","condensed aromatic",0.7241,0.15,0.65,0.25,"C20","H13","O5","N2",NA,"P1","C20H13O5N2P1"
391.051776306829,14,16,13,0,0,0,"CHO","Tannin","unsaturated/lignin",0.0667,0.7143,1.14,0.93,"C14","H16","O13",NA,NA,NA,"C14H16O13"
391.054109622654,15,22,6,0,1,2,"CHOSP","Lignin","unsaturated/lignin",0,-0.5333,1.47,0.4,"C15","H22","O6",NA,"S1","P2","C15H22O6S1P2"
391.062343104564,15,21,8,0,1,1,"CHOSP","Lignin","unsaturated/lignin",0,-0.2,1.4,0.53,"C15","H21","O8",NA,"S1","P1","C15H21O8S1P1"
391.063087946924,13,16,12,2,0,0,"CHON","Tannin","unsaturated/lignin",-0.2,1.0769,1.23,0.92,"C13","H16","O12","N2",NA,NA,"C13H16O12N2"
391.064001368864,24,13,2,2,0,1,"CHONP","ConHC","condensed aromatic",0.8,-0.125,0.54,0.08,"C24","H13","O2","N2",NA,"P1","C24H13O2N2P1"
391.065740526987,22,18,3,0,0,2,"CHOP","Lignin","aromatic",0.6216,-0.5455,0.82,0.14,"C22","H18","O3",NA,NA,"P2","C22H18O3P2"
391.067056350077,18,16,10,0,0,0,"CHO","Lignin","unsaturated/lignin",0.4615,0.2222,0.89,0.56,"C18","H16","O10",NA,NA,NA,"C18H16O10"
391.070914586203,18,21,2,2,2,1,"CHONSP","UnsatHC","unsaturated/lignin",0.3333,-0.3889,1.17,0.11,"C18","H21","O2","N2","S2","P1","C18H21O2N2S2P1"
391.073554167245,14,21,7,2,1,1,"CHONSP","Protein","aliphatic+N",-0.2308,0.0714,1.5,0.5,"C14","H21","O7","N2","S1","P1","C14H21O7N2S1P1"
391.078288278438,17,16,9,2,0,0,"CHON","Lignin","unsaturated/lignin",0.4286,0.4706,0.94,0.53,"C17","H16","O9","N2",NA,NA,"C17H16O9N2"
391.080561107599,18,22,2,2,1,2,"CHONSP","UnsatHC","unsaturated/lignin",0.3333,-0.5556,1.22,0.11,"C18","H22","O2","N2","S1","P2","C18H22O2N2S1P2"
391.082428234187,22,16,7,0,0,0,"CHO","ConHC","aromatic",0.6216,-0.0909,0.73,0.32,"C22","H16","O7",NA,NA,NA,"C22H16O7"
391.088273517319,15,20,12,0,0,0,"CHO","Tannin","unsaturated/lignin",0,0.2667,1.33,0.8,"C15","H20","O12",NA,NA,NA,"C15H20O12"
391.088602329414,18,21,4,2,1,1,"CHONSP","Lignin","unsaturated/lignin",0.3333,-0.2778,1.17,0.22,"C18","H21","O4","N2","S1","P1","C18H21O4N2S1P1"
391.09112963843,14,21,9,2,0,1,"CHONP","AminoSugar","aliphatic+N",-0.2308,0.2143,1.5,0.64,"C14","H21","O9","N2",NA,"P1","C14H21O9N2P1"
391.091332140517,14,21,9,2,0,1,"CHONP","AminoSugar","aliphatic+N",-0.2308,0.2143,1.5,0.64,"C14","H21","O9","N2",NA,"P1","C14H21O9N2P1"
391.098117342727,18,22,4,2,0,2,"CHONP","Lignin","unsaturated/lignin",0.3333,-0.4444,1.22,0.22,"C18","H22","O4","N2",NA,"P2","C18H22O4N2P2"
391.098565597657,16,25,7,0,1,1,"CHOSP","Protein","unsaturated aliphatic",-0.0476,-0.5625,1.56,0.44,"C16","H25","O7",NA,"S1","P1","C16H25O7S1P1"
391.099594363258,14,20,11,2,0,0,"CHON","Tannin","unsaturated/lignin",-0.2308,0.5714,1.43,0.79,"C14","H20","O11","N2",NA,NA,"C14H20O11N2"
391.10040544596,25,17,1,2,0,1,"CHONP","ConHC","condensed aromatic",0.7209,-0.36,0.68,0.04,"C25","H17","O1","N2",NA,"P1","C25H17O1N2P1"
391.10066283943,25,17,1,2,0,1,"CHONP","ConHC","condensed aromatic",0.7209,-0.36,0.68,0.04,"C25","H17","O1","N2",NA,"P1","C25H17O1N2P1"
391.103505084446,19,20,9,0,0,0,"CHO","Lignin","unsaturated/lignin",0.3793,-0.1053,1.05,0.47,"C19","H20","O9",NA,NA,NA,"C19H20O9"
391.103748105421,22,21,1,2,1,1,"CHONSP","UnsatHC","aromatic",0.5429,-0.5,0.95,0.05,"C22","H21","O1","N2","S1","P1","C22H21O1N2S1P1"
391.107227270679,16,24,9,0,1,0,"CHOS","AminoSugar","unsaturated aliphatic",-0.0476,-0.25,1.5,0.56,"C16","H24","O9",NA,"S1",NA,"C16H24O9S1"
391.11465742339,18,20,8,2,0,0,"CHON","Lignin","unsaturated/lignin",0.3333,0.1111,1.11,0.44,"C18","H20","O8","N2",NA,NA,"C18H20O8N2"
391.116793729326,16,25,9,0,0,1,"CHOP","AminoSugar","unsaturated aliphatic",-0.0476,-0.4375,1.56,0.56,"C16","H25","O9",NA,NA,"P1","C16H25O9P1"
391.118807765185,23,20,6,0,0,0,"CHO","Lignin","aromatic",0.55,-0.3478,0.87,0.26,"C23","H20","O6",NA,NA,NA,"C23H20O6"
391.124646037216,16,24,11,0,0,0,"CHO","AminoSugar","unsaturated aliphatic",-0.0476,-0.125,1.5,0.69,"C16","H24","O11",NA,NA,NA,"C16H24O11"
391.124882124287,19,25,3,2,1,1,"CHONSP","Lignin","unsaturated/lignin",0.2593,-0.5789,1.32,0.16,"C19","H25","O3","N2","S1","P1","C19H25O3N2S1P1"
391.13457801789,19,26,3,2,0,2,"CHONP","Lignin","unsaturated/lignin",0.2593,-0.7368,1.37,0.16,"C19","H26","O3","N2",NA,"P2","C19H26O3N2P2"
391.135827313379,15,24,10,2,0,0,"CHON","AminoSugar","aliphatic+N",-0.25,0.1333,1.6,0.67,"C15","H24","O10","N2",NA,NA,"C15H24O10N2"
391.138525502626,24,26,1,0,0,2,"CHOP","UnsatHC","unsaturated/lignin",0.4884,-1,1.08,0.04,"C24","H26","O1",NA,NA,"P2","C24H26O1P2"
391.139852648482,20,24,8,0,0,0,"CHO","Lignin","unsaturated/lignin",0.3125,-0.4,1.2,0.4,"C20","H24","O8",NA,NA,NA,"C20H24O8"
391.152882322102,17,29,8,0,0,1,"CHOP","Protein","unsaturated aliphatic",-0.0833,-0.7647,1.71,0.47,"C17","H29","O8",NA,NA,"P1","C17H29O8P1"
391.155127275641,24,24,5,0,0,0,"CHO","Lignin","unsaturated/lignin",0.4884,-0.5833,1,0.21,"C24","H24","O5",NA,NA,NA,"C24H24O5"
391.160940844862,17,28,10,0,0,0,"CHO","AminoSugar","unsaturated aliphatic",-0.0833,-0.4706,1.65,0.59,"C17","H28","O10",NA,NA,NA,"C17H28O10"
391.161159477535,17,28,10,0,0,0,"CHO","AminoSugar","unsaturated aliphatic",-0.0833,-0.4706,1.65,0.59,"C17","H28","O10",NA,NA,NA,"C17H28O10"
391.176189985553,21,28,7,0,0,0,"CHO","Lignin","unsaturated/lignin",0.2571,-0.6667,1.33,0.33,"C21","H28","O7",NA,NA,NA,"C21H28O7"
391.189254875692,18,33,7,0,0,1,"CHOP","Protein","unsaturated aliphatic",-0.1111,-1.0556,1.83,0.39,"C18","H33","O7",NA,NA,"P1","C18H33O7P1"
391.19736204258,18,32,9,0,0,0,"CHO","Protein","unsaturated aliphatic",-0.1111,-0.7778,1.78,0.5,"C18","H32","O9",NA,NA,NA,"C18H32O9"
391.212638895813,22,32,6,0,0,0,"CHO","Lignin","unsaturated/lignin",0.2105,-0.9091,1.45,0.27,"C22","H32","O6",NA,NA,NA,"C22H32O6"
391.245075191668,18,36,7,2,0,0,"CHON","Protein","saturated",-0.28,-0.8889,2,0.39,"C18","H36","O7","N2",NA,NA,"C18H36O7N2"
391.249051747113,23,36,5,0,0,0,"CHO","Lipid","unsaturated aliphatic",0.1707,-1.1304,1.57,0.22,"C23","H36","O5",NA,NA,NA,"C23H36O5"
391.252392475785,20,40,5,0,1,0,"CHOS","Lipid","saturated",-0.1515,-1.4,2,0.25,"C20","H40","O5",NA,"S1",NA,"C20H40O5S1"
391.922097820799,11,9,7,1,2,2,"CHONSP","Lignin","unsaturated/lignin",0.2,1.0909,0.82,0.64,"C11","H9","O7","N1","S2","P2","C11H9O7N1S2P2"
392.025917015564,16,11,11,1,0,0,"CHON","ConHC","aromatic",0.5789,0.875,0.69,0.69,"C16","H11","O11","N1",NA,NA,"C16H11O11N1"
392.03819474166,16,15,5,3,2,0,"CHONS","Lignin","unsaturated/lignin",0.4118,0.5,0.94,0.31,"C16","H15","O5","N3","S2",NA,"C16H15O5N3S2"
392.062293184971,17,15,10,1,0,0,"CHON","Lignin","unsaturated/lignin",0.4545,0.4706,0.88,0.59,"C17","H15","O10","N1",NA,NA,"C17H15O10N1"
392.098733954215,18,19,9,1,0,0,"CHON","Lignin","unsaturated/lignin",0.36,0.1111,1.06,0.5,"C18","H19","O9","N1",NA,NA,"C18H19O9N1"
392.099030693014,21,20,1,3,1,1,"CHONSP","UnsatHC","aromatic",0.5484,-0.3333,0.95,0.05,"C21","H20","O1","N3","S1","P1","C21H20O1N3S1P1"
392.119883022101,15,23,11,1,0,0,"CHON","Carb","aliphatic+N",-0.1765,0.1333,1.53,0.73,"C15","H23","O11","N1",NA,NA,"C15H23O11N1"
392.12843537716,18,23,5,3,1,0,"CHONS","Lignin","unsaturated/lignin",0.2174,-0.1111,1.28,0.28,"C18","H23","O5","N3","S1",NA,"C18H23O5N3S1"
392.135127253802,19,23,8,1,0,0,"CHON","Lignin","unsaturated/lignin",0.2857,-0.2105,1.21,0.42,"C19","H23","O8","N1",NA,NA,"C19H23O8N1"
392.171394294856,20,27,7,1,0,0,"CHON","Lignin","unsaturated/lignin",0.2258,-0.5,1.35,0.35,"C20","H27","O7","N1",NA,NA,"C20H27O7N1"
392.182669662463,19,27,6,3,0,0,"CHON","Lignin","unsaturated/lignin",0.1538,-0.3158,1.42,0.32,"C19","H27","O6","N3",NA,NA,"C19H27O6N3"
392.2112128813,18,35,6,1,1,0,"CHONS","Protein","aliphatic+N",-0.2308,-1,1.94,0.33,"C18","H35","O6","N1","S1",NA,"C18H35O6N1S1"
392.218950948248,20,31,5,3,0,0,"CHON","Lipid","aliphatic+N",0.1034,-0.6,1.55,0.25,"C20","H31","O5","N3",NA,NA,"C20H31O5N3"
392.918103588957,18,4,5,0,1,2,"CHOSP","ConHC","condensed aromatic",1,0.4444,0.22,0.28,"C18","H4","O5",NA,"S1","P2","C18H4O5S1P2"
392.951119687626,12,11,9,0,2,1,"CHOSP","Tannin","unsaturated/lignin",0.1111,0.9167,0.92,0.75,"C12","H11","O9",NA,"S2","P1","C12H11O9S2P1"
392.995743235015,23,7,5,0,0,1,"CHOP","ConHC","condensed aromatic",0.8974,0.1304,0.3,0.22,"C23","H7","O5",NA,NA,"P1","C23H7O5P1"
393.002096800957,19,12,2,2,1,2,"CHONSP","ConHC","condensed aromatic",0.7692,0,0.63,0.11,"C19","H12","O2","N2","S1","P2","C19H12O2N2S1P2"
393.008132666175,10,19,10,0,2,1,"CHOSP","Carb","unsaturated aliphatic",-3,0.5,1.9,1,"C10","H19","O10",NA,"S2","P1","C10H19O10S2P1"
393.008477630601,20,12,5,0,0,2,"CHOP","ConHC","condensed aromatic",0.7419,-0.1,0.6,0.25,"C20","H12","O5",NA,NA,"P2","C20H12O5P2"
393.00999608794,16,10,12,0,0,0,"CHO","ConHC","aromatic",0.6,0.875,0.62,0.75,"C16","H10","O12",NA,NA,NA,"C16H10O12"
393.010360752554,19,11,4,2,1,1,"CHONSP","ConHC","condensed aromatic",0.7692,0.2632,0.58,0.21,"C19","H11","O4","N2","S1","P1","C19H11O4N2S1P1"
393.014573115669,24,11,2,0,1,1,"CHOSP","ConHC","condensed aromatic",0.8095,-0.2083,0.46,0.08,"C24","H11","O2",NA,"S1","P1","C24H11O2S1P1"
393.01958488088,9,19,9,2,2,1,"CHONSP","Carb","condensed aromatic",15,1,2.11,1,"C9","H19","O9","N2","S2","P1","C9H19O9N2S2P1"
393.023610412579,14,19,7,0,2,1,"CHOSP","Lignin","unsaturated/lignin",-0.0667,-0.0714,1.36,0.5,"C14","H19","O7",NA,"S2","P1","C14H19O7S2P1"
393.025281553486,20,10,9,0,0,0,"CHO","ConHC","condensed aromatic",0.7419,0.4,0.5,0.45,"C20","H10","O9",NA,NA,NA,"C20H10O9"
393.025678741723,23,11,1,2,1,1,"CHONSP","ConHC","condensed aromatic",0.8378,-0.0435,0.48,0.04,"C23","H11","O1","N2","S1","P1","C23H11O1N2S1P1"
393.028206768241,19,11,6,2,0,1,"CHONP","ConHC","condensed aromatic",0.7692,0.3684,0.58,0.32,"C19","H11","O6","N2",NA,"P1","C19H11O6N2P1"
393.033381089502,14,20,7,0,1,2,"CHOSP","Lignin","unsaturated/lignin",-0.0667,-0.2857,1.43,0.5,"C14","H20","O7",NA,"S1","P2","C14H20O7S1P2"
393.033888412701,23,10,3,2,1,0,"CHONS","ConHC","condensed aromatic",0.8378,0.1739,0.43,0.13,"C23","H10","O3","N2","S1",NA,"C23H10O3N2S1"
393.038739816584,20,16,1,2,1,2,"CHONSP","UnsatHC","aromatic",0.6552,-0.3,0.8,0.05,"C20","H16","O1","N2","S1","P2","C20H16O1N2S1P2"
393.041900903008,12,14,13,2,0,0,"CHON","Tannin","unsaturated/lignin",-0.4286,1.5,1.17,1.08,"C12","H14","O13","N2",NA,NA,"C12H14O13N2"
393.042195414822,12,14,13,2,0,0,"CHON","Tannin","unsaturated/lignin",-0.4286,1.5,1.17,1.08,"C12","H14","O13","N2",NA,NA,"C12H14O13N2"
393.043410208527,23,11,3,2,0,1,"CHONP","ConHC","condensed aromatic",0.8378,0.0435,0.48,0.13,"C23","H11","O3","N2",NA,"P1","C23H11O3N2P1"
393.046352513644,17,14,11,0,0,0,"CHO","Lignin","unsaturated/lignin",0.4783,0.4706,0.82,0.65,"C17","H14","O11",NA,NA,NA,"C17H14O11"
393.057540604673,16,14,10,2,0,0,"CHON","Lignin","unsaturated/lignin",0.4444,0.75,0.88,0.62,"C16","H14","O10","N2",NA,NA,"C16H14O10N2"
393.059311485095,14,19,11,0,0,1,"CHOP","Tannin","unsaturated/lignin",-0.0667,0.2143,1.36,0.79,"C14","H19","O11",NA,NA,"P1","C14H19O11P1"
393.059725952372,17,20,3,2,1,2,"CHONSP","Lignin","unsaturated/lignin",0.3333,-0.3529,1.18,0.18,"C17","H20","O3","N2","S1","P2","C17H20O3N2S1P2"
393.061594645597,21,14,8,0,0,0,"CHO","ConHC","aromatic",0.6471,0.0952,0.67,0.38,"C21","H14","O8",NA,NA,NA,"C21H14O8"
393.064437978237,20,15,5,2,0,1,"CHONP","ConHC","aromatic",0.6552,0.05,0.75,0.25,"C20","H15","O5","N2",NA,"P1","C20H15O5N2P1"
393.072250119367,11,24,11,0,0,2,"CHOP","Carb","saturated",-1.8571,-0.1818,2.18,1,"C11","H24","O11",NA,NA,"P2","C11H24O11P2"
393.077460174675,17,20,5,2,0,2,"CHONP","Lignin","unsaturated/lignin",0.3333,-0.2353,1.18,0.29,"C17","H20","O5","N2",NA,"P2","C17H20O5N2P2"
393.07785720071,15,23,8,0,1,1,"CHOSP","Protein","unsaturated aliphatic",-0.1111,-0.3333,1.53,0.53,"C15","H23","O8",NA,"S1","P1","C15H23O8S1P1"
393.078648714532,13,18,12,2,0,0,"CHON","Tannin","unsaturated/lignin",-0.4,0.9231,1.38,0.92,"C13","H18","O12","N2",NA,NA,"C13H18O12N2"
393.079479441063,24,15,2,2,0,1,"CHONP","ConHC","condensed aromatic",0.75,-0.2083,0.62,0.08,"C24","H15","O2","N2",NA,"P1","C24H15O2N2P1"
393.079750263984,24,15,2,2,0,1,"CHONP","ConHC","condensed aromatic",0.75,-0.2083,0.62,0.08,"C24","H15","O2","N2",NA,"P1","C24H15O2N2P1"
393.082676612618,18,18,10,0,0,0,"CHO","Lignin","unsaturated/lignin",0.3846,0.1111,1,0.56,"C18","H18","O10",NA,NA,NA,"C18H18O10"
393.086596490354,18,23,2,2,2,1,"CHONSP","UnsatHC","unsaturated/lignin",0.25,-0.5,1.28,0.11,"C18","H23","O2","N2","S2","P1","C18H23O2N2S2P1"
393.089303131707,12,26,10,0,2,0,"CHOS","Carb","saturated",-1.4,-0.1667,2.17,0.83,"C12","H26","O10",NA,"S2",NA,"C12H26O10S2"
393.09323641147,19,23,5,0,1,1,"CHOSP","Lignin","unsaturated/lignin",0.3103,-0.5789,1.21,0.26,"C19","H23","O5",NA,"S1","P1","C19H23O5S1P1"
393.093901764319,17,18,9,2,0,0,"CHON","Lignin","unsaturated/lignin",0.3333,0.3529,1.06,0.53,"C17","H18","O9","N2",NA,NA,"C17H18O9N2"
393.095766700933,15,23,10,0,0,1,"CHOP","AminoSugar","unsaturated aliphatic",-0.1111,-0.2,1.53,0.67,"C15","H23","O10",NA,NA,"P1","C15H23O10P1"
393.097960014848,22,18,7,0,0,0,"CHO","Lignin","aromatic",0.5676,-0.1818,0.82,0.32,"C22","H18","O7",NA,NA,NA,"C22H18O7"
393.098536705885,14,24,7,2,0,2,"CHONP","Protein","aliphatic+N",-0.3846,-0.2857,1.71,0.5,"C14","H24","O7","N2",NA,"P2","C14H24O7N2P2"
393.098734944008,23,22,2,0,2,0,"CHOS","UnsatHC","unsaturated/lignin",0.5,-0.6087,0.96,0.09,"C23","H22","O2",NA,"S2",NA,"C23H22O2S2"
393.107332037657,12,26,12,0,1,0,"CHOS","Carb","saturated",-1.4,0,2.17,1,"C12","H26","O12",NA,"S1",NA,"C12H26O12S1"
393.114025443306,18,24,4,2,0,2,"CHONP","Lignin","unsaturated/lignin",0.25,-0.5556,1.33,0.22,"C18","H24","O4","N2",NA,"P2","C18H24O4N2P2"
393.116036056384,25,19,1,2,0,1,"CHONP","ConHC","condensed aromatic",0.6744,-0.44,0.76,0.04,"C25","H19","O1","N2",NA,"P1","C25H19O1N2P1"
393.116236594328,25,19,1,2,0,1,"CHONP","ConHC","condensed aromatic",0.6744,-0.44,0.76,0.04,"C25","H19","O1","N2",NA,"P1","C25H19O1N2P1"
393.117689018599,23,24,2,0,0,2,"CHOP","UnsatHC","unsaturated/lignin",0.5,-0.8696,1.04,0.09,"C23","H24","O2",NA,NA,"P2","C23H24O2P2"
393.119105676447,19,22,9,0,0,0,"CHO","Lignin","unsaturated/lignin",0.3103,-0.2105,1.16,0.47,"C19","H22","O9",NA,NA,NA,"C19H22O9"
393.122911646342,19,27,1,2,2,1,"CHONSP","UnsatHC","unsaturated/lignin",0.1852,-0.7895,1.42,0.05,"C19","H27","O1","N2","S2","P1","C19H27O1N2S2P1"
393.130273216783,18,22,8,2,0,0,"CHON","Lignin","unsaturated/lignin",0.25,0,1.22,0.44,"C18","H22","O8","N2",NA,NA,"C18H22O8N2"
393.132486234079,17,31,4,0,2,1,"CHOSP","Lipid","unsaturated aliphatic",-0.1667,-1.1176,1.82,0.24,"C17","H31","O4",NA,"S2","P1","C17H31O4S2P1"
393.134365939712,23,22,6,0,0,0,"CHO","Lignin","unsaturated/lignin",0.5,-0.4348,0.96,0.26,"C23","H22","O6",NA,NA,NA,"C23H22O6"
393.150205210262,19,28,3,2,0,2,"CHONP","Lignin","unsaturated/lignin",0.1852,-0.8421,1.47,0.16,"C19","H28","O3","N2",NA,"P2","C19H28O3N2P2"
393.150402102029,17,31,6,0,1,1,"CHOSP","Protein","unsaturated aliphatic",-0.1667,-1,1.82,0.35,"C17","H31","O6",NA,"S1","P1","C17H31O6S1P1"
393.151373087273,15,26,10,2,0,0,"CHON","AminoSugar","aliphatic+N",-0.375,0,1.73,0.67,"C15","H26","O10","N2",NA,NA,"C15H26O10N2"
393.155530773242,20,26,8,0,0,0,"CHO","Lignin","unsaturated/lignin",0.25,-0.5,1.3,0.4,"C20","H26","O8",NA,NA,NA,"C20H26O8"
393.168557960493,17,31,8,0,0,1,"CHOP","Protein","unsaturated aliphatic",-0.1667,-0.8824,1.82,0.47,"C17","H31","O8",NA,NA,"P1","C17H31O8P1"
393.170873629013,24,26,5,0,0,0,"CHO","Lignin","unsaturated/lignin",0.4419,-0.6667,1.08,0.21,"C24","H26","O5",NA,NA,NA,"C24H26O5"
393.188909660687,17,34,4,2,2,0,"CHONS","Lipid","saturated",-0.3636,-0.9412,2,0.24,"C17","H34","O4","N2","S2",NA,"C17H34O4N2S2"
393.19185639016,21,30,7,0,0,0,"CHO","Lignin","unsaturated/lignin",0.2,-0.7619,1.43,0.33,"C21","H30","O7",NA,NA,NA,"C21H30O7"
393.207146490094,25,30,4,0,0,0,"CHO","Lignin","unsaturated/lignin",0.3913,-0.88,1.2,0.16,"C25","H30","O4",NA,NA,NA,"C25H30O4"
393.228227020338,22,34,6,0,0,0,"CHO","Lipid","unsaturated aliphatic",0.1579,-1,1.55,0.27,"C22","H34","O6",NA,NA,NA,"C22H34O6"
393.2418541851,20,43,1,0,2,1,"CHOSP","Lipid","saturated",-0.2121,-1.85,2.15,0.05,"C20","H43","O1",NA,"S2","P1","C20H43O1S2P1"
393.242119310684,20,43,1,0,2,1,"CHOSP","Lipid","saturated",-0.2121,-1.85,2.15,0.05,"C20","H43","O1",NA,"S2","P1","C20H43O1S2P1"
393.249350978399,19,38,8,0,0,0,"CHO","Protein","saturated",-0.2,-1.1579,2,0.42,"C19","H38","O8",NA,NA,NA,"C19H38O8"
393.277673139684,20,43,5,0,0,1,"CHOP","Lipid","saturated",-0.2121,-1.65,2.15,0.25,"C20","H43","O5",NA,NA,"P1","C20H43O5P1"
393.987086880549,17,6,7,3,0,1,"CHONP","ConHC","condensed aromatic",1,1,0.35,0.41,"C17","H6","O7","N3",NA,"P1","C17H6O7N3P1"
394.041606963224,16,13,11,1,0,0,"CHON","Tannin","unsaturated/lignin",0.4737,0.75,0.81,0.69,"C16","H13","O11","N1",NA,NA,"C16H13O11N1"
394.054208745609,24,13,3,1,1,0,"CHONS","ConHC","condensed aromatic",0.7561,-0.0833,0.54,0.12,"C24","H13","O3","N1","S1",NA,"C24H13O3N1S1"
394.07799938711,17,17,10,1,0,0,"CHON","Lignin","unsaturated/lignin",0.3636,0.3529,1,0.59,"C17","H17","O10","N1",NA,NA,"C17H17O10N1"
394.088179070516,18,22,5,1,1,1,"CHONSP","Lignin","unsaturated/lignin",0.28,-0.3889,1.22,0.28,"C18","H22","O5","N1","S1","P1","C18H22O5N1S1P1"
394.114332960651,18,21,9,1,0,0,"CHON","Lignin","unsaturated/lignin",0.28,0,1.17,0.5,"C18","H21","O9","N1",NA,NA,"C18H21O9N1"
394.114729425473,18,21,9,1,0,0,"CHON","Lignin","unsaturated/lignin",0.28,0,1.17,0.5,"C18","H21","O9","N1",NA,NA,"C18H21O9N1"
394.135556883079,15,25,11,1,0,0,"CHON","Carb","aliphatic+N",-0.2941,0,1.67,0.73,"C15","H25","O11","N1",NA,NA,"C15H25O11N1"
394.150742358044,19,25,8,1,0,0,"CHON","Lignin","unsaturated/lignin",0.2143,-0.3158,1.32,0.42,"C19","H25","O8","N1",NA,NA,"C19H25O8N1"
394.163032000751,19,29,2,3,2,0,"CHONS","Lipid","aliphatic+N",0.0769,-0.6316,1.53,0.11,"C19","H29","O2","N3","S2",NA,"C19H29O2N3S2"
394.187234186574,20,29,7,1,0,0,"CHON","Lignin","unsaturated/lignin",0.1613,-0.6,1.45,0.35,"C20","H29","O7","N1",NA,NA,"C20H29O7N1"
394.226928174182,18,37,6,1,1,0,"CHONS","Protein","saturated",-0.3077,-1.1111,2.06,0.33,"C18","H37","O6","N1","S1",NA,"C18H37O6N1S1"
394.90511944513,9,5,10,2,2,1,"CHONSP","Other","condensed aromatic",1,2.7778,0.56,1.11,"C9","H5","O10","N2","S2","P1","C9H5O10N2S2P1"
394.981131724649,15,9,11,0,0,1,"CHOP","ConHC","aromatic",0.6471,0.8667,0.6,0.73,"C15","H9","O11",NA,NA,"P1","C15H9O11P1"
