"pF","vol_water_perc","source","treatment","texture","kPa","perc_sat"
5.036,6.12,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",10864.26,7.07
5.056,6.04,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",11376.27,6.98
5.076,5.95,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",11912.42,6.87
5.096,5.87,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",12473.84,6.78
5.116,5.79,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",13061.71,6.69
5.136,5.71,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",13677.29,6.6
5.156,5.63,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",14321.88,6.5
5.176,5.55,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",14996.85,6.41
5.196,5.47,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",15703.63,6.32
5.216,5.39,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",16443.72,6.23
5.236,5.32,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",17218.69,6.15
5.257,5.25,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",18071.74,6.07
5.277,5.17,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",18923.44,5.97
5.297,5.1,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",19815.27,5.89
5.317,5.03,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",20749.14,5.81
5.337,4.96,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",21727.01,5.73
5.357,4.89,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",22750.97,5.65
5.377,4.82,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",23823.19,5.57
5.397,4.76,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",24945.95,5.5
5.417,4.69,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",26121.61,5.42
5.437,4.63,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",27352.69,5.35
5.457,4.56,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",28641.78,5.27
5.477,4.5,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",29991.63,5.2
5.497,4.44,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",31405.09,5.13
5.517,4.38,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",32885.16,5.06
5.537,4.32,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",34434.99,4.99
5.557,4.26,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",36057.86,4.92
5.577,4.2,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",37757.22,4.85
5.597,4.14,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",39536.66,4.78
5.617,4.08,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",41399.97,4.71
5.637,4.03,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",43351.09,4.66
5.657,3.97,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",45394.16,4.59
5.677,3.92,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",47533.52,4.53
5.697,3.87,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",49773.71,4.47
5.717,3.81,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",52119.47,4.4
5.737,3.76,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",54575.79,4.34
5.758,3.71,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",57279.6,4.29
5.778,3.66,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",59979.11,4.23
5.798,3.61,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",62805.84,4.17
5.818,3.56,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",65765.78,4.11
5.838,3.51,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",68865.23,4.06
5.858,3.46,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",72110.75,4
5.878,3.42,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",75509.22,3.95
5.898,3.37,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",79067.86,3.89
5.918,3.32,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",82794.22,3.84
5.938,3.28,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",86696.19,3.79
5.958,3.24,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",90782.05,3.74
5.978,3.19,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",95060.48,3.69
5.998,3.15,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",99540.54,3.64
6.018,3.11,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",104231.74,3.59
6.038,3.06,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",109144.03,3.54
6.058,3.02,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",114287.83,3.49
6.078,2.98,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",119674.05,3.44
6.098,2.94,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",125314.12,3.4
6.118,2.9,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",131219.99,3.35
6.138,2.86,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",137404.2,3.3
6.158,2.83,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",143879.86,3.27
6.178,2.79,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",150660.71,3.22
6.198,2.75,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",157761.13,3.18
6.218,2.72,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",165196.18,3.14
6.238,2.68,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",172981.64,3.1
6.259,2.64,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",181551.57,3.05
6.279,2.61,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",190107.83,3.02
6.299,2.57,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",199067.33,2.97
6.319,2.54,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",208449.09,2.93
6.339,2.51,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",218272.99,2.9
6.359,2.47,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",228559.88,2.85
6.379,2.44,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",239331.58,2.82
6.399,2.41,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",250610.93,2.78
6.419,2.38,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",262421.85,2.75
6.439,2.35,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",274789.42,2.72
6.459,2.32,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",287739.84,2.68
6.479,2.28,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",301300.6,2.63
6.499,2.25,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",315500.46,2.6
6.519,2.23,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",330369.54,2.58
6.539,2.2,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",345939.38,2.54
6.559,2.17,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",362243,2.51
6.579,2.14,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",379314.98,2.47
6.599,2.11,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",397191.55,2.44
6.619,2.08,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",415910.61,2.4
6.639,2.06,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",435511.87,2.38
6.659,2.03,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",456036.92,2.35
6.679,2.01,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",477529.27,2.32
6.699,1.98,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",500034.53,2.29
6.719,1.95,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",523600.44,2.25
6.739,1.93,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",548276.96,2.23
6.76,1.9,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",575439.94,2.2
6.78,1.88,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",602559.59,2.17
6.8,1.86,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",630957.34,2.15
6.82,1.83,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",660693.45,2.11
6.84,1.81,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",691830.97,2.09
6.86,1.79,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",724435.96,2.07
6.88,1.76,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",758577.58,2.03
6.9,1.74,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",794328.23,2.01
6.92,1.72,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",831763.77,1.99
6.94,1.7,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",870963.59,1.96
6.96,1.68,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",912010.84,1.94
6.98,1.66,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",954992.59,1.92
7,1.63,"data/wrc/vg_wp4c/scl_wetting.xlsx","wetting","SCL",1e+06,1.88
0.006,66.06,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.1,75.32
0.026,66.06,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.11,75.32
0.046,66.06,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.11,75.32
0.066,66.06,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.12,75.32
0.086,66.06,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.12,75.32
0.106,66.06,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.13,75.32
0.126,66.06,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.13,75.32
0.146,66.06,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.14,75.32
0.166,66.06,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.15,75.32
0.186,66.06,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.15,75.32
0.206,66.06,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.16,75.32
0.226,66.06,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.17,75.32
0.246,66.06,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.18,75.32
0.267,66.06,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.18,75.32
0.287,66.06,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.19,75.32
0.307,66.06,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.2,75.32
0.327,66.06,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.21,75.32
0.347,66.06,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.22,75.32
0.367,66.06,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.23,75.32
0.387,66.06,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.24,75.32
0.407,66.06,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.26,75.32
0.427,66.06,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.27,75.32
0.447,66.06,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.28,75.32
0.467,66.06,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.29,75.32
0.487,66.06,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.31,75.32
0.507,66.06,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.32,75.32
0.527,66.06,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.34,75.32
0.547,66.06,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.35,75.32
0.567,66.06,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.37,75.32
0.587,66.06,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.39,75.32
0.607,66.06,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.4,75.32
0.627,66.06,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.42,75.32
0.647,66.06,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.44,75.32
0.667,66.06,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.46,75.32
0.687,66.06,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.49,75.32
0.707,66.06,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.51,75.32
0.727,66.06,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.53,75.32
0.747,66.05,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.56,75.31
0.768,66.05,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.59,75.31
0.788,66.04,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.61,75.3
0.808,66.03,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.64,75.29
0.828,66,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.67,75.26
0.848,65.95,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.7,75.2
0.868,65.84,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.74,75.07
0.888,65.66,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.77,74.87
0.908,65.34,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.81,74.5
0.928,64.87,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.85,73.97
0.948,64.24,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.89,73.25
0.968,63.49,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.93,72.39
0.988,62.65,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",0.97,71.44
1.008,61.77,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",1.02,70.43
1.028,60.88,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",1.07,69.42
1.048,59.98,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",1.12,68.39
1.068,59.1,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",1.17,67.39
1.088,58.22,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",1.22,66.39
1.108,57.36,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",1.28,65.4
1.128,56.51,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",1.34,64.44
1.148,55.67,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",1.41,63.48
1.168,54.85,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",1.47,62.54
1.188,54.04,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",1.54,61.62
1.208,53.25,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",1.61,60.72
1.228,52.47,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",1.69,59.83
1.248,51.7,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",1.77,58.95
1.269,50.94,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",1.86,58.08
1.289,50.2,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",1.95,57.24
1.309,49.47,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",2.04,56.41
1.329,48.76,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",2.13,55.6
1.349,48.05,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",2.23,54.79
1.369,47.36,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",2.34,54
1.389,46.68,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",2.45,53.23
1.409,46.01,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",2.56,52.46
1.429,45.35,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",2.69,51.71
1.449,44.7,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",2.81,50.97
1.469,44.06,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",2.94,50.24
1.489,43.44,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",3.08,49.53
1.509,42.82,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",3.23,48.83
1.529,42.22,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",3.38,48.14
1.549,41.62,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",3.54,47.46
1.569,41.04,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",3.71,46.8
1.589,40.46,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",3.88,46.13
1.609,39.9,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",4.06,45.5
1.629,39.34,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",4.26,44.86
1.649,38.8,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",4.46,44.24
1.669,38.26,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",4.67,43.63
1.689,37.73,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",4.89,43.02
1.709,37.21,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",5.12,42.43
1.729,36.7,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",5.36,41.85
1.749,36.2,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",5.61,41.28
1.77,35.71,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",5.89,40.72
1.79,35.22,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",6.17,40.16
1.81,34.75,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",6.46,39.62
1.83,34.28,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",6.76,39.09
1.85,33.82,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",7.08,38.56
1.87,33.37,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",7.41,38.05
1.89,32.92,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",7.76,37.54
1.91,32.48,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",8.13,37.04
1.93,32.05,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",8.51,36.55
1.95,31.63,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",8.91,36.07
1.97,31.21,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",9.33,35.59
1.99,30.8,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",9.77,35.12
2.01,30.4,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",10.23,34.66
2.03,30.01,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",10.72,34.22
2.05,29.62,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",11.22,33.77
2.07,29.24,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",11.75,33.34
2.09,28.86,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",12.3,32.91
2.11,28.49,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",12.88,32.49
2.13,28.13,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",13.49,32.08
2.15,27.77,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",14.13,31.66
2.17,27.42,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",14.79,31.27
2.19,27.08,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",15.49,30.88
2.21,26.74,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",16.22,30.49
2.23,26.41,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",16.98,30.11
2.251,26.08,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",17.82,29.74
2.271,25.76,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",18.66,29.37
2.291,25.44,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",19.54,29.01
2.311,25.13,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",20.46,28.65
2.331,24.82,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",21.43,28.3
2.351,24.52,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",22.44,27.96
2.371,24.23,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",23.5,27.63
2.391,23.94,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",24.6,27.3
2.411,23.65,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",25.76,26.97
2.431,23.37,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",26.98,26.65
2.451,23.09,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",28.25,26.33
2.471,22.82,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",29.58,26.02
2.491,22.55,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",30.97,25.71
2.511,22.29,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",32.43,25.42
2.531,22.03,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",33.96,25.12
2.551,21.78,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",35.56,24.83
2.571,21.53,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",37.24,24.55
2.591,21.29,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",38.99,24.28
2.611,21.05,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",40.83,24
2.631,20.81,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",42.76,23.73
2.651,20.58,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",44.77,23.47
2.671,20.35,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",46.88,23.2
2.691,20.12,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",49.09,22.94
2.711,19.9,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",51.4,22.69
2.731,19.68,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",53.83,22.44
2.752,19.47,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",56.49,22.2
2.772,19.26,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",59.16,21.96
2.792,19.05,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",61.94,21.72
2.812,18.85,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",64.86,21.49
2.832,18.65,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",67.92,21.27
2.852,18.45,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",71.12,21.04
2.872,18.26,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",74.47,20.82
2.892,18.07,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",77.98,20.6
2.912,17.88,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",81.66,20.39
2.932,17.7,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",85.51,20.18
2.952,17.52,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",89.54,19.98
2.972,17.34,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",93.76,19.77
2.992,17.17,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",98.17,19.58
3.012,17,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",102.8,19.38
3.032,16.83,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",107.65,19.19
3.052,16.66,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",112.72,19
3.072,16.5,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",118.03,18.81
3.092,16.34,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",123.59,18.63
3.112,16.18,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",129.42,18.45
3.132,16.03,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",135.52,18.28
3.152,15.87,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",141.91,18.1
3.172,15.72,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",148.59,17.92
3.192,15.58,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",155.6,17.77
3.212,15.43,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",162.93,17.59
3.232,15.29,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",170.61,17.43
3.253,15.15,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",179.06,17.27
3.273,15.01,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",187.5,17.12
3.293,14.88,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",196.34,16.97
3.313,14.75,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",205.59,16.82
3.333,14.62,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",215.28,16.67
3.353,14.49,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",225.42,16.52
3.373,14.36,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",236.05,16.37
3.393,14.24,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",247.17,16.24
3.413,14.12,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",258.82,16.1
3.433,14,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",271.02,15.96
3.453,13.88,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",283.79,15.83
3.473,13.76,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",297.17,15.69
3.493,13.65,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",311.17,15.56
3.513,13.54,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",325.84,15.44
3.533,13.43,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",341.19,15.31
3.553,13.32,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",357.27,15.19
3.573,13.21,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",374.11,15.06
3.593,13.11,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",391.74,14.95
3.613,13,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",410.2,14.82
3.633,12.9,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",429.54,14.71
3.653,12.8,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",449.78,14.6
3.673,12.71,"data/wrc/vg_wp4c/sl_drying.xlsx","drying","SL",470.98,14.49
