"pF","vol_water_perc","source","treatment","texture","kPa","perc_sat"
2.812,39.8,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",64.86,45.38
2.832,39.5,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",67.92,45.04
2.852,39.2,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",71.12,44.7
2.872,38.91,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",74.47,44.37
2.892,38.62,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",77.98,44.04
2.912,38.33,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",81.66,43.71
2.932,38.04,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",85.51,43.38
2.952,37.75,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",89.54,43.04
2.972,37.47,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",93.76,42.73
2.992,37.19,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",98.17,42.41
3.012,36.91,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",102.8,42.09
3.032,36.63,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",107.65,41.77
3.052,36.36,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",112.72,41.46
3.072,36.08,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",118.03,41.14
3.092,35.81,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",123.59,40.83
3.112,35.54,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",129.42,40.52
3.132,35.28,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",135.52,40.23
3.152,35.01,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",141.91,39.92
3.172,34.75,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",148.59,39.62
3.192,34.49,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",155.6,39.33
3.212,34.23,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",162.93,39.03
3.232,33.97,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",170.61,38.73
3.253,33.71,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",179.06,38.44
3.273,33.46,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",187.5,38.15
3.293,33.21,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",196.34,37.87
3.313,32.96,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",205.59,37.58
3.333,32.71,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",215.28,37.3
3.353,32.46,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",225.42,37.01
3.373,32.22,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",236.05,36.74
3.393,31.98,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",247.17,36.47
3.413,31.74,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",258.82,36.19
3.433,31.5,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",271.02,35.92
3.453,31.26,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",283.79,35.64
3.473,31.02,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",297.17,35.37
3.493,30.79,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",311.17,35.11
3.513,30.56,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",325.84,34.85
3.533,30.33,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",341.19,34.58
3.553,30.1,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",357.27,34.32
3.573,29.87,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",374.11,34.06
3.593,29.65,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",391.74,33.81
3.613,29.43,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",410.2,33.56
3.633,29.2,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",429.54,33.3
3.653,28.98,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",449.78,33.04
3.673,28.77,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",470.98,32.81
3.693,28.55,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",493.17,32.55
3.713,28.34,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",516.42,32.31
3.733,28.12,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",540.75,32.06
3.754,27.91,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",567.54,31.82
3.774,27.7,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",594.29,31.58
3.794,27.49,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",622.3,31.35
3.814,27.28,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",651.63,31.11
3.834,27.08,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",682.34,30.88
3.854,26.87,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",714.5,30.64
3.874,26.67,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",748.17,30.41
3.894,26.47,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",783.43,30.18
3.914,26.27,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",820.35,29.95
3.934,26.07,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",859.01,29.73
3.954,25.88,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",899.5,29.51
3.974,25.68,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",941.89,29.28
3.994,25.49,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",986.28,29.06
4.014,25.3,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",1032.76,28.85
4.034,25.11,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",1081.43,28.63
4.054,24.92,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",1132.4,28.42
4.074,24.73,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",1185.77,28.2
4.094,24.54,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",1241.65,27.98
4.114,24.36,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",1300.17,27.78
4.134,24.18,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",1361.44,27.57
4.154,23.99,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",1425.61,27.35
4.174,23.81,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",1492.79,27.15
4.194,23.63,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",1563.15,26.94
4.214,23.46,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",1636.82,26.75
4.234,23.28,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",1713.96,26.55
4.255,23.1,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",1798.87,26.34
4.275,22.93,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",1883.65,26.15
4.295,22.76,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",1972.42,25.95
4.315,22.59,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",2065.38,25.76
4.335,22.42,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",2162.72,25.56
4.355,22.25,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",2264.64,25.37
4.375,22.08,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",2371.37,25.18
4.395,21.91,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",2483.13,24.98
4.415,21.75,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",2600.16,24.8
4.435,21.58,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",2722.7,24.61
4.455,21.42,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",2851.02,24.42
4.475,21.26,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",2985.38,24.24
4.495,21.1,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",3126.08,24.06
4.515,20.94,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",3273.41,23.88
4.535,20.78,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",3427.68,23.69
4.555,20.63,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",3589.22,23.52
4.575,20.47,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",3758.37,23.34
4.595,20.32,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",3935.5,23.17
4.615,20.16,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",4120.98,22.99
4.635,20.01,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",4315.19,22.82
4.655,19.86,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",4518.56,22.65
4.675,19.71,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",4731.51,22.47
4.695,19.56,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",4954.5,22.3
4.715,19.42,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",5188,22.14
4.735,19.27,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",5432.5,21.97
4.756,19.13,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",5701.64,21.81
4.776,18.98,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",5970.35,21.64
4.796,18.84,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",6251.73,21.48
4.816,18.7,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",6546.36,21.32
4.836,18.56,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",6854.88,21.16
4.856,18.42,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",7177.94,21
4.876,18.28,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",7516.23,20.84
4.896,18.14,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",7870.46,20.68
4.916,18,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",8241.38,20.52
4.936,17.87,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",8629.79,20.38
4.956,17.73,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",9036.49,20.22
4.976,17.6,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",9462.37,20.07
4.996,17.47,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",9908.32,19.92
5.016,17.33,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",10375.28,19.76
5.036,17.2,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",10864.26,19.61
5.056,17.07,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",11376.27,19.46
5.076,16.95,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",11912.42,19.33
5.096,16.82,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",12473.84,19.18
5.116,16.69,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",13061.71,19.03
5.136,16.57,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",13677.29,18.89
5.156,16.44,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",14321.88,18.75
5.176,16.32,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",14996.85,18.61
5.196,16.19,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",15703.63,18.46
5.216,16.07,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",16443.72,18.32
5.236,15.95,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",17218.69,18.19
5.257,15.83,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",18071.74,18.05
5.277,15.71,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",18923.44,17.91
5.297,15.59,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",19815.27,17.78
5.317,15.48,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",20749.14,17.65
5.337,15.36,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",21727.01,17.51
5.357,15.24,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",22750.97,17.38
5.377,15.13,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",23823.19,17.25
5.397,15.02,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",24945.95,17.13
5.417,14.9,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",26121.61,16.99
5.437,14.79,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",27352.69,16.86
5.457,14.68,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",28641.78,16.74
5.477,14.57,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",29991.63,16.61
5.497,14.46,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",31405.09,16.49
5.517,14.35,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",32885.16,16.36
5.537,14.24,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",34434.99,16.24
5.557,14.13,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",36057.86,16.11
5.577,14.03,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",37757.22,16
5.597,13.92,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",39536.66,15.87
5.617,13.82,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",41399.97,15.76
5.637,13.71,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",43351.09,15.63
5.657,13.61,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",45394.16,15.52
5.677,13.51,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",47533.52,15.4
5.697,13.41,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",49773.71,15.29
5.717,13.3,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",52119.47,15.17
5.737,13.2,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",54575.79,15.05
5.758,13.1,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",57279.6,14.94
5.778,13.01,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",59979.11,14.83
5.798,12.91,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",62805.84,14.72
5.818,12.81,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",65765.78,14.61
5.838,12.71,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",68865.23,14.49
5.858,12.62,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",72110.75,14.39
5.878,12.52,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",75509.22,14.28
5.898,12.43,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",79067.86,14.17
5.918,12.34,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",82794.22,14.07
5.938,12.24,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",86696.19,13.96
5.958,12.15,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",90782.05,13.85
5.978,12.06,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",95060.48,13.75
5.998,11.97,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",99540.54,13.65
6.018,11.88,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",104231.74,13.55
6.038,11.79,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",109144.03,13.44
6.058,11.7,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",114287.83,13.34
6.078,11.61,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",119674.05,13.24
6.098,11.52,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",125314.12,13.14
6.118,11.44,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",131219.99,13.04
6.138,11.35,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",137404.2,12.94
6.158,11.27,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",143879.86,12.85
6.178,11.18,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",150660.71,12.75
6.198,11.1,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",157761.13,12.66
6.218,11.01,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",165196.18,12.55
6.238,10.93,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",172981.64,12.46
6.259,10.85,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",181551.57,12.37
6.279,10.77,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",190107.83,12.28
6.299,10.69,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",199067.33,12.19
6.319,10.6,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",208449.09,12.09
6.339,10.52,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",218272.99,12
6.359,10.45,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",228559.88,11.92
6.379,10.37,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",239331.58,11.82
6.399,10.29,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",250610.93,11.73
6.419,10.21,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",262421.85,11.64
6.439,10.13,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",274789.42,11.55
6.459,10.06,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",287739.84,11.47
6.479,9.98,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",301300.6,11.38
6.499,9.91,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",315500.46,11.3
6.519,9.83,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",330369.54,11.21
6.539,9.76,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",345939.38,11.13
6.559,9.68,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",362243,11.04
6.579,9.61,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",379314.98,10.96
6.599,9.54,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",397191.55,10.88
6.619,9.47,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",415910.61,10.8
6.639,9.4,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",435511.87,10.72
6.659,9.33,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",456036.92,10.64
6.679,9.26,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",477529.27,10.56
6.699,9.19,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",500034.53,10.48
6.719,9.12,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",523600.44,10.4
6.739,9.05,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",548276.96,10.32
6.76,8.98,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",575439.94,10.24
6.78,8.91,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",602559.59,10.16
6.8,8.84,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",630957.34,10.08
6.82,8.78,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",660693.45,10.01
6.84,8.71,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",691830.97,9.93
6.86,8.65,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",724435.96,9.86
6.88,8.58,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",758577.58,9.78
6.9,8.52,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",794328.23,9.71
6.92,8.45,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",831763.77,9.64
6.94,8.39,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",870963.59,9.57
6.96,8.33,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",912010.84,9.5
6.98,8.26,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",954992.59,9.42
7,8.2,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",1e+06,9.35
0.006,74.86,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.1,86.49
0.026,74.86,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.11,86.49
0.046,74.86,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.11,86.49
0.066,74.86,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.12,86.49
0.086,74.86,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.12,86.49
0.106,74.86,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.13,86.49
0.126,74.86,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.13,86.49
0.146,74.86,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.14,86.49
0.166,74.86,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.15,86.49
0.186,74.86,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.15,86.49
0.206,74.86,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.16,86.49
0.226,74.86,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.17,86.49
0.246,74.86,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.18,86.49
0.267,74.86,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.18,86.49
0.287,74.86,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.19,86.49
0.307,74.86,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.2,86.49
0.327,74.86,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.21,86.49
0.347,74.86,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.22,86.49
0.367,74.86,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.23,86.49
0.387,74.86,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.24,86.49
0.407,74.86,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.26,86.49
0.427,74.86,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.27,86.49
0.447,74.86,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.28,86.49
0.467,74.86,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.29,86.49
0.487,74.86,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.31,86.49
0.507,74.86,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.32,86.49
0.527,74.86,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.34,86.49
0.547,74.86,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.35,86.49
0.567,74.86,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.37,86.49
0.587,74.86,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.39,86.49
0.607,74.86,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.4,86.49
0.627,74.86,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.42,86.49
0.647,74.86,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.44,86.49
0.667,74.86,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.46,86.49
0.687,74.86,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.49,86.49
0.707,74.86,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.51,86.49
0.727,74.85,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.53,86.48
0.747,74.84,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.56,86.47
0.768,74.83,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.59,86.46
0.788,74.8,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.61,86.42
0.808,74.73,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.64,86.34
0.828,74.62,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.67,86.22
0.848,74.41,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.7,85.97
0.868,74.05,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.74,85.56
0.888,73.52,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.77,84.95
0.908,72.81,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.81,84.12
