"Core_assignment","treatment","texture","sat_level","formula","n","presence"
"Soil_sand_75_W","Wetting","SL",75,"C25H36O10",5,1
"Soil_sand_75_W","Wetting","SL",75,"C25H36O11",5,1
"Soil_sand_75_W","Wetting","SL",75,"C25H36O12",5,1
"Soil_sand_75_W","Wetting","SL",75,"C25H36O13",5,1
"Soil_sand_75_W","Wetting","SL",75,"C25H36O14",5,1
"Soil_sand_75_W","Wetting","SL",75,"C25H36O6",5,1
"Soil_sand_75_W","Wetting","SL",75,"C25H36O7",5,1
"Soil_sand_75_W","Wetting","SL",75,"C25H36O8",5,1
"Soil_sand_75_W","Wetting","SL",75,"C25H36O9",5,1
"Soil_sand_75_W","Wetting","SL",75,"C25H37O10P1",4,1
"Soil_sand_75_W","Wetting","SL",75,"C25H37O9P1",5,1
"Soil_sand_75_W","Wetting","SL",75,"C25H38O10",5,1
"Soil_sand_75_W","Wetting","SL",75,"C25H38O11",5,1
"Soil_sand_75_W","Wetting","SL",75,"C25H38O12",5,1
"Soil_sand_75_W","Wetting","SL",75,"C25H38O13",4,1
"Soil_sand_75_W","Wetting","SL",75,"C25H38O7",5,1
"Soil_sand_75_W","Wetting","SL",75,"C25H38O8",5,1
"Soil_sand_75_W","Wetting","SL",75,"C25H38O9",5,1
"Soil_sand_75_W","Wetting","SL",75,"C25H39O10P1",3,1
"Soil_sand_75_W","Wetting","SL",75,"C25H39O9P1",4,1
"Soil_sand_75_W","Wetting","SL",75,"C25H40O10",5,1
"Soil_sand_75_W","Wetting","SL",75,"C25H40O11",5,1
"Soil_sand_75_W","Wetting","SL",75,"C25H40O7",3,1
"Soil_sand_75_W","Wetting","SL",75,"C25H40O8",5,1
"Soil_sand_75_W","Wetting","SL",75,"C25H40O9",5,1
"Soil_sand_75_W","Wetting","SL",75,"C25H42O10",4,1
"Soil_sand_75_W","Wetting","SL",75,"C25H42O11",3,1
"Soil_sand_75_W","Wetting","SL",75,"C25H42O8",5,1
"Soil_sand_75_W","Wetting","SL",75,"C25H42O9",5,1
"Soil_sand_75_W","Wetting","SL",75,"C25H44O8",5,1
"Soil_sand_75_W","Wetting","SL",75,"C25H44O9",4,1
"Soil_sand_75_W","Wetting","SL",75,"C25H46O7",4,1
"Soil_sand_75_W","Wetting","SL",75,"C25H9O11P1",3,1
"Soil_sand_75_W","Wetting","SL",75,"C25H9O9P1",3,1
"Soil_sand_75_W","Wetting","SL",75,"C26H13O5S2P1",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H16O13",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H16O14",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H16O15",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H16O16",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H16O17",4,1
"Soil_sand_75_W","Wetting","SL",75,"C26H16O18",3,1
"Soil_sand_75_W","Wetting","SL",75,"C26H18O11",3,1
"Soil_sand_75_W","Wetting","SL",75,"C26H18O12",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H18O13",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H18O14",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H18O15",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H18O16",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H18O17",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H18O18",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H18O19",3,1
"Soil_sand_75_W","Wetting","SL",75,"C26H20O10",3,1
"Soil_sand_75_W","Wetting","SL",75,"C26H20O11",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H20O12",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H20O13",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H20O14",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H20O15",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H20O16",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H20O17",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H20O18",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H20O19",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H20O20",3,1
"Soil_sand_75_W","Wetting","SL",75,"C26H22O10",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H22O11",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H22O12",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H22O13",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H22O14",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H22O15",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H22O16",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H22O17",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H22O18",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H22O19",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H22O20",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H24O10",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H24O11",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H24O12",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H24O13",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H24O14",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H24O15",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H24O16",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H24O17",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H24O18",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H24O19",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H24O20",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H24O2N6S1",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H24O9",4,1
"Soil_sand_75_W","Wetting","SL",75,"C26H26O10",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H26O11",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H26O12",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H26O13",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H26O14",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H26O15",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H26O16",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H26O17",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H26O18",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H26O19",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H26O1N6S2",4,1
"Soil_sand_75_W","Wetting","SL",75,"C26H26O20",4,1
"Soil_sand_75_W","Wetting","SL",75,"C26H26O9",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H28O10",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H28O11",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H28O12",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H28O13",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H28O14",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H28O15",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H28O16",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H28O17",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H28O18",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H28O19",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H28O20",3,1
"Soil_sand_75_W","Wetting","SL",75,"C26H28O8",4,1
"Soil_sand_75_W","Wetting","SL",75,"C26H28O9",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H30O10",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H30O11",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H30O12",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H30O13",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H30O14",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H30O15",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H30O16",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H30O17",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H30O18",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H30O19",3,1
"Soil_sand_75_W","Wetting","SL",75,"C26H30O7",3,1
"Soil_sand_75_W","Wetting","SL",75,"C26H30O8",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H30O9",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H32O10",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H32O11",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H32O12",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H32O13",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H32O14",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H32O15",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H32O16",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H32O17",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H32O18",3,1
"Soil_sand_75_W","Wetting","SL",75,"C26H32O7",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H32O8",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H32O9",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H34O10",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H34O11",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H34O12",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H34O13",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H34O14",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H34O15",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H34O16",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H34O17",3,1
"Soil_sand_75_W","Wetting","SL",75,"C26H34O7",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H34O8",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H34O9",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H36O10",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H36O11",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H36O12",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H36O13",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H36O14",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H36O15",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H36O6",4,1
"Soil_sand_75_W","Wetting","SL",75,"C26H36O7",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H36O8",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H36O9",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H37O10P1",4,1
"Soil_sand_75_W","Wetting","SL",75,"C26H37O11P1",4,1
"Soil_sand_75_W","Wetting","SL",75,"C26H37O9P1",4,1
"Soil_sand_75_W","Wetting","SL",75,"C26H38O10",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H38O11",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H38O12",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H38O13",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H38O14",4,1
"Soil_sand_75_W","Wetting","SL",75,"C26H38O6",4,1
"Soil_sand_75_W","Wetting","SL",75,"C26H38O7",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H38O8",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H38O9",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H39O10P1",3,1
"Soil_sand_75_W","Wetting","SL",75,"C26H39O11P1",4,1
"Soil_sand_75_W","Wetting","SL",75,"C26H39O9P1",4,1
"Soil_sand_75_W","Wetting","SL",75,"C26H40O10",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H40O11",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H40O12",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H40O8",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H40O9",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H41O11P1",4,1
"Soil_sand_75_W","Wetting","SL",75,"C26H41O8P1",3,1
"Soil_sand_75_W","Wetting","SL",75,"C26H41O9P1",4,1
"Soil_sand_75_W","Wetting","SL",75,"C26H42O10",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H42O11",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H42O12",3,1
"Soil_sand_75_W","Wetting","SL",75,"C26H42O8",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H42O9",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H43O11P1",3,1
"Soil_sand_75_W","Wetting","SL",75,"C26H44O10",3,1
"Soil_sand_75_W","Wetting","SL",75,"C26H44O8",3,1
"Soil_sand_75_W","Wetting","SL",75,"C26H44O9",4,1
"Soil_sand_75_W","Wetting","SL",75,"C26H46O8",3,1
"Soil_sand_75_W","Wetting","SL",75,"C26H46O9",3,1
"Soil_sand_75_W","Wetting","SL",75,"C26H55O8N4P1",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H9O11P1",5,1
"Soil_sand_75_W","Wetting","SL",75,"C26H9O9P1",3,1
"Soil_sand_75_W","Wetting","SL",75,"C27H11O10P1",4,1
"Soil_sand_75_W","Wetting","SL",75,"C27H13O5S2P1",4,1
"Soil_sand_75_W","Wetting","SL",75,"C27H13O7S2P1",3,1
"Soil_sand_75_W","Wetting","SL",75,"C27H15O6S2P1",4,1
"Soil_sand_75_W","Wetting","SL",75,"C27H16O14",4,1
"Soil_sand_75_W","Wetting","SL",75,"C27H16O15",4,1
"Soil_sand_75_W","Wetting","SL",75,"C27H16O16",3,1
"Soil_sand_75_W","Wetting","SL",75,"C27H16O17",4,1
"Soil_sand_75_W","Wetting","SL",75,"C27H18O12",4,1
"Soil_sand_75_W","Wetting","SL",75,"C27H18O13",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H18O14",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H18O15",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H18O16",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H18O17",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H18O18",4,1
"Soil_sand_75_W","Wetting","SL",75,"C27H18O19",3,1
"Soil_sand_75_W","Wetting","SL",75,"C27H20O12",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H20O13",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H20O14",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H20O15",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H20O16",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H20O17",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H20O18",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H20O19",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H20O20",3,1
"Soil_sand_75_W","Wetting","SL",75,"C27H22O11",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H22O12",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H22O13",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H22O14",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H22O15",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H22O16",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H22O17",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H22O18",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H22O19",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H22O20",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H24O10",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H24O11",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H24O12",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H24O13",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H24O14",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H24O15",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H24O16",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H24O17",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H24O18",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H24O19",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H24O20",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H24O21",3,1
"Soil_sand_75_W","Wetting","SL",75,"C27H26O10",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H26O11",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H26O12",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H26O13",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H26O14",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H26O15",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H26O16",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H26O17",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H26O18",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H26O19",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H26O20",4,1
"Soil_sand_75_W","Wetting","SL",75,"C27H26O9",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H28O10",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H28O11",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H28O12",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H28O13",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H28O14",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H28O15",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H28O16",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H28O17",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H28O18",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H28O19",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H28O20",4,1
"Soil_sand_75_W","Wetting","SL",75,"C27H28O9",4,1
"Soil_sand_75_W","Wetting","SL",75,"C27H30O10",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H30O11",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H30O12",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H30O13",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H30O14",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H30O15",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H30O16",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H30O17",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H30O18",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H30O19",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H30O8",4,1
"Soil_sand_75_W","Wetting","SL",75,"C27H30O9",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H32O10",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H32O11",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H32O12",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H32O13",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H32O14",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H32O15",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H32O16",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H32O17",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H32O18",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H32O19",3,1
"Soil_sand_75_W","Wetting","SL",75,"C27H32O7",3,1
"Soil_sand_75_W","Wetting","SL",75,"C27H32O8",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H32O9",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H34O10",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H34O11",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H34O12",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H34O13",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H34O14",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H34O15",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H34O16",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H34O17",4,1
"Soil_sand_75_W","Wetting","SL",75,"C27H34O7",3,1
"Soil_sand_75_W","Wetting","SL",75,"C27H34O8",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H34O9",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H36O10",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H36O11",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H36O12",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H36O13",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H36O14",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H36O15",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H36O16",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H36O7",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H36O8",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H36O9",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H38O10",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H38O11",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H38O13",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H38O14",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H38O15",3,1
"Soil_sand_75_W","Wetting","SL",75,"C27H38O6",4,1
"Soil_sand_75_W","Wetting","SL",75,"C27H38O7",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H38O8",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H38O9",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H39O10P1",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H39O11P1",4,1
"Soil_sand_75_W","Wetting","SL",75,"C27H39O9P1",3,1
"Soil_sand_75_W","Wetting","SL",75,"C27H40O10",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H40O11",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H40O12",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H40O13",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H40O14",3,1
"Soil_sand_75_W","Wetting","SL",75,"C27H40O7",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H40O8",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H40O9",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H41O10P1",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H41O11P1",4,1
"Soil_sand_75_W","Wetting","SL",75,"C27H41O8P1",4,1
"Soil_sand_75_W","Wetting","SL",75,"C27H41O9P1",4,1
"Soil_sand_75_W","Wetting","SL",75,"C27H42O10",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H42O11",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H42O12",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H42O13",3,1
"Soil_sand_75_W","Wetting","SL",75,"C27H42O7",3,1
"Soil_sand_75_W","Wetting","SL",75,"C27H42O8",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H42O9",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H43O10P1",4,1
"Soil_sand_75_W","Wetting","SL",75,"C27H43O8P1",4,1
"Soil_sand_75_W","Wetting","SL",75,"C27H43O9P1",4,1
"Soil_sand_75_W","Wetting","SL",75,"C27H44O10",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H44O11",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H44O12",3,1
"Soil_sand_75_W","Wetting","SL",75,"C27H44O8",4,1
"Soil_sand_75_W","Wetting","SL",75,"C27H44O9",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H45O10P1",3,1
"Soil_sand_75_W","Wetting","SL",75,"C27H46O10",3,1
"Soil_sand_75_W","Wetting","SL",75,"C27H46O4S1",5,1
"Soil_sand_75_W","Wetting","SL",75,"C27H46O8",3,1
"Soil_sand_75_W","Wetting","SL",75,"C27H46O9",3,1
"Soil_sand_75_W","Wetting","SL",75,"C27H53O9N4P1",5,1
"Soil_sand_75_W","Wetting","SL",75,"C28H16O16",3,1
"Soil_sand_75_W","Wetting","SL",75,"C28H18O14",4,1
"Soil_sand_75_W","Wetting","SL",75,"C28H18O15",4,1
"Soil_sand_75_W","Wetting","SL",75,"C28H18O16",5,1
"Soil_sand_75_W","Wetting","SL",75,"C28H18O17",5,1
"Soil_sand_75_W","Wetting","SL",75,"C28H18O18",3,1
"Soil_sand_75_W","Wetting","SL",75,"C28H18O19",3,1
"Soil_sand_75_W","Wetting","SL",75,"C28H20O12",4,1
"Soil_sand_75_W","Wetting","SL",75,"C28H20O13",3,1
"Soil_sand_75_W","Wetting","SL",75,"C28H20O14",5,1
"Soil_sand_75_W","Wetting","SL",75,"C28H20O15",5,1
"Soil_sand_75_W","Wetting","SL",75,"C28H20O16",5,1
"Soil_sand_75_W","Wetting","SL",75,"C28H20O17",5,1
"Soil_sand_75_W","Wetting","SL",75,"C28H20O18",5,1
"Soil_sand_75_W","Wetting","SL",75,"C28H20O19",5,1
"Soil_sand_75_W","Wetting","SL",75,"C28H20O20",3,1
"Soil_sand_75_W","Wetting","SL",75,"C28H22O11",3,1
"Soil_sand_75_W","Wetting","SL",75,"C28H22O12",4,1
"Soil_sand_75_W","Wetting","SL",75,"C28H22O13",5,1
"Soil_sand_75_W","Wetting","SL",75,"C28H22O14",5,1
"Soil_sand_75_W","Wetting","SL",75,"C28H22O15",5,1
"Soil_sand_75_W","Wetting","SL",75,"C28H22O16",5,1
"Soil_sand_75_W","Wetting","SL",75,"C28H22O17",5,1
"Soil_sand_75_W","Wetting","SL",75,"C28H22O18",5,1
"Soil_sand_75_W","Wetting","SL",75,"C28H22O19",5,1
"Soil_sand_75_W","Wetting","SL",75,"C28H22O20",3,1
"Soil_sand_75_W","Wetting","SL",75,"C28H24O11",5,1
"Soil_sand_75_W","Wetting","SL",75,"C28H24O12",5,1
"Soil_sand_75_W","Wetting","SL",75,"C28H24O13",5,1
"Soil_sand_75_W","Wetting","SL",75,"C28H24O14",5,1
"Soil_sand_75_W","Wetting","SL",75,"C28H24O15",5,1
"Soil_sand_75_W","Wetting","SL",75,"C28H24O16",5,1
"Soil_sand_75_W","Wetting","SL",75,"C28H24O17",5,1
"Soil_sand_75_W","Wetting","SL",75,"C28H24O18",5,1
"Soil_sand_75_W","Wetting","SL",75,"C28H24O19",5,1
"Soil_sand_75_W","Wetting","SL",75,"C28H24O20",4,1
"Soil_sand_75_W","Wetting","SL",75,"C28H24O21",3,1
"Soil_sand_75_W","Wetting","SL",75,"C28H26O10",4,1
"Soil_sand_75_W","Wetting","SL",75,"C28H26O11",5,1
"Soil_sand_75_W","Wetting","SL",75,"C28H26O13",5,1
"Soil_sand_75_W","Wetting","SL",75,"C28H26O14",5,1
"Soil_sand_75_W","Wetting","SL",75,"C28H26O15",5,1
"Soil_sand_75_W","Wetting","SL",75,"C28H26O16",5,1
"Soil_sand_75_W","Wetting","SL",75,"C28H26O17",5,1
"Soil_sand_75_W","Wetting","SL",75,"C28H26O18",5,1
"Soil_sand_75_W","Wetting","SL",75,"C28H26O19",5,1
"Soil_sand_75_W","Wetting","SL",75,"C28H26O20",5,1
"Soil_sand_75_W","Wetting","SL",75,"C28H26O21",3,1
"Soil_sand_75_W","Wetting","SL",75,"C28H28O10",5,1
"Soil_sand_75_W","Wetting","SL",75,"C28H28O11",5,1
"Soil_sand_75_W","Wetting","SL",75,"C28H28O12",5,1
"Soil_sand_75_W","Wetting","SL",75,"C28H28O13",5,1
