Core,ppm,Intensity,Width,Area,Flags
147,1.04,0.5,1.44,9.32,None
147,1.03,0.2,1.99,4.69,None
147,1.03,0.6,1.59,11.64,None
147,1.02,0.1,3.68,2.71,None
147,0.84,0.1,36.84,25.71,None
148,1.19,0.1,1.56,1.49,None
148,1.15,0.1,3.16,2.11,None
148,1.07,0.4,1.22,5.79,None
148,1.05,0.8,1.27,13.72,None
148,1.05,0.5,2.55,15.85,None
148,1.04,0.8,1.88,18.49,None
148,1.04,0.5,1.43,8.58,None
148,1.03,0.5,2.37,14.74,None
148,1.03,0.7,1.75,16.48,None
148,1.02,0.1,2.86,2.81,None
148,0.86,0.1,2.5,2.77,None
148,0.85,0.1,2.2,1.75,None
149,1.05,0.1,0.96,0.85,None
149,1.04,1.6,3.58,64.41,None
149,1.03,1.7,4.43,95.4,None
149,1.02,0.1,2.31,3.36,None
149,1,0.2,2.44,4.29,None
149,0.86,0.1,1.27,0.85,None
149,0.13,0.1,0.96,0.74,None
149,0.08,1.7,1,19.89,None
149,0.07,0.2,1.18,3.26,None
151,1.05,0.2,2.83,7.43,None
151,1.04,0.1,2.19,3.36,None
151,1.03,0.3,4.05,13.87,None
151,0.86,0.1,10.76,7.94,None
151,0.08,0.4,1.05,5.08,None
152,1.05,0.3,2.64,8.35,None
152,1.04,0.2,2.39,6.44,None
152,1.03,0.4,3.6,16.3,None
152,0.86,0.1,2.29,1.73,None
152,0.85,0.1,4.41,3.58,None
152,0.08,0.3,1.02,3.33,None
155,1.07,0.1,0.95,0.99,None
155,1.05,0.2,1.01,2.11,None
155,1.05,0.3,2.68,9.5,None
155,1.04,0.2,2.42,6.81,None
155,1.04,0.1,0.46,0.44,None
155,1.03,0.4,3.54,17.3,None
155,0.84,0.1,18.41,22.68,None
155,0.08,0.6,0.97,6.98,None
155,0.07,0.1,1.05,0.72,None
156,1.24,0.4,7.93,44.83,None
156,1.23,0.4,3.02,12.96,None
156,1.17,0.1,8.13,6.28,None
156,1.12,0.1,0.97,1.72,None
156,1.1,0.1,0.97,1.69,None
156,1.07,0.1,0.87,0.65,None
156,1.05,0.1,0.72,0.91,None
156,1.04,1.5,3.62,63.81,None
156,1.03,1.5,3.88,68.7,None
156,1.01,0.2,2.17,4.18,None
156,1,0.1,4.01,2.87,None
156,1,0.1,1.91,3.32,None
156,0.86,0.1,1.25,1.01,None
158,1.03,0.3,3.4,11.93,None
158,0.86,0.1,2.1,1.48,None
158,0.83,0.1,22.1,15.59,None
158,0.08,0.3,1.01,3.54,None
159,1.15,0.1,3.01,1.77,None
159,1.07,0.1,0.97,0.94,None
159,1.05,0.1,0.78,1.36,None
159,1.04,1.5,3.63,61.49,None
159,1.03,1.6,4.02,74.63,None
159,1.02,0.2,2.58,5.37,None
159,1.01,0.1,4.12,3.1,None
159,1,0.2,2.08,4.26,None
159,0.85,0.1,4.27,4.86,None
159,0.08,0.3,1.07,4.05,None
160,1.05,0.2,2.82,8.34,None
160,1.04,0.2,2.58,6.42,None
160,1.03,0.3,2.78,8.99,None
160,1.03,0.2,2.31,5,None
160,0.86,0.1,3.08,2.3,None
160,0.84,0.1,34.52,26.08,None
160,0.08,0.3,1.01,3.5,None
160,0.07,0.1,1.95,1.29,None
19,1.91,0.9,0.87,9.4,None
19,1.25,0.1,42.1,46.3,None
19,1.23,0.2,4.44,13.62,None
19,1.11,0.2,0.96,2,None
19,1.07,0.5,0.81,4.69,None
19,1.05,0.9,0.88,10.01,None
19,1.05,0.1,1.94,3.09,None
19,1.04,0.5,1.19,8.44,None
19,1.04,0.5,0.94,6.13,None
19,1.03,0.1,1.93,3.03,None
19,1.03,0.5,1.18,7.79,None
22,1.27,0.1,6.44,4.12,None
22,1.25,0.4,5.65,29.14,None
22,1.23,0.2,3.76,11.07,None
22,1.11,0.1,1.44,1.79,None
22,1.04,1.8,3.73,72.2,None
22,1.03,1.8,3.81,78.2,None
22,1.02,0.2,2.39,5.06,None
22,1,0.2,2.15,4.49,None
22,0.87,0.1,9.57,8.9,None
22,0.86,0.1,2.29,2.38,None
22,0.83,0.1,6.98,5.48,None
24,1.05,0.3,2.46,8.05,None
24,1.04,0.3,2.61,10.43,None
24,1.03,0.5,3.41,17.85,None
24,1.02,0.1,4.07,3.04,None
24,0.86,0.1,2.25,1.58,None
24,0.85,0.1,6.75,6.6,None
24,0.07,0.1,1.91,1.34,None
27,1.01,0.2,1.7,3.08,None
27,1,0.2,1.72,3.09,None
27,0.86,0.1,1.91,1.77,None
27,0.85,0.1,2.12,1.98,None
27,0.84,0.1,20.88,37.39,None
27,0.84,0.1,2.84,2.8,None
27,0.82,0.1,13.14,11.59,None
28,1.03,0.2,1.31,4.35,None
28,0.86,0.1,2.59,2.53,None
28,0.85,0.1,2,1.92,None
28,0.85,0.1,2.77,2.67,None
28,0.85,0.1,2.8,3.01,None
28,0.84,0.1,3.71,4.92,None
28,0.83,0.1,6,4.63,None
28,0.8,0.1,14.62,10.83,None
30,1.24,0.1,12.6,14.43,None
30,1.23,0.2,4.23,13.66,None
30,1.14,0.1,3.74,2.89,None
30,1.11,0.2,0.91,2.48,None
30,1.07,0.5,0.83,5.09,None
30,1.05,1.1,0.83,10.75,None
30,1.05,0.2,2.48,6.58,None
30,1.04,0.7,1.25,12.19,None
30,1.04,0.6,0.91,6.29,None
30,1.03,0.7,1.48,14.01,None
30,1.02,0.1,4.65,3.88,None
32,1.04,1.3,3.78,55.96,None
32,1.03,1.4,3.79,61.06,None
32,1.01,0.1,2.42,3.68,None
32,1,0.1,2.51,4.32,None
32,0.86,0.1,2.16,1.58,None
34,1.26,0.1,6.15,4.45,None
34,1.25,0.4,5.57,32.83,None
34,1.23,0.1,3.44,6.21,None
34,1.11,0.1,1.39,1.73,None
34,1.04,1.7,3.43,64.96,None
34,1.03,1.7,3.7,72.45,None
34,1.01,0.2,2.43,5.5,None
34,1,0.2,2.15,4.4,None
34,0.87,0.1,8.4,7.35,None
34,0.86,0.1,2.07,2.16,None
37,4.63,0.3,2.93,13.65,None
37,4.61,0.3,2.72,11.3,None
37,4.59,0.5,2.2,13.17,None
37,4.58,0.5,2.2,14.61,None
37,4.49,0.3,2.32,8.39,None
37,4.47,0.6,2.57,18.99,None
37,4.46,0.3,2.7,10.57,None
37,4.45,0.3,2.59,9.99,None
37,4.43,0.3,2.45,9.35,None
37,4.42,0.1,4.11,6.46,None
37,4.4,0.1,3.42,6.03,None
37,4.37,0.2,2.91,9.37,None
37,4.36,0.1,2.34,4.04,None
37,4.35,0.5,3.16,19.43,None
37,4.34,0.4,3.03,15.66,None
37,4.34,0.2,3.26,9.65,None
37,4.33,0.2,3.15,8.52,None
37,4.32,0.1,3.81,3.64,None
37,4.28,0.4,1.65,7.88,None
37,4.26,0.5,2.85,17.12,None
37,4.25,0.4,1.83,9.84,None
38,4.35,0.4,3.2,15.6,None
38,4.34,0.5,2.95,19.23,None
38,4.33,0.1,2.36,3.05,None
38,4.33,0.2,2.84,6.93,None
38,4.32,0.1,3,2.87,None
38,4.28,0.3,1.71,5.46,None
38,4.26,0.4,2.98,11.45,None
38,4.25,0.3,1.82,6.32,None
38,4.13,0.1,2.95,3.45,None
38,4.12,0.1,3.12,3.91,None
38,4.04,0.1,4.63,4.4,None
39,3.68,0.1,2.06,2.09,None
39,3.68,0.1,2.07,2.55,None
39,3.67,0.1,2.68,4.86,None
39,3.66,0.1,2.33,4.39,None
39,3.57,0.4,2.76,11.98,None
39,3.5,0.5,2.2,13.54,None
40,3.57,0.3,2.69,10.71,None
40,3.5,0.6,2.32,18,None
40,3.4,1.1,137.2,1993.95,None
41,3.5,0.7,2.32,18.2,None
43,1.91,0.1,0.88,0.89,None
43,1.24,0.1,5.01,6.82,None
44,3.58,0.1,1.93,2.23,None
44,3.57,0.1,1.21,0.97,None
44,3.57,0.1,2.86,5.2,None
44,3.56,0.1,1.96,2.19,None
71,1.25,0.1,12.92,14.33,None
71,1.23,0.7,3.93,35.69,None
71,1.11,0.1,1.23,1.26,None
71,1.07,0.1,0.9,0.88,None
71,1.05,0.2,1.15,2.89,None
71,1.04,0.4,3.71,17.48,None
71,1.04,0.1,0.7,0.42,None
71,1.03,0.5,3.62,18.13,None
71,1.02,0.1,3.71,3.28,None
71,0.87,0.1,6.09,5.75,None
71,0.86,0.1,4.38,6.76,None
71,0.85,0.2,3.3,6.6,None
72,2.08,0.1,0.88,1.11,None
72,2.07,0.1,0.86,0.62,None
72,1.91,0.6,1.1,8.42,None
72,1.51,0.1,22.18,14.91,None
72,1.4,0.2,3.99,10.27,None
72,1.39,0.2,4.93,9.91,None
80,1.26,0.1,10.81,9.22,None
80,1.24,0.3,5.31,18.83,None
80,1.23,0.5,3.42,24.71,None
80,1.11,0.2,1.14,2.8,None
80,1.04,1.4,3.4,51.1,None
80,1.03,1.6,4.86,97.77,None
80,1.02,0.2,4.17,9.82,None
80,1,0.2,2.57,5.22,None
80,0.85,0.1,1.87,1.38,None
80,0.84,0.1,26.33,32.18,None
82,1.05,0.3,1.22,4.77,None
82,1.05,0.2,2.87,8.57,None
82,1.04,0.2,2.34,4.55,None
82,1.04,0.1,1.24,2.16,None
82,1.03,0.3,3.45,12.92,None
82,0.85,0.1,4.66,4.64,None
82,0.08,0.4,1.19,5.57,None
83,1.03,0.1,1.69,1.46,None
83,0.08,0.3,0.79,2.83,None
84,1.05,0.2,1.12,2.33,None
84,1.05,0.2,2.63,6.64,None
84,1.04,0.2,2.44,6.29,None
84,1.04,0.1,0.44,0.32,None
84,1.03,0.4,3.68,14.99,None
84,0.86,0.1,2.72,1.78,None
84,0.08,0.3,1.03,3.68,None
90,1.07,0.1,1.05,0.69,None
90,1.05,0.1,0.9,1.21,None
90,1.04,1.3,3.9,57.97,None
90,1.03,1.3,3.74,62.01,None
90,1.01,0.1,3.03,5.84,None
90,1,0.1,2.57,4.63,None
90,0.84,0.1,23.9,30.28,None
90,0.08,0.4,1.09,5.45,None
90,0.08,0.1,1.6,0.97,None
91,4.04,0.1,4.02,3.71,None
91,3.68,0.1,2.28,2.03,None
91,3.68,0.1,2.09,1.95,None
91,3.67,0.1,2.66,4.14,None
91,3.66,0.1,2.09,3.19,None
91,3.65,0.2,3.6,7.1,None
91,3.65,0.1,2.92,3.32,None
91,3.64,0.2,4.09,9.62,None
91,3.63,0.1,3.12,4.52,None
91,3.62,0.1,2.3,1.61,None
91,3.61,0.1,2,1.28,None
92,2.87,0.1,4.21,6.48,None
92,1.91,0.1,3.06,3.72,None
93,3.13,0.2,3.88,8.88,None
93,3.11,0.2,4.23,11.14,None
93,3.1,0.2,3.99,8.11,None
93,3.05,0.1,2.83,4.37,None
93,3.04,0.2,3.36,9.98,None
93,2.91,0.1,3.14,2.37,None
93,2.9,0.1,3.01,2.79,None
93,2.89,0.1,3.8,4.36,None
93,2.87,0.1,4.21,6.48,None
93,2.85,0.1,2.9,2.21,None
94,3.13,0.1,3.5,4.67,None
94,3.11,0.1,2.93,3.31,None
94,3.1,0.1,3.21,3.48,None
94,3.1,0.1,3.72,2.96,None
94,3.08,0.1,2.08,1.32,None
94,3.08,0.1,3.01,1.71,None
94,3.04,0.1,2.42,2.49,None
94,3.03,0.1,4.24,3.5,None
95,3.13,0.2,3.44,7.5,None
95,3.11,0.2,3.27,8.73,None
95,3.1,0.2,3.69,8.14,None
95,3.08,0.1,2.99,5.4,None
95,3.06,0.1,2.46,4.4,None
96,3.16,0.1,1.48,1.11,None
96,3.13,0.1,2.79,2.09,None
96,3.11,0.1,1.97,2.2,None
96,3.1,0.1,2.69,2.05,None
96,3.1,0.1,2.41,2.12,None
96,3.08,0.1,2.37,1.84,None
96,3.06,0.1,2.09,1.53,None
96,3.04,0.1,2.44,3.23,None
96,3.03,0.1,1.79,1.02,None
96,2.96,0.1,1.72,2.03,None
96,2.95,0.1,1.86,3.69,None
96,2.95,0.1,1.85,2.39,None
97,4.04,0.1,4.31,2.69,None
98,2.08,0.1,0.91,0.66,None
98,1.91,0.9,1.17,13.06,None
98,1.23,0.2,7.2,23.95,None
98,1.11,0.2,1.2,2.93,None
98,1.09,0.1,1.51,2.19,None
98,1.07,0.1,1.18,1.24,None
98,1.07,0.2,1.21,2.82,None
99,3.65,0.1,4.08,4.14,None
99,3.64,0.1,3.93,3.69,None
113,0.86,0.1,2.7,4.16,None
113,0.85,0.1,2.54,3.28,None
113,0.85,0.1,4.96,10.04,None
113,0.84,0.1,3.8,6.43,None
113,0.83,0.1,4.15,3.74,None
113,0.82,0.1,3.79,2.88,None
113,0.8,0.1,8.32,6.76,None
115,0.87,0.1,4.93,3.33,None
115,0.86,0.1,2.42,2.1,None
115,0.85,0.2,4.28,9.08,None
115,0.84,0.1,3.53,4.32,None
115,0.84,0.1,3.81,7.35,None
115,0.83,0.1,4.42,4.61,None
115,0.82,0.1,4.09,2.97,None
115,0.8,0.1,13.47,15.25,None
156,0.77,0.1,2.89,2.06,None
156,0.08,0.4,0.95,4.88,None
156,0.07,0.1,1.83,1.35,None
19,0.87,0.1,6.71,5,None
19,0.86,0.1,2.15,2.67,None
19,0.86,0.1,2.62,4.4,None
19,0.85,0.1,2.84,2.6,None
19,0.85,0.1,2.93,4.72,None
19,0.84,0.2,4.14,8.86,None
19,0.83,0.1,5.27,5.87,None
19,0.82,0.1,3.71,2.96,None
19,0.81,0.1,5.31,4.12,None
30,0.86,0.1,2.77,4.37,None
30,0.85,0.1,3.27,5.2,None
30,0.85,0.1,3.54,6.82,None
30,0.84,0.1,3.59,5.83,None
30,0.83,0.1,4.22,4.1,None
30,0.82,0.1,3.73,2.41,None
30,0.8,0.1,8.58,6.2,None
37,4.15,0.1,4.26,5.04,None
37,4.13,0.1,5.16,7.25,None
37,3.95,0.1,15.36,10.58,None
37,3.92,0.1,3.14,1.95,None
37,3.9,0.1,3.51,2.35,None
38,3.68,0.1,2.48,3.15,None
38,3.68,0.1,2.46,3.05,None
40,3.04,0.4,2.78,14.66,None
40,2.91,0.1,1.83,2.55,None
42,3.06,0.2,2.2,5.2,None
42,3.06,0.2,2.11,4.21,None
42,3.05,0.2,2.68,5.89,None
42,3.04,0.4,2.61,11.51,None
42,3.03,0.2,2.63,7.14,None
42,3.02,0.1,4.31,5.2,None
42,3.01,0.1,4.2,5.55,None
42,2.96,0.1,1.95,3.48,None
42,2.95,0.2,2.12,5.94,None
42,2.95,0.2,2.27,4.75,None
42,2.91,0.1,2.07,2.92,None
42,2.9,0.1,1.98,2.72,None
42,2.89,0.1,2.49,3.13,None
42,2.88,0.2,3.88,8.76,None
42,2.87,0.1,1.54,1.31,None
43,1.23,0.2,2.39,5.21,None
43,1.09,0.1,1.31,0.94,None
43,1.07,0.1,0.92,0.64,None
43,1.05,0.1,0.85,1.08,None
43,1.05,0.1,2.9,2.67,None
43,1.03,0.1,4.67,5.13,None
43,0.08,0.1,0.79,0.59,None
44,3.12,0.1,2.18,1.89,None
44,3.11,0.2,2.26,4.58,None
44,3.1,0.1,2.66,3.8,None
44,3.1,0.1,2.47,3.82,None
44,3.09,0.1,2.38,3.59,None
44,3.07,0.1,2.03,2.22,None
44,3.06,0.1,2.18,3.48,None
44,3.06,0.1,1.6,1.64,None
44,3.05,0.1,2.33,3.24,None
44,3.04,0.2,2.35,6.51,None
44,3.03,0.1,1.81,2.77,None
44,3.02,0.1,1.73,1.11,None
44,3.01,0.1,3.22,2.32,None
71,0.85,0.1,2.38,2.75,None
71,0.84,0.1,5.14,9.08,None
71,0.82,0.1,16.43,20.81,None
71,0.08,1.1,1.06,14.13,None
71,0.07,0.2,1.78,4.35,None
72,1.26,0.1,9.29,10.52,None
72,1.25,0.2,4.97,10.01,None
72,1.24,0.2,3.61,7.05,None
72,1.23,0.3,3.17,13.53,None
72,1.07,0.5,0.92,5.36,None
72,1.05,0.9,0.84,8.86,None
72,1.04,2.3,3.12,87.86,None
72,1.04,0.4,0.82,4.14,None
72,1.03,2.3,2.67,81.68,None
72,1.01,0.2,2.32,5.31,None
72,1,0.1,2.91,1.95,None
92,1.51,0.1,26.91,22.14,None
92,1.27,0.1,108.32,186.89,None
92,1.24,0.3,7.82,35.56,None
92,1.23,0.2,4.67,10.97,None
92,1.14,0.1,6.84,6.59,None
92,1.11,0.1,15.99,22.15,None
92,1.09,0.2,3.21,9.87,None
92,1.07,0.2,3.72,11.68,None
92,1.04,1.3,4.88,77.99,None
92,1.03,1.4,5.28,94.61,None
92,1.01,0.1,3.25,4.58,None
92,1,0.1,5.28,10.32,None
92,0.87,0.2,44.54,99.27,None
92,0.83,0.1,12.7,9.54,None
92,0.08,0.5,2.87,17.67,None
92,0.07,0.1,4.69,7.67,None
93,1.91,0.1,2.2,2.87,None
95,3.05,0.1,2.58,4.13,None
95,3.04,0.2,3.24,10.47,None
95,3.03,0.1,3.21,5.57,None
95,2.91,0.1,2.27,2,None
95,2.9,0.1,2.55,2.62,None
95,2.89,0.1,3.09,3.61,None
95,2.87,0.1,3.95,6.52,None
95,2.85,0.1,2.71,2.15,None
98,1.05,0.3,0.98,4.08,None
98,1.05,0.1,2.7,4.65,None
98,1.04,0.3,1.8,8.12,None
98,1.04,0.2,1.12,2.64,None
98,1.03,0.1,2.36,3.88,None
98,1.03,0.3,1.9,8.87,None
98,0.85,0.1,13.29,28,None
98,0.84,0.1,3.87,4.17,None
98,0.82,0.1,26.05,39.87,None
99,3.08,0.1,3.72,3.41,None
99,3.07,0.1,2.21,2.4,None
99,3.06,0.1,1.72,1.13,None
99,3.06,0.1,2.5,2.59,None
99,3.05,0.1,2.21,3.88,None
99,3.04,0.1,2.02,2.09,None
100,3.04,0.3,2.35,9.42,None
100,3.03,0.2,2.57,6.94,None
100,3.02,0.1,2.6,3.37,None
39,3.04,0.4,2.8,15.62,None
39,3.03,0.2,2.46,7.33,None
39,2.91,0.1,1.9,2.86,None
39,2.89,0.1,2.07,3.48,None
39,2.89,0.2,2.7,4.58,None
39,2.87,0.2,3.69,9.76,None
39,2.86,0.1,2.19,2.7,None
39,2.85,0.1,2.2,3.19,None
40,2.9,0.1,2.07,2.93,None
40,2.89,0.1,2.85,4.51,None
40,2.87,0.2,3.52,7.76,None
40,2.86,0.1,2.44,2.73,None
40,2.85,0.1,2.08,2.49,None
41,2.91,0.1,2.06,2.41,None
41,2.89,0.1,2.11,2.35,None
41,2.89,0.1,2.71,3.63,None
41,2.87,0.1,3.09,5.34,None
41,2.86,0.1,2,1.76,None
41,2.85,0.1,1.95,1.88,None
42,2.85,0.1,2.08,2.12,None
42,2.08,0.1,1.11,1.77,None
44,2.96,0.1,1.93,2.71,None
44,2.95,0.1,1.69,3.06,None
44,2.95,0.1,1.82,2.39,None
44,2.91,0.1,1.59,1.56,None
44,2.9,0.1,1.71,1.67,None
44,2.89,0.1,1.64,1.5,None
44,2.88,0.1,1.69,1.19,None
44,2.88,0.1,1.77,1.81,None
44,2.87,0.1,1.54,1.04,None
44,2.87,0.1,1.83,1.34,None
44,2.85,0.1,1.59,1.2,None
72,1,0.2,2.06,5.54,None
72,0.87,0.1,3.78,2.79,None
72,0.85,0.1,5.07,8.9,None
72,0.85,0.1,43.65,40.05,None
72,0.84,0.1,4.5,5,None
72,0.07,0.1,1.8,1.13,None
91,3.06,0.1,1.93,2.99,None
91,3.05,0.2,2.75,5.39,None
91,3.04,0.3,2.45,8.74,None
91,3.03,0.2,2.32,4.96,None
91,3.02,0.1,3.61,3.24,None
91,3.01,0.1,3.67,4.49,None
91,2.96,0.1,2.07,2.97,None
91,2.95,0.2,2.09,4.32,None
91,2.95,0.1,1.87,2.57,None
91,2.91,0.1,1.83,2.31,None
91,2.9,0.1,1.71,2.18,None
91,2.89,0.1,2.63,3.61,None
91,2.88,0.1,3.03,4.9,None
91,2.87,0.1,1.95,1.92,None
91,2.85,0.1,1.85,1.84,None
93,1.26,0.1,7.98,6.61,None
93,1.24,0.1,5.71,8.12,None
93,1.23,0.2,4.67,11.46,None
93,1.14,0.1,4.82,3.3,None
93,1.09,0.2,2.36,6.74,None
93,1.07,0.2,2.32,6.44,None
93,1.05,0.3,5.41,22.04,None
93,1.03,0.3,4.53,15.59,None
94,1.91,0.1,1.09,1.2,None
94,1.35,0.1,1.9,1.55,None
94,1.26,0.1,173.79,127.02,None
94,1.24,0.1,4.49,8.24,None
94,1.23,0.1,2.91,4.66,None
94,1.15,0.1,3.92,2.65,None
94,1.09,0.1,1.52,2.85,None
95,2.24,0.1,1.59,1.37,None
95,1.91,0.1,1.42,2.58,None
95,1.51,0.1,24.6,17.75,None
96,2.08,0.1,0.83,0.81,None
96,1.91,0.9,0.99,11,None
96,1.27,0.1,109.58,80.84,None
96,1.23,0.4,4.52,24.85,None
96,1.11,0.2,0.99,2.25,None
96,1.09,0.1,1.16,1.34,None
96,1.07,0.1,0.9,0.77,None
96,1.07,0.3,1,4.16,None
96,1.05,0.6,0.93,7.54,None
96,1.05,0.1,2.35,4.13,None
96,1.04,0.4,1.25,8,None
96,1.04,0.3,1.09,5.06,None
96,1.03,0.1,1.62,2.21,None
96,1.03,0.5,1.5,10.08,None
99,2.97,0.1,1.93,2.64,None
99,2.96,0.2,1.95,4.08,None
99,2.96,0.1,1.61,1.95,None
99,2.88,0.1,2.55,1.74,None
100,3.02,0.1,1.92,1.56,None
100,3.01,0.1,2.28,2.76,None
100,3,0.1,2.19,1.35,None
100,2.96,0.1,1.9,3.05,None
100,2.95,0.2,1.98,4.79,None
100,2.95,0.1,1.82,2.9,None
100,2.91,0.1,1.82,2.52,None
100,2.9,0.1,1.79,2.39,None
100,2.89,0.1,2.28,3.75,None
100,2.88,0.1,2.84,4.91,None
100,2.87,0.1,1.95,2.08,None
100,2.85,0.1,1.83,1.94,None
38,2.98,0.1,1.92,1.23,None
38,2.96,0.1,2.19,3.74,None
38,2.95,0.2,2.22,5.28,None
38,2.95,0.1,1.97,3.11,None
38,2.91,0.1,1.92,3.11,None
38,2.9,0.1,1.83,2.91,None
38,2.89,0.2,2.87,5,None
38,2.87,0.2,3.08,6.91,None
38,2.86,0.1,2.24,2.99,None
38,2.85,0.1,1.97,2.52,None
39,2.24,0.1,1.47,1.65,None
40,2.24,0.1,1.39,1.88,None
40,2.08,0.1,0.92,0.86,None
40,1.91,0.2,1.05,2.29,None
41,2.21,0.1,3.88,4.6,None
41,1.91,0.1,1.28,1.71,None
42,1.91,1,1.16,13.36,None
42,1.24,0.2,16.58,40.4,None
42,1.23,0.2,3.85,8.33,None
42,1.14,0.1,3.79,2.43,None
42,1.11,0.2,1.25,3.16,None
42,1.09,0.2,1.53,3.13,None
42,1.07,0.1,0.88,0.72,None
42,1.07,0.6,1.25,10,None
42,1.05,1.1,1.06,14.39,None
42,1.05,0.2,2.15,4.84,None
44,2.13,0.1,0.72,0.48,None
44,2.12,0.1,0.71,0.45,None
44,2.08,0.1,0.79,1.03,None
94,1.07,0.1,1.35,2.28,None
94,1.05,0.1,0.92,1.13,None
94,1.05,0.2,4.26,9.95,None
94,1.03,0.2,2.86,5.06,None
94,1.03,0.1,2.6,3.61,None
94,0.86,0.1,27.32,26.5,None
94,0.08,0.1,0.96,0.69,None
95,1.25,0.1,14.31,16.18,None
95,1.24,0.3,5.08,20.47,None
95,1.23,0.1,3.11,4.25,None
95,1.09,0.3,1.71,7.33,None
95,1.07,0.3,1.71,7,None
95,1.04,1.3,4.24,66.27,None
95,1.03,1.2,3.96,54.57,None
95,1.02,0.1,3.57,5.45,None
95,1,0.1,2.37,3.25,None
95,0.87,0.1,24.97,31.54,None
95,0.85,0.1,2.64,1.77,None
96,0.86,0.1,1.86,1.68,None
96,0.86,0.1,3.33,4.16,None
96,0.85,0.1,2.09,1.71,None
96,0.85,0.1,2.44,3.02,None
96,0.84,0.1,5.45,10.58,None
96,0.82,0.1,44.87,87.17,None
97,2.95,0.1,1.78,3.35,None
97,2.91,0.1,1.89,2.72,None
97,2.9,0.1,1.7,2.26,None
97,2.89,0.1,2.85,4.89,None
97,2.87,0.2,2.99,5.7,None
97,2.86,0.1,1.82,1.94,None
97,2.85,0.1,1.9,2.19,None
99,2.09,0.1,0.77,1.21,None
100,2.24,0.1,1.22,0.85,None
100,2.13,0.1,0.84,0.55,None
100,2.12,0.1,0.82,0.52,None
100,2.08,0.1,0.87,1.61,None
37,2.96,0.1,2.23,3.9,None
37,2.95,0.2,1.99,4.79,None
37,2.95,0.3,2.91,12.55,None
37,2.91,0.2,1.92,4.47,None
37,2.9,0.2,1.95,4.5,None
37,2.89,0.2,2.96,7.52,None
37,2.88,0.3,2.97,9.52,None
37,2.87,0.1,2.32,4.59,None
37,2.85,0.2,2.08,4.2,None
39,1.91,0.1,1.23,1.53,None
39,1.35,0.1,1.9,2.85,None
39,1.26,0.1,6.78,6.17,None
39,1.24,0.2,4.44,9.76,None
39,1.23,0.2,3.69,12.21,None
39,1.11,0.1,1.24,1.71,None
39,1.09,0.4,1.53,7.58,None
39,1.07,0.3,1.09,3.71,None
39,1.07,0.4,1.38,7.44,None
39,1.05,0.7,1.01,9.26,None
39,1.05,0.2,2.6,7.62,None
40,1.26,0.1,37.71,61.9,None
40,1.24,0.2,5.03,9.87,None
40,1.23,0.3,3.62,16.98,None
40,1.14,0.1,4.57,3.24,None
40,1.11,0.1,1.18,2.43,None
40,1.1,0.1,246.37,280.72,None
40,1.09,0.4,1.47,8.28,None
40,1.07,0.4,1.23,5.72,None
40,1.07,0.3,1.12,4.32,None
40,1.05,0.5,0.95,6.63,None
40,1.05,0.3,2.34,7.06,None
40,1.04,0.5,1.76,13.25,None
40,1.04,0.3,1.06,4.38,None
40,1.03,0.2,2,4.88,None
41,1.5,0.1,8.91,6.75,None
41,1.35,0.1,1.66,1.76,None
41,1.26,0.1,7.54,9.73,None
41,1.24,0.2,4.35,8.92,None
41,1.23,0.2,3.62,11.09,None
41,1.14,0.1,3.55,2.52,None
41,1.11,0.1,1.24,1.49,None
41,1.09,0.2,1.59,3.39,None
41,1.07,0.1,1.2,1.38,None
41,1.07,0.6,1.2,9.03,None
41,1.05,1.2,1.05,15.13,None
41,1.05,0.2,2.3,6.65,None
41,1.04,0.8,1.67,18.94,None
41,1.04,0.7,1.32,10.89,None
42,1.04,0.8,1.66,17.66,None
42,1.04,0.6,1.21,9.71,None
42,1.03,0.8,2.28,26.46,None
42,1.02,0.1,2.5,2.69,None
42,0.86,0.1,2.67,3.84,None
42,0.85,0.1,3.8,5.54,None
42,0.85,0.2,4.56,11.21,None
42,0.84,0.1,4.28,7.54,None
42,0.83,0.1,4.95,6.06,None
42,0.82,0.1,4.78,4.3,None
42,0.81,0.1,5.71,4.66,None
44,1.91,0.9,0.87,9.47,None
44,1.4,0.2,3.56,6.96,None
44,1.39,0.1,4.13,6.92,None
44,1.25,0.1,43,56.75,None
44,1.24,0.2,6.27,18.52,None
44,1.23,0.1,2.42,4.25,None
44,1.11,0.2,0.93,2.03,None
44,1.09,0.1,1.25,1.64,None
44,1.07,0.1,1.04,1.14,None
44,1.07,0.2,0.85,2.34,None
44,1.05,0.4,0.82,4.36,None
44,1.04,1.1,2.79,35.28,None
44,1.04,0.2,0.97,2.83,None
91,2.24,0.1,1.42,1.62,None
91,2.13,0.1,0.87,0.97,None
91,2.12,0.1,0.84,0.91,None
91,2.08,0.2,0.95,2,None
91,1.91,1.1,1.13,14.51,None
91,1.75,0.1,1.49,0.85,None
97,2.13,0.1,0.76,0.71,None
97,2.12,0.1,0.75,0.65,None
97,2.08,0.2,0.81,1.91,None
97,1.91,1,0.94,11.59,None
99,1.92,0.9,0.94,9.95,None
99,1.24,0.3,5.85,26.02,None
99,1.16,0.1,3.14,1.74,None
99,1.12,0.2,0.98,2.41,None
99,1.1,0.2,1.11,2.42,None
99,1.08,0.1,1.13,2.16,None
99,1.08,0.5,0.79,5.12,None
