Mass,C,H,O,N,C13,S,P,Na,El_comp
655.4057593,0,0,0,0,0,0,0,0,
655.4067145,38,61,3,2,0,1,1,0,CHONSP
655.4071938,36,64,6,0,0,2,0,0,CHOS
655.4426943,36,64,10,0,0,0,0,0,CHO
655.5054107,40,68,5,2,0,0,0,0,CHON
656.0609452,28,20,18,0,1,0,0,0,CHO
656.0614143,28,20,18,0,1,0,0,0,CHO
656.0818749,25,24,20,0,1,0,0,0,CHO
656.0822532,25,24,20,0,1,0,0,0,CHO
656.0836046,0,0,0,0,0,0,0,0,
656.097377,29,24,17,0,1,0,0,0,CHO
656.0977164,32,25,9,2,1,1,1,0,CHONSP
656.1184615,26,28,19,0,1,0,0,0,CHO
656.1192526,29,29,11,2,1,1,1,0,CHONSP
656.1329854,0,0,0,0,0,0,0,0,
656.1336618,30,28,16,0,1,0,0,0,CHO
656.1342587,33,29,8,2,1,1,1,0,CHONSP
656.1545945,27,32,18,0,1,0,0,0,CHO
656.1550465,27,32,18,0,1,0,0,0,CHO
656.1695253,0,0,0,0,0,0,0,0,
656.1700298,31,32,15,0,1,0,0,0,CHO
656.1705737,34,33,7,2,1,1,1,0,CHONSP
656.1909777,33,40,7,1,0,2,1,0,CHONSP
656.1916537,28,36,17,0,1,0,0,0,CHO
656.2062433,32,36,14,0,1,0,0,0,CHO
656.2068244,32,36,14,0,1,0,0,0,CHO
656.2271449,0,0,0,0,0,0,0,0,
656.2289552,0,0,0,0,0,0,0,0,
656.2425641,33,40,13,0,1,0,0,0,CHO
656.2430058,33,40,13,0,1,0,0,0,CHO
656.2794163,34,44,12,0,1,0,0,0,CHO
656.3301309,0,0,0,0,0,0,0,0,
656.3738611,36,57,4,2,1,1,1,0,CHONSP
656.3974031,29,61,11,2,1,0,1,0,CHONP
656.4088551,0,0,0,0,0,0,0,0,
656.7771531,0,0,0,0,0,0,0,0,
656.7776425,0,0,0,0,0,0,0,0,
656.7779714,0,0,0,0,0,0,0,0,
656.7786132,0,0,0,0,0,0,0,0,
656.9076348,0,0,0,0,0,0,0,0,
657.0075718,0,0,0,0,0,0,0,0,
657.0362393,20,22,21,2,0,1,0,0,CHONS
657.0369176,28,18,19,0,0,0,0,0,CHO
657.0374158,0,0,0,0,0,0,0,0,
657.0389634,0,0,0,0,0,0,0,0,
657.0580655,25,22,21,0,0,0,0,0,CHO
657.0585691,28,23,13,2,0,1,1,0,CHONSP
657.0733525,29,22,18,0,0,0,0,0,CHO
657.0737415,32,23,10,2,0,1,1,0,CHONSP
657.0943989,26,26,20,0,0,0,0,0,CHO
657.0948035,29,27,12,2,0,1,1,0,CHONSP
657.1097432,30,26,17,0,0,0,0,0,CHO
657.1102044,33,27,9,2,0,1,1,0,CHONSP
657.1308073,27,30,19,0,0,0,0,0,CHO
657.1311906,30,31,11,2,0,1,1,0,CHONSP
657.1317184,0,0,0,0,0,0,0,0,
657.1460947,31,30,16,0,0,0,0,0,CHO
657.1465942,34,31,8,2,0,1,1,0,CHONSP
657.1471244,21,39,19,0,0,1,1,0,CHOSP
657.1668442,20,38,20,2,0,1,0,0,CHONS
657.1673506,28,34,18,0,0,0,0,0,CHO
657.182529,32,34,15,0,0,0,0,0,CHO
657.1829852,35,35,7,2,0,1,1,0,CHONSP
657.1834346,0,0,0,0,0,0,0,0,
657.2035734,29,38,17,0,0,0,0,0,CHO
657.2188756,33,38,14,0,0,0,0,0,CHO
657.2193261,36,39,6,2,0,1,1,0,CHONSP
657.2390429,35,38,7,4,0,1,0,0,CHONS
657.2399707,30,42,16,0,0,0,0,0,CHO
657.2403935,30,42,16,0,0,0,0,0,CHO
657.2407881,33,43,8,2,0,1,1,0,CHONSP
657.2426329,0,0,0,0,0,0,0,0,
657.255286,34,42,13,0,0,0,0,0,CHO
657.2557548,37,43,5,2,0,1,1,0,CHONSP
657.2561853,45,39,3,0,0,0,1,0,CHOP
657.2765857,31,46,15,0,0,0,0,0,CHO
657.2916751,35,46,12,0,0,0,0,0,CHO
657.2921829,38,47,4,2,0,1,1,0,CHONSP
657.2928378,46,43,2,0,0,0,1,0,CHOP
657.3132622,35,51,6,2,0,1,1,0,CHONSP
657.3283104,36,50,11,0,0,0,0,0,CHO
657.3288831,37,54,6,0,0,2,0,0,CHOS
657.349194,33,54,13,0,0,0,0,0,CHO
657.3503793,0,0,0,0,0,0,0,0,
657.3852807,34,58,12,0,0,0,0,0,CHO
657.3867215,35,62,7,0,0,2,0,0,CHOS
657.4236176,0,0,0,0,0,0,0,0,
657.7767866,0,0,0,0,0,0,0,0,
657.777357,0,0,0,0,0,0,0,0,
657.7779378,0,0,0,0,0,0,0,0,
658.0398602,19,22,21,2,1,1,0,0,CHONS
658.0403558,27,18,19,0,1,0,0,0,CHO
658.041041,0,0,0,0,0,0,0,0,
658.0422972,0,0,0,0,0,0,0,0,
658.0682797,0,0,0,0,0,0,0,0,
658.0767208,28,22,18,0,1,0,0,0,CHO
658.0772534,31,23,10,2,1,1,1,0,CHONSP
658.0777412,0,0,0,0,0,0,0,0,
658.0978023,25,26,20,0,1,0,0,0,CHO
658.1003646,0,0,0,0,0,0,0,0,
658.1055456,0,0,0,0,0,0,0,0,
658.1129855,29,26,17,0,1,0,0,0,CHO
658.1134799,32,27,9,2,1,1,1,0,CHONSP
658.1139504,19,33,22,1,0,1,0,0,CHONS
658.1339341,26,30,19,0,1,0,0,0,CHO
658.1343089,26,30,19,0,1,0,0,0,CHO
658.1492687,30,30,16,0,1,0,0,0,CHO
658.1497897,33,31,8,2,1,1,1,0,CHONSP
658.1851994,0,0,0,0,0,0,0,0,
658.185763,31,34,15,0,1,0,0,0,CHO
658.186126,34,35,7,2,1,1,1,0,CHONSP
658.2223094,32,38,14,0,1,0,0,0,CHO
658.2587035,33,42,13,0,1,0,0,0,CHO
658.3089046,0,0,0,0,0,0,0,0,
658.7742652,0,0,0,0,0,0,0,0,
658.7753031,0,0,0,0,0,0,0,0,
659.0161237,27,16,20,0,0,0,0,0,CHO
659.0166369,30,17,12,2,0,1,1,0,CHONSP
659.052736,28,20,19,0,0,0,0,0,CHO
659.0532716,29,24,14,0,0,2,0,0,CHOS
659.0542677,29,16,15,4,0,0,0,0,CHON
659.0651036,0,0,0,0,0,0,0,0,
659.0681088,0,0,0,0,0,0,0,0,
659.0700388,0,0,0,0,0,0,0,0,
659.0737854,25,24,21,0,0,0,0,0,CHO
659.0747659,0,0,0,0,0,0,0,0,
659.0818841,0,0,0,0,0,0,0,0,
659.0890739,29,24,18,0,0,0,0,0,CHO
659.089509,32,25,10,2,0,1,1,0,CHONSP
659.1100786,26,28,20,0,0,0,0,0,CHO
659.1104757,29,29,12,2,0,1,1,0,CHONSP
659.1247174,0,0,0,0,0,0,0,0,
659.1254598,30,28,17,0,0,0,0,0,CHO
659.1259237,33,29,9,2,0,1,1,0,CHONSP
659.1262567,31,32,12,0,0,2,0,0,CHOS
659.1416971,0,0,0,0,0,0,0,0,
659.1463154,27,32,19,0,0,0,0,0,CHO
659.1468043,27,32,19,0,0,0,0,0,CHO
659.1618431,31,32,16,0,0,0,0,0,CHO
659.1624526,34,33,8,2,0,1,1,0,CHONSP
659.1827514,28,36,18,0,0,0,0,0,CHO
659.1831467,28,36,18,0,0,0,0,0,CHO
659.1982654,32,36,15,0,0,0,0,0,CHO
659.2196205,32,41,9,2,0,1,1,0,CHONSP
659.2338141,0,0,0,0,0,0,0,0,
659.2346151,33,40,14,0,0,0,0,0,CHO
659.2351311,36,41,6,2,0,1,1,0,CHONSP
659.235563,44,37,4,0,0,0,1,0,CHOP
659.2700857,0,0,0,0,0,0,0,0,
659.270936,34,44,13,0,0,0,0,0,CHO
659.2713955,37,45,5,2,0,1,1,0,CHONSP
659.271905,45,41,3,0,0,0,1,0,CHOP
659.3071861,35,48,12,0,0,0,0,0,CHO
659.307667,38,49,4,2,0,1,1,0,CHONSP
659.3080233,36,52,7,0,0,2,0,0,CHOS
659.3084121,36,52,7,0,0,2,0,0,CHOS
659.329187,33,56,9,0,0,2,0,0,CHOS
659.3658311,34,60,8,0,0,2,0,0,CHOS
659.3769032,43,53,2,2,0,0,1,0,CHONP
659.3889533,29,61,12,2,0,0,1,0,CHONP
659.3894115,0,0,0,0,0,0,0,0,
659.4767293,0,0,0,0,0,0,0,0,
659.6298087,0,0,0,0,0,0,0,0,
659.9995784,0,0,0,0,0,0,0,0,
660.0553293,0,0,0,0,0,0,0,0,
660.0561579,27,20,19,0,1,0,0,0,CHO
660.0924532,28,24,18,0,1,0,0,0,CHO
660.0930582,31,25,10,2,1,1,1,0,CHONSP
660.0938117,0,0,0,0,0,0,0,0,
660.1132925,25,28,20,0,1,0,0,0,CHO
660.1137059,25,28,20,0,1,0,0,0,CHO
660.128661,29,28,17,0,1,0,0,0,CHO
660.1290983,32,29,9,2,1,1,1,0,CHONSP
660.1297937,30,32,12,0,1,2,0,0,CHOS
660.1453589,0,0,0,0,0,0,0,0,
660.1494801,26,32,19,0,1,0,0,0,CHO
660.1651323,30,32,16,0,1,0,0,0,CHO
660.1655773,33,33,8,2,1,1,1,0,CHONSP
660.1660873,33,33,8,2,1,1,1,0,CHONSP
660.2014767,31,36,15,0,1,0,0,0,CHO
660.2018816,31,36,15,0,1,0,0,0,CHO
660.2030803,0,0,0,0,0,0,0,0,
660.2374958,37,44,4,1,0,2,1,0,CHONSP
660.2380476,32,40,14,0,1,0,0,0,CHO
660.2384187,35,41,6,2,1,1,1,0,CHONSP
660.2741926,33,44,13,0,1,0,0,0,CHO
660.2881232,0,0,0,0,0,0,0,0,
660.3108485,34,48,12,0,1,0,0,0,CHO
660.3245794,32,55,9,1,0,2,0,0,CHONS
660.3797625,0,0,0,0,0,0,0,0,
660.8188787,0,0,0,0,0,0,0,0,
660.8193455,0,0,0,0,0,0,0,0,
660.9220579,0,0,0,0,0,0,0,0,
661.0320083,27,18,20,0,0,0,0,0,CHO
661.0326272,30,19,12,2,0,1,1,0,CHONSP
661.0332498,28,14,16,4,0,0,0,0,CHON
661.0472554,0,0,0,0,0,0,0,0,
661.047823,21,27,20,0,0,1,1,0,CHOSP
661.0482994,32,14,13,4,0,0,0,0,CHON
661.0488271,0,0,0,0,0,0,0,0,
661.064634,0,0,0,0,0,0,0,0,
661.0683863,28,22,19,0,0,0,0,0,CHO
661.0688736,29,26,14,0,0,2,0,0,CHOS
661.069407,29,26,14,0,0,2,0,0,CHOS
661.0831278,24,26,18,2,0,1,0,0,CHONS
661.083855,0,0,0,0,0,0,0,0,
661.0842146,33,26,11,0,0,2,0,0,CHOS
661.0855228,0,0,0,0,0,0,0,0,
661.0898319,28,27,13,2,0,1,1,0,CHONSP
661.101338,0,0,0,0,0,0,0,0,
661.1047958,29,26,18,0,0,0,0,0,CHO
661.1054626,30,30,13,0,0,2,0,0,CHOS
661.1203873,0,0,0,0,0,0,0,0,
661.1212317,34,22,11,4,0,0,0,0,CHON
661.121825,0,0,0,0,0,0,0,0,
661.1256128,26,30,20,0,0,0,0,0,CHO
661.1260827,26,30,20,0,0,0,0,0,CHO
661.126993,27,26,16,4,0,0,0,0,CHON
661.1279192,0,0,0,0,0,0,0,0,
661.1410586,30,30,17,0,0,0,0,0,CHO
661.1415689,33,31,9,2,0,1,1,0,CHONSP
661.1420822,0,0,0,0,0,0,0,0,
661.1435255,0,0,0,0,0,0,0,0,
661.1774694,31,34,16,0,0,0,0,0,CHO
661.1780727,34,35,8,2,0,1,1,0,CHONSP
661.2138275,32,38,15,0,0,0,0,0,CHO
661.2144524,35,39,7,2,0,1,1,0,CHONSP
661.2500542,33,42,14,0,0,0,0,0,CHO
661.2505212,36,43,6,2,0,1,1,0,CHONSP
661.2508974,34,46,9,0,0,2,0,0,CHOS
661.2863057,34,46,13,0,0,0,0,0,CHO
661.2867769,34,46,13,0,0,0,0,0,CHO
661.322053,0,0,0,0,0,0,0,0,
661.3229108,35,50,12,0,0,0,0,0,CHO
661.3233902,0,0,0,0,0,0,0,0,
661.3237549,0,0,0,0,0,0,0,0,
661.3365178,0,0,0,0,0,0,0,0,
661.3675852,0,0,0,0,0,0,0,0,
661.8185678,0,0,0,0,0,0,0,0,
661.9968365,21,18,18,3,0,1,1,0,CHONSP
662.0348378,0,0,0,0,0,0,0,0,
662.0362837,27,14,16,4,1,0,0,0,CHON
662.0716405,27,22,19,0,1,0,0,0,CHO
662.0722922,28,26,14,0,1,2,0,0,CHOS
662.0726653,28,26,14,0,1,2,0,0,CHOS
662.0733123,0,0,0,0,0,0,0,0,
662.1071346,0,0,0,0,0,0,0,0,
662.107929,28,26,18,0,1,0,0,0,CHO
662.1083458,28,26,18,0,1,0,0,0,CHO
662.1087594,29,30,13,0,1,2,0,0,CHOS
662.141398,0,0,0,0,0,0,0,0,
662.1434885,0,0,0,0,0,0,0,0,
662.1442367,29,30,17,0,1,0,0,0,CHO
662.1447383,32,31,9,2,1,1,1,0,CHONSP
662.1802314,35,38,6,1,0,2,1,0,CHONSP
662.1808768,30,34,16,0,1,0,0,0,CHO
662.1817324,33,35,8,2,1,1,1,0,CHONSP
662.2172153,31,38,15,0,1,0,0,0,CHO
662.2176301,34,39,7,2,1,1,1,0,CHONSP
662.2191161,32,42,10,1,0,1,1,0,CHONSP
662.2531026,32,42,14,0,1,0,0,0,CHO
662.253586,32,42,14,0,1,0,0,0,CHO
662.2539681,35,43,6,2,1,1,1,0,CHONSP
662.2546462,0,0,0,0,0,0,0,0,
662.2902131,33,46,13,0,1,0,0,0,CHO
662.3035811,31,53,10,1,0,2,0,0,CHONS
662.3399202,34,54,6,3,0,1,1,0,CHONSP
662.5349707,0,0,0,0,0,0,0,0,
662.8155156,0,0,0,0,0,0,0,0,
662.8159731,0,0,0,0,0,0,0,0,
662.9959471,22,16,24,0,0,0,0,0,CHO
663.0273437,20,25,21,0,0,1,1,0,CHOSP
663.0438418,0,0,0,0,0,0,0,0,
663.0475049,27,20,20,0,0,0,0,0,CHO
663.0480335,0,0,0,0,0,0,0,0,
663.0491162,28,16,16,4,0,0,0,0,CHON
663.062403,23,24,19,2,0,1,0,0,CHONS
663.0629393,31,20,17,0,0,0,0,0,CHO
663.0634618,32,24,12,0,0,2,0,0,CHOS
663.0644658,0,0,0,0,0,0,0,0,
663.0839217,28,24,19,0,0,0,0,0,CHO
663.0844638,29,28,14,0,0,2,0,0,CHOS
663.0853627,0,0,0,0,0,0,0,0,
663.0993751,32,24,16,0,0,0,0,0,CHO
663.0999363,33,28,11,0,0,2,0,0,CHOS
663.1003041,22,33,19,0,0,1,1,0,CHOSP
663.1202642,29,28,18,0,0,0,0,0,CHO
663.1207653,32,29,10,2,0,1,1,0,CHONSP
663.135495,33,28,15,0,0,0,0,0,CHO
663.1359918,36,29,7,2,0,1,1,0,CHONSP
663.1369908,0,0,0,0,0,0,0,0,
663.156663,30,32,17,0,0,0,0,0,CHO
663.1570853,33,33,9,2,0,1,1,0,CHONSP
663.1672632,0,0,0,0,0,0,0,0,
663.1724388,0,0,0,0,0,0,0,0,
663.1930192,31,36,16,0,0,0,0,0,CHO
663.1933808,31,36,16,0,0,0,0,0,CHO
663.2084855,35,36,13,0,0,0,0,0,CHO
663.2293667,32,40,15,0,0,0,0,0,CHO
663.2297375,32,40,15,0,0,0,0,0,CHO
663.2657322,33,44,14,0,0,0,0,0,CHO
663.2661878,36,45,6,2,0,1,1,0,CHONSP
663.2668596,44,41,4,0,0,0,1,0,CHOP
663.3012351,28,49,12,4,0,0,1,0,CHONP
663.3019906,34,48,13,0,0,0,0,0,CHO
663.3024856,34,48,13,0,0,0,0,0,CHO
663.338315,35,52,12,0,0,0,0,0,CHO
663.3727902,0,0,0,0,0,0,0,0,
663.4089679,41,60,5,0,0,1,0,0,CHOS
663.4094205,0,0,0,0,0,0,0,0,
664.0503275,0,0,0,0,0,0,0,0,
664.0507404,26,20,20,0,1,0,0,0,CHO
664.051311,29,19,14,3,0,1,0,0,CHONS
664.0523874,27,16,16,4,1,0,0,0,CHON
664.0654882,22,24,19,2,1,1,0,0,CHONS
664.0659902,30,20,17,0,1,0,0,0,CHO
664.0871413,27,24,19,0,1,0,0,0,CHO
664.0879036,28,28,14,0,1,2,0,0,CHOS
664.1235725,28,28,18,0,1,0,0,0,CHO
664.1242423,31,29,10,2,1,1,1,0,CHONSP
664.1598941,29,32,17,0,1,0,0,0,CHO
664.1603209,32,33,9,2,1,1,1,0,CHONSP
664.1608983,19,39,22,1,0,1,0,0,CHONS
664.1960854,30,36,16,0,1,0,0,0,CHO
664.1965425,30,36,16,0,1,0,0,0,CHO
664.2325386,31,40,15,0,1,0,0,0,CHO
664.233144,31,40,15,0,1,0,0,0,CHO
664.2693564,32,44,14,0,1,0,0,0,CHO
664.4123761,40,60,5,0,1,1,0,0,CHOS
664.4391979,0,0,0,0,0,0,0,0,
664.4754124,0,0,0,0,0,0,0,0,
665.026609,26,18,21,0,0,0,0,0,CHO
665.0277743,27,22,16,0,0,2,0,0,CHOS
665.0422922,30,18,18,0,0,0,0,0,CHO
665.042699,31,22,13,0,0,2,0,0,CHOS
665.0430691,20,27,21,0,0,1,1,0,CHOSP
665.0631082,27,22,20,0,0,0,0,0,CHO
665.063543,30,23,12,2,0,1,1,0,CHONSP
665.0640483,28,26,15,0,0,2,0,0,CHOS
665.0784013,31,22,17,0,0,0,0,0,CHO
665.0789782,32,26,12,0,0,2,0,0,CHOS
665.0794303,21,31,20,0,0,1,1,0,CHOSP
665.0798463,32,18,13,4,0,0,0,0,CHON
665.0924992,29,23,13,4,0,0,1,0,CHONP
665.0995233,28,26,19,0,0,0,0,0,CHO
665.0998715,28,26,19,0,0,0,0,0,CHO
665.1147852,32,26,16,0,0,0,0,0,CHO
665.1152943,35,27,8,2,0,1,1,0,CHONSP
665.1359248,29,30,18,0,0,0,0,0,CHO
665.1366855,0,0,0,0,0,0,0,0,
665.149615,0,0,0,0,0,0,0,0,
665.1512168,33,30,15,0,0,0,0,0,CHO
665.1516079,36,31,7,2,0,1,1,0,CHONSP
665.1722323,30,34,17,0,0,0,0,0,CHO
665.1726757,33,35,9,2,0,1,1,0,CHONSP
665.1869321,0,0,0,0,0,0,0,0,
665.1876138,34,34,14,0,0,0,0,0,CHO
665.1882297,35,38,9,0,0,2,0,0,CHOS
665.188772,0,0,0,0,0,0,0,0,
665.2087288,31,38,16,0,0,0,0,0,CHO
665.2091316,34,39,8,2,0,1,1,0,CHONSP
665.2096295,0,0,0,0,0,0,0,0,
665.2232752,0,0,0,0,0,0,0,0,
665.2237017,35,38,13,0,0,0,0,0,CHO
665.2243678,38,39,5,2,0,1,1,0,CHONSP
665.2423669,38,39,7,2,0,0,1,0,CHONP
665.2451759,32,42,15,0,0,0,0,0,CHO
665.2458136,0,0,0,0,0,0,0,0,
665.2599079,0,0,0,0,0,0,0,0,
665.2604339,36,42,12,0,0,0,0,0,CHO
665.2621553,24,46,19,2,0,0,0,0,CHON
665.2812364,33,46,14,0,0,0,0,0,CHO
665.2816107,33,46,14,0,0,0,0,0,CHO
665.3176486,34,50,13,0,0,0,0,0,CHO
665.3180286,34,50,13,0,0,0,0,0,CHO
665.3190299,0,0,0,0,0,0,0,0,
665.4061062,40,58,8,0,0,0,0,0,CHO
665.4469407,39,62,3,4,0,1,0,0,CHONS
665.7202928,0,0,0,0,0,0,0,0,
666.0458765,30,22,13,0,1,2,0,0,CHOS
666.0479725,0,0,0,0,0,0,0,0,
666.0595216,0,0,0,0,0,0,0,0,
666.0664572,26,22,20,0,1,0,0,0,CHO
666.0669094,29,23,12,2,1,1,1,0,CHONSP
666.0673154,27,26,15,0,1,2,0,0,CHOS
666.0678762,0,0,0,0,0,0,0,0,
666.0816895,30,22,17,0,1,0,0,0,CHO
666.0820354,30,22,17,0,1,0,0,0,CHO
666.0823694,31,26,12,0,1,2,0,0,CHOS
666.1027264,27,26,19,0,1,0,0,0,CHO
666.1032502,27,26,19,0,1,0,0,0,CHO
666.1036839,30,25,13,3,0,1,0,0,CHONS
666.1174936,0,0,0,0,0,0,0,0,
666.1184423,34,27,8,2,1,1,1,0,CHONSP
666.1191314,21,33,21,1,0,1,0,0,CHONS
666.1392777,28,30,18,0,1,0,0,0,CHO
666.1398213,31,29,12,3,0,1,0,0,CHONS
666.1747678,0,0,0,0,0,0,0,0,
666.1755202,29,34,17,0,1,0,0,0,CHO
666.176237,32,35,9,2,1,1,1,0,CHONSP
666.2114698,0,0,0,0,0,0,0,0,
666.2121508,30,38,16,0,1,0,0,0,CHO
666.2126324,33,39,8,2,1,1,1,0,CHONSP
666.2485873,31,42,15,0,1,0,0,0,CHO
666.2491196,34,41,9,3,0,1,0,0,CHONS
666.4724703,0,0,0,0,0,0,0,0,
666.7980518,0,0,0,0,0,0,0,0,
666.7989221,0,0,0,0,0,0,0,0,
667.0215107,0,0,0,0,0,0,0,0,
667.0424533,26,20,21,0,0,0,0,0,CHO
667.04299,29,21,13,2,0,1,1,0,CHONSP
667.0566644,24,21,17,4,0,0,1,0,CHONP
667.0577263,30,20,18,0,0,0,0,0,CHO
667.0581571,0,0,0,0,0,0,0,0,
667.058987,20,29,21,0,0,1,1,0,CHOSP
667.063051,0,0,0,0,0,0,0,0,
667.065059,24,20,19,4,0,0,0,0,CHON
667.0787774,27,24,20,0,0,0,0,0,CHO
667.0792066,30,25,12,2,0,1,1,0,CHONSP
667.0798976,28,28,15,0,0,2,0,0,CHOS
667.0933371,23,28,19,2,0,1,0,0,CHONS
667.0941186,31,24,17,0,0,0,0,0,CHO
667.0945679,34,25,9,2,0,1,1,0,CHONSP
667.0961564,0,0,0,0,0,0,0,0,
667.1151657,28,28,19,0,0,0,0,0,CHO
667.115505,28,28,19,0,0,0,0,0,CHO
667.1304069,32,28,16,0,0,0,0,0,CHO
667.130822,35,29,8,2,0,1,1,0,CHONSP
667.1311687,33,32,11,0,0,2,0,0,CHOS
667.1316794,22,37,19,0,0,1,1,0,CHOSP
667.1506071,0,0,0,0,0,0,0,0,
667.1514737,29,32,18,0,0,0,0,0,CHO
667.1519901,32,33,10,2,0,1,1,0,CHONSP
667.1527126,0,0,0,0,0,0,0,0,
667.1667902,33,32,15,0,0,0,0,0,CHO
667.1673729,36,33,7,2,0,1,1,0,CHONSP
667.1677144,44,29,5,0,0,0,1,0,CHOP
667.1680788,44,29,5,0,0,0,1,0,CHOP
667.187865,30,36,17,0,0,0,0,0,CHO
667.1885081,33,37,9,2,0,1,1,0,CHONSP
667.1893778,0,0,0,0,0,0,0,0,
667.2027006,0,0,0,0,0,0,0,0,
667.2034562,34,36,14,0,0,0,0,0,CHO
667.2042001,0,0,0,0,0,0,0,0,
667.2051704,22,40,21,2,0,0,0,0,CHON
667.2216824,24,45,19,0,0,0,1,0,CHOP
667.2244418,31,40,16,0,0,0,0,0,CHO
667.2249504,34,41,8,2,0,1,1,0,CHONSP
667.2253708,0,0,0,0,0,0,0,0,
667.2395939,35,40,13,0,0,0,0,0,CHO
667.2401314,38,41,5,2,0,1,1,0,CHONSP
667.2409313,0,0,0,0,0,0,0,0,
667.2601334,0,0,0,0,0,0,0,0,
667.2607841,32,44,15,0,0,0,0,0,CHO
667.2612264,35,45,7,2,0,1,1,0,CHONSP
667.2757918,36,44,12,0,0,0,0,0,CHO
667.2765359,39,45,4,2,0,1,1,0,CHONSP
667.2774668,0,0,0,0,0,0,0,0,
667.2970842,33,48,14,0,0,0,0,0,CHO
667.2975183,36,49,6,2,0,1,1,0,CHONSP
667.2983382,0,0,0,0,0,0,0,0,
667.3123935,37,48,11,0,0,0,0,0,CHO
667.3336388,34,52,13,0,0,0,0,0,CHO
667.3342875,35,56,8,0,0,2,0,0,CHOS
667.3696505,35,56,12,0,0,0,0,0,CHO
667.3702344,35,56,12,0,0,0,0,0,CHO
667.3714443,0,0,0,0,0,0,0,0,
667.3951594,0,0,0,0,0,0,0,0,
667.4055993,0,0,0,0,0,0,0,0,
667.4073655,37,64,6,0,0,2,0,0,CHOS
667.7979974,0,0,0,0,0,0,0,0,
667.799088,0,0,0,0,0,0,0,0,
668.0610304,29,20,18,0,1,0,0,0,CHO
668.0626388,19,29,21,0,1,1,1,0,CHOSP
668.0670478,0,0,0,0,0,0,0,0,
668.0678941,0,0,0,0,0,0,0,0,
668.0817762,31,28,10,1,0,2,1,0,CHONSP
668.0823438,26,24,20,0,1,0,0,0,CHO
668.0974992,30,24,17,0,1,0,0,0,CHO
668.0980737,33,25,9,2,1,1,1,0,CHONSP
668.0989823,0,0,0,0,0,0,0,0,
668.1184296,27,28,19,0,1,0,0,0,CHO
668.1187927,27,28,19,0,1,0,0,0,CHO
668.1335886,31,28,16,0,1,0,0,0,CHO
668.1339512,31,28,16,0,1,0,0,0,CHO
668.1544561,0,0,0,0,0,0,0,0,
668.1549096,28,32,18,0,1,0,0,0,CHO
668.1553015,31,33,10,2,1,1,1,0,CHONSP
668.1910982,29,36,17,0,1,0,0,0,CHO
668.1916261,32,37,9,2,1,1,1,0,CHONSP
668.1971707,0,0,0,0,0,0,0,0,
668.2281269,33,41,8,2,1,1,1,0,CHONSP
668.4700471,0,0,0,0,0,0,0,0,
668.4941037,0,0,0,0,0,0,0,0,
668.4953302,0,0,0,0,0,0,0,0,
668.7629912,0,0,0,0,0,0,0,0,
669.0370462,29,18,19,0,0,0,0,0,CHO
669.0375096,30,22,14,0,0,2,0,0,CHOS
669.0380271,19,27,22,0,0,1,1,0,CHOSP
669.0576194,0,0,0,0,0,0,0,0,
669.0581074,26,22,21,0,0,0,0,0,CHO
669.0597888,0,0,0,0,0,0,0,0,
669.0699347,0,0,0,0,0,0,0,0,
669.0734031,30,22,18,0,0,0,0,0,CHO
669.0738946,31,26,13,0,0,2,0,0,CHOS
669.0944143,27,26,20,0,0,0,0,0,CHO
669.0951035,28,30,15,0,0,2,0,0,CHOS
669.1097073,31,26,17,0,0,0,0,0,CHO
669.1102505,34,27,9,2,0,1,1,0,CHONSP
669.1308133,28,30,19,0,0,0,0,0,CHO
669.1312457,31,31,11,2,0,1,1,0,CHONSP
669.1461624,32,30,16,0,0,0,0,0,CHO
669.1466278,35,31,8,2,0,1,1,0,CHONSP
669.1469928,43,27,6,0,0,0,1,0,CHOP
669.1664557,0,0,0,0,0,0,0,0,
669.1671967,29,34,18,0,0,0,0,0,CHO
669.1675933,32,35,10,2,0,1,1,0,CHONSP
669.1825672,33,34,15,0,0,0,0,0,CHO
669.18301,36,35,7,2,0,1,1,0,CHONSP
669.1835975,23,43,18,0,0,1,1,0,CHOSP
669.2009051,36,35,9,2,0,0,1,0,CHONP
669.2014937,23,43,20,0,0,0,1,0,CHOP
669.2035714,30,38,17,0,0,0,0,0,CHO
669.2040864,33,39,9,2,0,1,1,0,CHONSP
669.2046324,0,0,0,0,0,0,0,0,
669.2049749,0,0,0,0,0,0,0,0,
669.2188876,34,38,14,0,0,0,0,0,CHO
669.2194332,37,39,6,2,0,1,1,0,CHONSP
669.219898,45,35,4,0,0,0,1,0,CHOP
669.2295227,25,42,15,4,0,1,0,0,CHONS
669.2393928,0,0,0,0,0,0,0,0,
669.2400733,31,42,16,0,0,0,0,0,CHO
669.2404724,34,43,8,2,0,1,1,0,CHONSP
669.240955,0,0,0,0,0,0,0,0,
669.2542111,0,0,0,0,0,0,0,0,
669.2551942,35,42,13,0,0,0,0,0,CHO
669.2557941,38,43,5,2,0,1,1,0,CHONSP
669.2563338,0,0,0,0,0,0,0,0,
669.2566804,0,0,0,0,0,0,0,0,
669.2762245,32,46,15,0,0,0,0,0,CHO
669.2766589,32,46,15,0,0,0,0,0,CHO
669.2914334,36,46,12,0,0,0,0,0,CHO
669.2918279,36,46,12,0,0,0,0,0,CHO
669.2922307,37,50,7,0,0,2,0,0,CHOS
669.2928419,0,0,0,0,0,0,0,0,
